Matrix size input by command line: 1024
Repeat multiply defaulted to 30
Alpha =    1.000000
Beta  =    1.000000
Allocating Matrices...
Allocation complete, populating with values...
Performing multiplication...
dgemm-----------start-------------
CPU0  raw=495872 ena=36391247945 run=18446744054002093990 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=53635 ena=36404699041 run=18446744053994321648 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=431862 ena=36391254196 run=18446744054003160788 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=26309 ena=36404696537 run=18446744053995229354 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=821065 ena=36876373696 run=36876373696 ratio=0.00 hsw_ep::LONGEST_LAT_CACHE:MISS
CPU0  raw=67230965001 ena=36876372352 run=36876372352 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=16252703652 ena=36876372183 run=36876372183 ratio=0.00 hsw_ep::L2_TRANS
CPU0  raw=58087179120 ena=36876371796 run=36876371796 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=8370023747 ena=36876370570 run=36876370570 ratio=0.00 hsw_ep::BR_INST_RETIRED:ALL_BRANCHES
CPU0  raw=8113611494 ena=36876369441 run=36876369441 ratio=0.00 perf::PERF_COUNT_HW_CACHE_L1D:MISS
CPU0  raw=44263671663 ena=36876367681 run=36876367681 ratio=0.00 hsw_ep::UNHALTED_CORE_CYCLES
CPU0  raw=6146255749120 ena=36876367285 run=36876367285 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=721317396480 ena=36876368948 run=36876368948 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=44263680645 ena=36876371109 run=36876371109 ratio=0.00 cycles
CPU0  raw=58087218261 ena=36876368514 run=36876368514 ratio=0.00 instructions
CPU1  raw=504866 ena=36391245953 run=18446744054004175883 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=56384 ena=36404688417 run=18446744053996289437 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=437842 ena=36391245128 run=18446744054005226492 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=31818 ena=36404686997 run=18446744053997407365 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=139404 ena=36876362307 run=36876362307 ratio=0.00 hsw_ep::LONGEST_LAT_CACHE:MISS
CPU1  raw=64817743485 ena=36876358386 run=36876358386 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=16192372214 ena=36876355414 run=36876355414 ratio=0.00 hsw_ep::L2_TRANS
CPU1  raw=56628860942 ena=36876352136 run=36876352136 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=8095786912 ena=36876348767 run=36876348767 ratio=0.00 hsw_ep::BR_INST_RETIRED:ALL_BRANCHES
CPU1  raw=8090629889 ena=36876347442 run=36876347442 ratio=0.00 perf::PERF_COUNT_HW_CACHE_L1D:MISS
CPU1  raw=41624543727 ena=36876343873 run=36876343873 ratio=0.00 hsw_ep::UNHALTED_CORE_CYCLES
CPU1  raw=6146255749120 ena=36876340039 run=36876340039 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=721317396480 ena=36876337203 run=36876337203 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=41624540565 ena=36876337183 run=36876337183 ratio=0.00 cycles
CPU1  raw=56628857917 ena=36876333329 run=36876333329 ratio=0.00 instructions
CPU2  raw=515687 ena=36391210680 run=18446744054006120804 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=67342 ena=36404652312 run=18446744053998472074 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=441630 ena=36391208575 run=18446744053985464328 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=35437 ena=36404655253 run=18446744053977994530 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=142017 ena=36876333821 run=36876333821 ratio=0.00 hsw_ep::LONGEST_LAT_CACHE:MISS
CPU2  raw=64815528790 ena=36876330837 run=36876330837 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=16192118147 ena=36876328174 run=36876328174 ratio=0.00 hsw_ep::L2_TRANS
CPU2  raw=56627147298 ena=36876325458 run=36876325458 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU2  raw=8095454324 ena=36876322477 run=36876322477 ratio=0.00 hsw_ep::BR_INST_RETIRED:ALL_BRANCHES
CPU2  raw=8090457869 ena=36876318598 run=36876318598 ratio=0.00 perf::PERF_COUNT_HW_CACHE_L1D:MISS
CPU2  raw=41601559315 ena=36876314728 run=36876314728 ratio=0.00 hsw_ep::UNHALTED_CORE_CYCLES
CPU2  raw=6146255749120 ena=36876310500 run=36876310500 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU2  raw=721317396480 ena=36876313738 run=36876313738 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU2  raw=41601643373 ena=36876380529 run=36876380529 ratio=0.00 cycles
CPU2  raw=56627185039 ena=36876376347 run=36876376347 ratio=0.00 instructions
CPU3  raw=511262 ena=36391239779 run=18446744053964789710 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU3  raw=70145 ena=36404686607 run=18446744053957407276 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU3  raw=442819 ena=36391246076 run=18446744053962821803 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU3  raw=38074 ena=36404692862 run=18446744053955574713 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU3  raw=169878 ena=36876385276 run=36876385276 ratio=0.00 hsw_ep::LONGEST_LAT_CACHE:MISS
CPU3  raw=64818715426 ena=36876382331 run=36876382331 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU3  raw=16192547534 ena=36876379582 run=36876379582 ratio=0.00 hsw_ep::L2_TRANS
CPU3  raw=56628911225 ena=36876376826 run=36876376826 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU3  raw=8095771580 ena=36876373625 run=36876373625 ratio=0.00 hsw_ep::BR_INST_RETIRED:ALL_BRANCHES
CPU3  raw=8090669026 ena=36876370463 run=36876370463 ratio=0.00 perf::PERF_COUNT_HW_CACHE_L1D:MISS
CPU3  raw=41681933605 ena=36876366858 run=36876366858 ratio=0.00 hsw_ep::UNHALTED_CORE_CYCLES
CPU3  raw=6146255749120 ena=36876363273 run=36876363273 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU3  raw=721317396480 ena=36876362102 run=36876362102 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU3  raw=41681934086 ena=36876363313 run=36876363313 ratio=0.00 cycles
CPU3  raw=56628907355 ena=36876358789 run=36876358789 ratio=0.00 instructions
CPU4  raw=506569 ena=36391223091 run=18446744053962611659 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU4  raw=64518 ena=36404670026 run=18446744053955415600 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU4  raw=438486 ena=36391229301 run=18446744053960633665 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU4  raw=34133 ena=36404675986 run=18446744053953372747 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU4  raw=3734 ena=36876391473 run=36876391473 ratio=0.00 hsw_ep::LONGEST_LAT_CACHE:MISS
CPU4  raw=3964964 ena=36876389001 run=36876389001 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU4  raw=395875 ena=36876388201 run=36876388201 ratio=0.00 hsw_ep::L2_TRANS
CPU4  raw=1738045 ena=36876386319 run=36876386319 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU4  raw=319435 ena=36876383956 run=36876383956 ratio=0.00 hsw_ep::BR_INST_RETIRED:ALL_BRANCHES
CPU4  raw=44534 ena=36876381099 run=36876381099 ratio=0.00 perf::PERF_COUNT_HW_CACHE_L1D:MISS
CPU4  raw=3247670 ena=36876380889 run=36876380889 ratio=0.00 hsw_ep::UNHALTED_CORE_CYCLES
CPU4  raw=6146255749120 ena=36876377157 run=36876377157 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU4  raw=721317396480 ena=36876376913 run=36876376913 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU4  raw=3247008 ena=36876377310 run=36876377310 ratio=0.00 cycles
CPU4  raw=1740216 ena=36876373495 run=36876373495 ratio=0.00 instructions
CPU5  raw=506732 ena=36391236185 run=18446744053960585840 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU5  raw=64829 ena=36404682930 run=18446744053953373691 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU5  raw=441421 ena=36391241998 run=18446744053959371685 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU5  raw=36867 ena=36404686899 run=18446744053952217010 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU5  raw=3369 ena=36876399350 run=36876399350 ratio=0.00 hsw_ep::LONGEST_LAT_CACHE:MISS
CPU5  raw=2748420 ena=36876402088 run=36876402088 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU5  raw=317937 ena=36876400596 run=36876400596 ratio=0.00 hsw_ep::L2_TRANS
CPU5  raw=1354705 ena=36876398760 run=36876398760 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU5  raw=193873 ena=36876396311 run=36876396311 ratio=0.00 hsw_ep::BR_INST_RETIRED:ALL_BRANCHES
CPU5  raw=17248 ena=36876393578 run=36876393578 ratio=0.00 perf::PERF_COUNT_HW_CACHE_L1D:MISS
CPU5  raw=2560601 ena=36876390517 run=36876390517 ratio=0.00 hsw_ep::UNHALTED_CORE_CYCLES
CPU5  raw=6146255749120 ena=36876389574 run=36876389574 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU5  raw=721317396480 ena=36876389231 run=36876389231 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU5  raw=2559114 ena=36876389581 run=36876389581 ratio=0.00 cycles
CPU5  raw=1356599 ena=36876385649 run=36876385649 ratio=0.00 instructions
CPU6  raw=516997 ena=36391249834 run=18446744053977809107 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU6  raw=68754 ena=36404695091 run=18446744053970651714 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU6  raw=445127 ena=36391252812 run=18446744053976823202 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU6  raw=37755 ena=36404697596 run=18446744053969759612 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU6  raw=664 ena=36876409390 run=36876409390 ratio=0.00 hsw_ep::LONGEST_LAT_CACHE:MISS
CPU6  raw=1021556 ena=36876406669 run=36876406669 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU6  raw=194760 ena=36876406239 run=36876406239 ratio=0.00 hsw_ep::L2_TRANS
CPU6  raw=247197 ena=36876404167 run=36876404167 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU6  raw=47002 ena=36876401835 run=36876401835 ratio=0.00 hsw_ep::BR_INST_RETIRED:ALL_BRANCHES
CPU6  raw=7719 ena=36876399229 run=36876399229 ratio=0.00 perf::PERF_COUNT_HW_CACHE_L1D:MISS
CPU6  raw=1472556 ena=36876396148 run=36876396148 ratio=0.00 hsw_ep::UNHALTED_CORE_CYCLES
CPU6  raw=6146255749120 ena=36876392892 run=36876392892 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU6  raw=721317396480 ena=36876392676 run=36876392676 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU6  raw=1472249 ena=36876393423 run=36876393423 ratio=0.00 cycles
CPU6  raw=249555 ena=36876391176 run=36876391176 ratio=0.00 instructions
CPU7  raw=523260 ena=36391253878 run=18446744053977565289 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU7  raw=63354 ena=36404698819 run=18446744053970458333 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU7  raw=441405 ena=36391256488 run=18446744053976535684 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU7  raw=32549 ena=36404701424 run=18446744053969450144 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU7  raw=46042 ena=36876413653 run=36876413653 ratio=0.00 hsw_ep::LONGEST_LAT_CACHE:MISS
