time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	14.48	1.90	15.81	2.29	
0.5	14.14	1.82	15.52	2.23	
1.0	14.06	1.82	15.40	2.15	
1.5	14.05	1.79	15.38	2.23	
2.0	14.08	1.77	15.46	2.24	
2.5	13.99	1.83	15.42	2.22	
3.0	14.13	1.86	15.39	2.23	
3.5	14.15	1.85	15.51	2.16	
4.0	14.02	1.82	15.38	2.21	
4.5	14.43	1.87	15.81	2.33	
5.0	14.03	1.84	15.37	2.14	
5.5	14.19	1.85	15.63	2.24	
6.0	14.82	2.07	16.18	2.47	
6.5	20.28	3.51	21.09	3.88	
7.0	19.18	3.20	19.76	3.38	
7.5	14.15	1.83	15.53	2.27	
8.0	14.98	2.07	16.50	2.41	
8.5	20.28	3.49	21.12	3.79	
9.0	18.72	3.14	20.11	3.59	
9.5	14.12	1.79	15.62	2.21	
10.0	14.30	1.82	15.51	2.17	
10.5	14.12	1.80	15.49	2.20	
11.0	16.68	2.54	17.92	2.87	
11.5	26.61	4.18	26.78	4.40	
12.0	34.54	4.43	35.38	4.82	
12.5	62.48	6.65	71.73	7.21	
13.0	65.05	5.95	65.57	6.52	
13.5	27.31	3.54	40.68	4.82	
14.0	74.39	6.84	74.64	7.35	
14.5	65.20	6.76	57.63	7.18	
15.0	58.21	7.10	58.28	7.59	
15.5	58.15	7.47	58.11	7.99	
16.0	58.18	7.08	58.25	7.68	
16.5	56.33	5.48	58.65	6.23	
17.0	59.31	6.70	57.56	7.33	
17.5	58.13	6.85	58.16	7.37	
18.0	58.27	7.09	58.28	7.70	
18.5	58.25	7.53	58.26	7.98	
19.0	56.96	6.34	55.66	6.86	
19.5	59.04	6.24	60.18	6.69	
20.0	58.11	6.72	58.15	7.14	
20.5	58.27	6.95	58.29	7.44	
21.0	58.28	7.33	58.25	7.88	
21.5	58.19	7.19	58.05	7.89	
22.0	58.26	6.46	58.38	6.87	
22.5	58.23	6.34	58.26	6.76	
23.0	58.28	6.51	58.24	6.97	
23.5	58.27	6.80	58.27	7.12	
24.0	58.17	7.44	58.08	7.84	
24.5	58.26	6.41	58.37	6.91	
25.0	58.25	6.39	58.25	6.43	
25.5	58.27	6.44	58.14	6.75	
26.0	58.16	6.74	58.30	7.17	
26.5	58.13	7.20	58.23	7.50	
27.0	58.44	6.41	58.31	6.84	
27.5	58.24	6.28	58.13	6.45	
28.0	58.15	5.96	58.26	6.59	
28.5	58.28	6.59	58.28	7.03	
29.0	58.26	7.11	58.30	7.62	
29.5	58.23	6.60	58.19	6.99	
30.0	58.22	5.52	58.21	6.15	
30.5	58.24	6.01	58.25	6.58	
31.0	58.27	6.68	58.28	7.30	
31.5	58.04	6.42	57.87	6.84	
32.0	58.41	6.58	58.59	7.06	
32.5	58.24	5.85	58.25	6.17	
33.0	58.27	6.31	58.27	6.62	
33.5	58.28	6.87	58.23	6.96	
34.0	58.15	7.22	58.19	7.19	
34.5	58.27	6.29	58.27	6.24	
35.0	58.27	6.12	58.26	6.47	
35.5	58.25	6.20	58.27	6.70	
36.0	58.27	6.99	58.20	7.30	
36.5	58.16	6.89	58.15	7.26	
37.0	58.28	6.00	58.36	6.19	
37.5	58.25	6.12	58.24	6.49	
38.0	58.27	6.49	58.16	6.89	
38.5	58.12	7.07	58.28	7.42	
39.0	59.05	5.59	59.04	6.40	
39.5	57.46	5.65	57.43	6.14	
40.0	58.28	5.94	58.15	6.37	
40.5	58.13	6.38	58.27	7.07	
41.0	58.30	7.20	58.29	7.59	
41.5	58.25	5.84	58.24	6.14	
42.0	58.27	5.72	58.16	6.16	
42.5	58.16	6.15	58.23	6.83	
43.0	58.27	6.70	58.30	7.19	
43.5	58.26	7.27	58.29	7.51	
44.0	58.28	5.73	58.24	5.96	
44.5	58.15	6.02	58.19	6.49	
45.0	58.27	6.43	58.21	6.99	
45.5	58.28	7.04	58.27	7.33	
46.0	58.29	6.18	58.29	6.72	
46.5	58.12	5.70	58.16	6.14	
47.0	58.27	6.04	58.24	6.71	
47.5	58.27	6.56	58.27	7.04	
48.0	58.17	7.33	58.14	7.66	
48.5	58.25	5.65	58.29	5.90	
49.0	58.26	6.09	58.27	6.36	
49.5	58.29	6.40	58.24	7.06	
50.0	58.24	6.92	58.30	7.33	
50.5	58.05	6.77	57.65	6.52	
51.0	58.40	6.00	58.76	6.24	
51.5	58.27	5.79	58.30	6.51	
52.0	58.25	6.34	58.24	7.07	
52.5	58.27	7.09	58.24	7.46	
53.0	58.29	6.33	58.18	6.44	
53.5	58.17	5.81	58.29	6.10	
54.0	58.24	6.09	58.27	6.65	
54.5	58.28	6.85	58.28	7.16	
55.0	58.24	7.21	58.09	7.55	
55.5	58.22	5.56	58.29	5.93	
56.0	58.24	5.89	58.28	6.47	
56.5	58.28	6.46	58.27	6.90	
57.0	58.20	7.15	58.09	7.54	
57.5	58.22	6.34	58.34	6.43	
58.0	58.27	5.67	58.26	6.28	
58.5	58.24	5.99	58.30	6.86	
59.0	58.28	6.67	58.10	7.02	
59.5	58.15	7.35	58.27	7.27	
60.0	58.29	5.44	58.30	6.07	
60.5	58.24	5.74	58.27	6.34	
61.0	58.28	6.35	58.18	6.93	
61.5	58.14	6.97	58.25	7.50	
62.0	58.28	6.50	58.26	6.46	
62.5	58.26	5.82	58.27	5.85	
63.0	58.27	6.10	58.17	6.76	
63.5	58.17	6.63	58.26	7.04	
64.0	58.29	7.15	58.25	7.50	
64.5	58.24	5.54	58.28	6.10	
65.0	58.27	5.94	58.18	6.33	
65.5	58.15	6.35	58.25	6.90	
66.0	58.27	7.03	58.25	7.41	
66.5	58.28	6.65	58.28	6.84	
67.0	58.26	5.84	58.15	6.28	
67.5	58.16	5.98	58.29	6.59	
68.0	58.25	6.60	58.27	7.10	
68.5	58.24	6.99	58.24	7.38	
69.0	58.32	6.08	58.16	6.25	
69.5	58.15	5.81	58.28	6.55	
70.0	58.27	6.18	58.25	6.97	
70.5	58.26	6.99	58.26	7.39	
71.0	58.30	6.94	58.17	7.26	
71.5	58.24	5.68	58.28	6.13	
72.0	58.15	6.06	58.26	6.77	
72.5	58.27	6.55	58.26	7.05	
73.0	58.18	7.14	58.25	7.58	
73.5	58.26	5.98	58.19	5.94	
74.0	58.27	5.78	58.27	6.46	
74.5	58.26	6.15	58.28	6.70	
75.0	58.26	6.87	58.28	7.29	
75.5	58.19	6.71	58.15	6.98	
76.0	58.25	5.63	58.25	5.98	
76.5	58.25	6.02	58.24	6.42	
77.0	58.27	6.46	58.29	6.89	
77.5	58.22	7.26	58.14	7.58	
78.0	58.22	5.90	58.28	6.32	
78.5	58.28	5.71	58.27	6.17	
79.0	58.27	6.17	58.27	6.96	
79.5	58.25	6.83	58.13	7.17	
80.0	58.20	6.81	58.31	7.00	
80.5	58.23	5.82	58.25	5.90	
81.0	58.27	6.15	58.27	6.48	
81.5	58.25	6.48	58.16	7.04	
82.0	58.14	7.36	58.22	7.78	
82.5	58.31	6.37	58.31	6.19	
83.0	58.27	5.58	58.27	6.22	
83.5	58.26	6.14	58.16	6.87	
84.0	58.16	6.72	58.26	7.28	
84.5	58.26	7.12	58.28	7.54	
85.0	58.27	5.30	58.26	6.19	
85.5	58.29	5.81	58.14	6.49	
86.0	58.12	6.55	58.32	6.99	
86.5	58.28	7.19	58.20	7.62	
87.0	58.26	6.02	58.31	6.45	
87.5	58.28	5.75	58.14	6.26	
88.0	58.15	6.18	58.26	6.67	
88.5	58.26	6.75	58.23	7.10	
89.0	58.21	7.00	58.27	7.08	
89.5	58.34	5.67	58.20	6.03	
90.0	58.26	5.95	58.26	6.49	
90.5	58.15	6.41	58.26	6.93	
91.0	58.25	7.16	58.22	7.65	
91.5	58.30	6.21	58.23	6.34	
92.0	58.15	5.77	58.24	6.13	
92.5	58.27	6.08	58.28	6.70	
93.0	58.27	6.79	58.24	7.30	
93.5	58.21	7.08	58.17	7.16	
94.0	58.21	5.55	58.29	6.21	
94.5	58.28	6.04	58.26	6.55	
95.0	58.27	6.32	58.29	6.91	
95.5	58.24	7.08	58.27	7.63	
96.0	58.29	6.29	58.14	6.63	
96.5	58.14	5.65	58.30	6.29	
97.0	58.28	6.12	58.23	6.72	
97.5	58.27	6.73	58.29	7.24	
98.0	58.30	7.37	58.12	7.54	
98.5	58.12	5.40	58.27	6.26	
99.0	58.27	6.06	58.31	6.32	
99.5	58.27	6.29	58.25	6.76	
100.0	58.26	7.04	58.16	7.42	
100.5	58.17	6.48	58.26	6.63	
101.0	58.27	5.73	58.27	6.02	
101.5	58.26	6.20	58.25	6.55	
102.0	58.27	6.62	58.18	7.05	
102.5	58.11	6.97	58.22	7.45	
103.0	58.32	5.54	58.29	6.23	
103.5	58.28	5.63	58.29	6.17	
104.0	58.26	6.28	58.15	6.90	
104.5	58.14	6.89	58.26	7.40	
105.0	58.29	6.56	58.26	7.11	
105.5	58.25	5.99	58.27	5.93	
106.0	58.27	6.14	58.14	6.73	
106.5	58.15	6.58	58.31	6.90	
107.0	58.19	7.19	58.07	7.68	
107.5	58.34	5.58	58.44	6.00	
108.0	58.28	5.72	58.26	6.33	
108.5	58.17	6.28	58.16	6.87	
109.0	58.22	6.83	58.24	7.28	
109.5	58.31	6.60	58.29	7.04	
110.0	58.26	5.57	58.27	5.92	
