time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	14.30	1.39	15.48	2.14	
0.5	13.86	1.26	14.97	2.06	
1.0	13.83	1.28	15.00	2.03	
1.5	13.82	1.37	14.94	2.14	
2.0	13.93	1.33	15.09	2.11	
2.5	13.78	1.30	14.99	2.02	
3.0	13.83	1.30	14.95	2.00	
3.5	13.81	1.22	14.88	2.01	
4.0	13.82	1.27	15.00	2.04	
4.5	13.69	1.29	15.04	2.02	
5.0	13.86	1.28	14.94	2.07	
5.5	13.72	1.24	14.95	2.00	
6.0	13.84	1.27	14.97	2.02	
6.5	14.05	1.27	15.14	2.02	
7.0	14.21	1.50	15.46	2.16	
7.5	18.95	2.81	21.15	4.04	
8.0	18.26	2.64	20.38	3.76	
8.5	13.97	1.28	15.06	2.00	
9.0	14.33	1.50	15.64	2.25	
9.5	18.70	2.85	21.01	3.98	
10.0	18.14	2.75	20.39	3.88	
10.5	14.21	1.27	15.33	2.05	
11.0	14.45	1.49	15.77	2.23	
11.5	21.72	3.31	22.08	3.79	
12.0	57.31	5.09	54.94	5.76	
12.5	58.62	4.52	56.65	5.31	
13.0	78.42	5.14	74.69	5.77	
13.5	75.91	6.04	73.03	6.24	
14.0	63.65	4.97	67.86	5.98	
14.5	64.22	5.40	63.80	5.79	
15.0	64.57	5.23	64.93	5.54	
15.5	64.22	5.14	64.40	5.88	
16.0	64.44	5.48	64.28	5.91	
16.5	64.41	5.10	64.37	6.03	
17.0	64.39	5.47	64.48	5.98	
17.5	64.40	5.06	64.34	5.84	
18.0	64.28	5.45	64.34	6.02	
18.5	64.37	4.98	64.28	5.89	
19.0	64.21	5.47	64.00	5.86	
19.5	64.46	5.27	64.82	5.68	
20.0	64.43	5.18	64.26	5.93	
20.5	64.39	5.13	64.44	5.94	
21.0	64.38	5.34	64.36	5.71	
21.5	64.26	5.38	64.43	5.82	
22.0	64.41	5.21	64.21	5.81	
22.5	64.39	5.35	64.48	5.87	
23.0	64.40	5.12	64.33	6.04	
23.5	64.13	5.12	63.80	5.68	
24.0	64.40	4.77	64.14	5.57	
24.5	64.28	5.20	63.76	5.86	
25.0	64.39	5.42	64.46	5.86	
25.5	64.27	4.96	64.21	5.76	
26.0	64.39	5.27	64.43	5.99	
26.5	64.39	4.89	64.36	5.94	
27.0	64.31	5.33	64.53	5.99	
27.5	64.37	4.87	64.12	5.89	
28.0	64.14	5.34	64.03	5.85	
28.5	64.64	4.94	64.76	5.62	
29.0	64.38	5.35	64.39	5.91	
29.5	64.29	5.23	64.30	5.71	
30.0	64.38	5.29	64.37	5.66	
30.5	64.41	5.35	64.42	5.87	
31.0	64.25	5.17	64.37	5.74	
31.5	64.41	5.39	64.34	5.83	
