time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	13.07	1.65	15.61	2.10	
0.5	13.02	1.73	15.31	2.00	
1.0	12.84	1.67	15.25	2.04	
1.5	12.85	1.70	15.30	2.06	
2.0	12.92	1.72	15.30	2.04	
2.5	12.84	1.64	15.30	1.90	
3.0	12.98	1.64	15.34	2.03	
3.5	12.84	1.65	15.28	2.04	
4.0	12.96	1.72	15.34	2.15	
4.5	13.01	1.72	15.46	2.05	
5.0	12.86	1.62	15.23	2.01	
5.5	12.81	1.66	15.31	1.99	
6.0	13.10	1.73	15.43	2.03	
6.5	12.87	1.69	15.33	2.06	
7.0	12.96	1.69	15.35	2.05	
7.5	12.95	1.72	15.40	2.04	
8.0	14.55	2.11	17.18	2.58	
8.5	18.97	3.32	22.54	4.10	
9.0	16.34	2.60	19.46	3.16	
9.5	13.02	1.65	15.43	2.01	
10.0	14.71	2.18	17.30	2.65	
10.5	18.40	3.07	21.90	3.83	
11.0	18.68	3.15	22.04	3.75	
11.5	21.70	3.80	27.00	4.22	
12.0	30.65	4.26	38.11	4.61	
12.5	33.29	4.10	35.45	4.58	
13.0	40.79	5.09	62.81	6.19	
13.5	76.64	7.39	78.25	7.90	
14.0	80.38	6.63	81.56	7.49	
14.5	77.06	6.87	68.55	7.31	
15.0	67.37	7.17	67.63	7.74	
15.5	67.76	7.30	67.78	8.05	
16.0	67.89	6.12	67.84	6.99	
16.5	67.57	6.49	67.72	7.30	
17.0	67.78	6.96	67.65	7.35	
17.5	67.76	7.30	67.75	7.60	
18.0	67.44	7.44	67.56	7.75	
18.5	65.94	5.83	67.50	6.60	
19.0	68.42	6.58	67.05	7.05	
19.5	67.81	6.74	67.79	7.20	
20.0	67.74	7.10	67.71	7.70	
20.5	62.76	6.09	63.29	6.58	
21.0	68.97	5.95	70.48	6.63	
21.5	68.32	6.25	67.08	6.59	
22.0	67.75	6.66	67.77	6.91	
22.5	67.47	7.09	67.63	7.67	
23.0	68.00	6.33	67.57	6.61	
23.5	67.73	6.19	67.90	6.26	
24.0	67.77	6.05	67.71	6.62	
24.5	67.63	6.80	67.62	7.21	
25.0	67.84	6.39	67.99	6.79	
25.5	67.73	6.35	67.56	7.02	
26.0	67.73	6.31	67.74	6.47	
26.5	67.67	6.55	67.67	6.80	
27.0	67.74	7.11	67.71	7.26	
27.5	67.81	6.61	67.79	7.17	
28.0	67.79	5.95	67.82	6.12	
28.5	67.58	6.39	67.76	6.68	
29.0	67.81	6.80	67.66	7.28	
29.5	67.77	6.71	67.76	7.54	
30.0	67.75	5.67	67.76	5.97	
30.5	67.64	6.01	67.77	6.45	
31.0	67.78	6.52	67.67	7.16	
31.5	67.63	6.91	67.65	7.57	
32.0	67.88	5.61	67.89	5.94	
32.5	67.63	6.03	67.75	6.43	
33.0	67.77	6.65	67.64	7.00	
33.5	67.79	6.90	67.76	7.35	
34.0	67.76	6.07	67.78	6.60	
34.5	67.65	6.06	67.75	6.19	
35.0	67.75	6.82	67.65	6.85	
35.5	67.79	7.45	67.90	7.29	
36.0	67.64	5.88	67.68	6.27	
36.5	67.77	5.96	67.61	6.13	
37.0	67.79	6.57	67.77	6.82	
37.5	67.75	7.17	67.73	7.57	
38.0	67.79	5.99	67.85	6.45	
38.5	67.65	5.87	67.63	6.29	
39.0	67.78	6.45	67.76	6.64	
39.5	67.74	7.10	67.79	7.41	
40.0	67.69	5.78	67.76	6.78	
40.5	67.75	5.67	67.63	6.38	
41.0	67.76	6.44	67.76	6.60	
41.5	67.76	6.96	67.75	7.48	
42.0	67.80	6.21	67.80	6.57	
42.5	67.64	5.93	67.64	6.06	
43.0	67.75	6.33	67.75	6.55	
43.5	67.75	6.96	67.76	7.41	
44.0	67.67	6.14	67.82	6.62	
44.5	67.78	5.92	67.62	6.05	
45.0	67.76	6.35	67.76	6.81	
45.5	67.76	6.99	67.76	7.35	
46.0	67.65	6.29	67.80	7.20	
46.5	67.76	5.83	67.62	6.00	
47.0	67.78	6.38	67.78	6.69	
47.5	67.78	6.96	67.76	7.39	
48.0	67.65	6.34	67.84	6.67	
48.5	67.77	5.72	67.59	6.25	
49.0	67.74	6.29	67.79	6.55	
49.5	67.75	6.83	67.75	7.21	
50.0	67.67	6.72	67.80	7.00	
50.5	67.76	5.72	67.63	6.11	
51.0	67.79	6.20	67.78	6.62	
51.5	67.75	6.69	67.78	7.26	
52.0	67.68	6.42	67.76	7.28	
52.5	67.74	5.70	67.65	5.99	
53.0	67.78	6.29	67.79	6.42	
53.5	67.78	6.83	67.82	7.27	
54.0	67.64	6.79	67.71	7.12	
54.5	67.77	5.69	67.65	6.05	
55.0	67.77	6.07	67.78	6.16	
55.5	67.75	6.85	67.75	7.21	
56.0	67.67	6.57	67.64	7.25	
56.5	67.76	5.82	67.79	6.00	
57.0	67.74	6.14	67.79	6.32	
57.5	67.81	6.68	67.79	7.20	
58.0	67.65	6.69	67.60	6.98	
58.5	67.73	5.66	67.75	6.19	
59.0	67.83	6.11	67.78	6.61	
59.5	67.71	6.66	67.83	7.14	
60.0	67.81	6.94	67.58	7.10	
60.5	67.62	5.66	67.79	5.94	
61.0	67.76	6.28	67.76	6.48	
61.5	67.79	6.76	67.82	7.18	
62.0	67.78	7.15	67.73	7.41	
62.5	67.63	5.49	67.65	5.81	
63.0	67.75	6.40	67.77	6.49	
63.5	67.79	6.77	67.78	7.09	
64.0	67.81	6.97	67.76	7.28	
64.5	67.62	5.92	67.63	6.03	
65.0	67.77	5.99	67.78	6.59	
65.5	67.82	6.74	67.76	7.20	
66.0	67.76	6.78	67.76	7.45	
66.5	67.60	5.56	67.67	5.74	
67.0	67.77	6.32	67.74	6.32	
67.5	67.76	6.55	67.81	7.00	
68.0	67.81	6.67	67.75	7.31	
68.5	67.61	5.39	67.66	5.98	
69.0	67.79	6.21	67.75	6.46	
69.5	67.74	6.57	67.76	7.07	
70.0	67.83	7.13	67.81	7.32	
70.5	67.61	5.56	67.63	5.89	
71.0	67.76	6.23	67.77	6.37	
71.5	67.76	6.65	67.76	7.17	
72.0	67.82	7.04	67.80	7.65	
72.5	67.60	5.59	67.64	6.05	
73.0	67.79	6.26	67.75	6.42	
73.5	67.76	6.65	67.79	7.02	
74.0	67.81	7.22	67.79	7.22	
74.5	67.60	5.53	67.63	6.00	
75.0	67.77	6.14	67.77	6.19	
75.5	67.77	6.68	67.77	7.12	
76.0	67.81	6.97	67.81	7.49	
76.5	67.61	5.57	67.62	6.10	
77.0	67.78	6.19	67.78	6.39	
77.5	67.75	6.47	67.77	7.13	
78.0	67.81	6.89	67.74	7.44	
78.5	67.61	5.59	67.66	5.88	
79.0	67.78	6.24	67.77	6.32	
