time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	14.02	1.43	15.30	2.12	
0.5	13.64	1.33	14.95	2.04	
1.0	13.73	1.33	14.98	1.99	
1.5	13.69	1.36	14.73	2.09	
2.0	13.62	1.32	14.99	2.08	
2.5	13.65	1.32	14.79	1.96	
3.0	13.66	1.32	14.86	2.07	
3.5	13.88	1.36	15.07	2.04	
4.0	13.81	1.36	15.09	2.08	
4.5	13.54	1.30	14.99	2.10	
5.0	13.83	1.35	14.90	2.06	
5.5	13.64	1.34	14.83	2.01	
6.0	13.59	1.33	14.89	1.93	
6.5	13.62	1.33	14.85	2.02	
7.0	14.24	1.59	15.63	2.37	
7.5	19.01	3.13	21.14	4.17	
8.0	17.75	2.79	19.81	3.56	
8.5	13.88	1.38	14.94	2.10	
9.0	14.53	1.59	15.87	2.35	
9.5	18.66	2.83	20.85	3.79	
10.0	17.86	2.56	19.87	3.49	
10.5	13.80	1.35	14.94	2.04	
11.0	15.14	1.79	16.28	2.56	
11.5	25.37	3.90	25.18	4.21	
12.0	33.63	4.11	35.27	4.75	
12.5	64.35	6.38	69.90	7.13	
13.0	64.27	5.73	62.98	6.35	
13.5	37.38	4.82	38.46	5.36	
14.0	78.51	6.82	74.79	7.33	
14.5	58.14	6.70	59.74	7.22	
15.0	58.25	6.89	58.26	7.26	
15.5	58.26	7.26	58.27	7.76	
16.0	58.07	6.54	58.02	6.99	
16.5	58.39	6.21	58.44	6.75	
17.0	58.25	6.62	58.24	7.10	
17.5	58.26	6.70	58.25	7.01	
18.0	58.16	6.85	58.16	7.18	
18.5	58.21	7.25	58.22	7.65	
19.0	58.38	6.38	58.73	6.56	
19.5	58.11	6.12	57.88	6.67	
20.0	58.25	6.25	58.13	6.83	
20.5	58.27	6.42	58.27	6.96	
21.0	58.22	6.79	58.21	7.27	
21.5	58.81	5.90	58.56	6.84	
22.0	57.68	5.88	57.39	6.61	
22.5	58.27	6.21	58.26	6.74	
23.0	58.26	6.28	58.27	6.80	
23.5	58.15	6.43	58.26	7.28	
24.0	58.14	6.65	51.19	6.27	
24.5	58.33	5.80	57.77	6.07	
25.0	57.88	6.11	61.15	6.64	
25.5	58.28	6.30	58.26	6.46	
26.0	58.14	6.36	58.15	6.91	
26.5	58.24	6.64	58.16	7.09	
27.0	58.39	5.74	58.60	6.04	
27.5	58.19	5.79	57.85	6.51	
28.0	58.15	6.13	58.16	6.57	
28.5	58.28	6.42	58.26	7.04	
29.0	58.28	6.23	58.29	6.94	
29.5	58.26	6.02	58.28	6.00	
30.0	58.14	5.89	58.14	6.59	
30.5	58.27	6.17	58.24	6.55	
31.0	58.25	6.34	58.29	7.06	
31.5	58.24	6.48	57.73	6.69	
32.0	58.20	5.65	58.73	6.29	
32.5	58.26	6.07	58.23	6.69	
