=================
CUDA Devices: 1
=================
000vLE, speed=7
CaQ5, speed=25
0CZR5, speed=26
PArB, speed=29
0P9sB, speed=30
blIH, speed=32
0bkJH, speed=32
oLjN, speed=33
0oKkN, speed=33
0000wAT, speed=34
10vBT, speed=35
000DWbZ, speed=35
1DVcZ, speed=35
000Q72f, speed=35
1Q63f, speed=35
000chTl, speed=34
1cgUl, speed=34
000pHur, speed=34
1pGvr, speed=34
0011sLx, speed=35
21rMx, speed=35
001ESn3, speed=35
2ERo3, speed=35
001R3E9, speed=36
2R2F9, speed=36
001ddfF, speed=36
2dcgF, speed=36
001qE6L, speed=36
2qD7L, speed=36
0022oXR, speed=37
32nYR, speed=37
002FOyX, speed=37
3FNzX, speed=37
002RzPd, speed=37
3RyQd, speed=37
002eZqj, speed=37
3eYrj, speed=38
002rAHp, speed=38
3r9Ip, speed=38
0033kiv, speed=38
43jjv, speed=37
003GLA1, speed=37
4GKB1, speed=37
003Svb7, speed=37
4Suc7, speed=37
003fW2D, speed=36
4fV3D, speed=36
003s6TJ, speed=36
4s5UJ, speed=36
0044guP, speed=36
54fvP, speed=36
004HHLV, speed=36
5HGMV, speed=37
004Trmb, speed=37
5Tqnb, speed=37
004gSDh, speed=37
5gREh, speed=37
004t2en, speed=37
5t1fn, speed=37
106g2q, speed=37
0055d5t, speed=37
65c6t, speed=37
005IDWz, speed=37
6ICXz, speed=36
005Uny5, speed=36
6Umz5, speed=36
005hOPB, speed=36
6hNQB, speed=36
005tyqH, speed=36
6txrH, speed=36
0066ZHN, speed=36
76YIN, speed=35
006J9iT, speed=35
7J8jT, speed=35
006Vk9Z, speed=35
7VjAZ, speed=35
006iKaf, speed=35
7iJbf, speed=35
006uv1l, speed=35
7uu2l, speed=35
0077VSr, speed=35
87UTr, speed=35
007K5tx, speed=34
8K4ux, speed=34
-------------
Pass - 007WgL3
-------------
32447
start time: 23:19:26
