power.draw [W], utilization.gpu [%], utilization.memory [%]
16.65 W, 0 %, 0 %
16.65 W, 0 %, 0 %
16.45 W, 0 %, 0 %
16.65 W, 0 %, 0 %
16.55 W, 0 %, 0 %
16.55 W, 0 %, 0 %
16.55 W, 0 %, 0 %
16.45 W, 0 %, 0 %
16.55 W, 0 %, 0 %
16.55 W, 0 %, 0 %
16.55 W, 0 %, 0 %
16.56 W, 0 %, 0 %
16.45 W, 0 %, 0 %
16.65 W, 0 %, 0 %
16.45 W, 0 %, 0 %
16.65 W, 0 %, 0 %
16.45 W, 0 %, 0 %
16.65 W, 0 %, 0 %
16.45 W, 0 %, 0 %
16.65 W, 0 %, 0 %
16.55 W, 0 %, 0 %
16.65 W, 0 %, 0 %
16.45 W, 0 %, 0 %
16.55 W, 0 %, 0 %
16.55 W, 0 %, 0 %
16.65 W, 0 %, 0 %
16.55 W, 0 %, 0 %
16.65 W, 0 %, 0 %
43.84 W, 0 %, 0 %
43.84 W, 0 %, 0 %
57.96 W, 0 %, 0 %
60.08 W, 0 %, 0 %
60.08 W, 5 %, 0 %
60.85 W, 5 %, 0 %
60.95 W, 5 %, 0 %
60.95 W, 5 %, 0 %
99.42 W, 5 %, 0 %
99.42 W, 5 %, 0 %
110.01 W, 5 %, 0 %
106.90 W, 5 %, 0 %
106.90 W, 5 %, 0 %
105.94 W, 5 %, 0 %
105.94 W, 5 %, 0 %
109.15 W, 5 %, 0 %
107.39 W, 5 %, 0 %
107.39 W, 5 %, 0 %
109.34 W, 92 %, 15 %
109.34 W, 92 %, 15 %
107.71 W, 92 %, 15 %
110.97 W, 92 %, 15 %
110.97 W, 92 %, 15 %
108.63 W, 92 %, 15 %
108.63 W, 92 %, 15 %
111.37 W, 92 %, 15 %
109.49 W, 92 %, 15 %
109.49 W, 92 %, 15 %
112.71 W, 92 %, 15 %
112.71 W, 92 %, 15 %
110.22 W, 92 %, 15 %
112.99 W, 92 %, 15 %
112.99 W, 100 %, 19 %
109.88 W, 100 %, 19 %
109.88 W, 100 %, 19 %
110.93 W, 100 %, 19 %
111.55 W, 100 %, 19 %
111.55 W, 100 %, 19 %
110.06 W, 100 %, 19 %
110.06 W, 100 %, 19 %
112.51 W, 100 %, 19 %
110.16 W, 100 %, 19 %
110.16 W, 100 %, 19 %
113.09 W, 100 %, 19 %
113.09 W, 100 %, 19 %
110.16 W, 100 %, 19 %
113.28 W, 100 %, 19 %
113.28 W, 100 %, 19 %
111.31 W, 100 %, 19 %
111.31 W, 100 %, 19 %
110.64 W, 100 %, 19 %
110.93 W, 100 %, 19 %
110.93 W, 100 %, 19 %
110.74 W, 100 %, 19 %
110.74 W, 100 %, 19 %
112.28 W, 100 %, 19 %
109.48 W, 100 %, 19 %
109.48 W, 100 %, 19 %
112.18 W, 100 %, 19 %
112.18 W, 100 %, 19 %
111.31 W, 100 %, 19 %
112.95 W, 100 %, 19 %
112.95 W, 100 %, 19 %
113.22 W, 100 %, 19 %
113.22 W, 100 %, 19 %
111.12 W, 100 %, 19 %
113.70 W, 100 %, 19 %
113.70 W, 100 %, 19 %
111.02 W, 100 %, 19 %
111.02 W, 100 %, 19 %
111.49 W, 100 %, 19 %
113.51 W, 100 %, 19 %
113.51 W, 100 %, 19 %
110.44 W, 100 %, 19 %
110.44 W, 100 %, 19 %
112.38 W, 100 %, 19 %
109.87 W, 100 %, 19 %
109.87 W, 100 %, 19 %
112.09 W, 100 %, 19 %
112.09 W, 100 %, 19 %
112.93 W, 100 %, 19 %
111.80 W, 100 %, 19 %
111.80 W, 100 %, 19 %
114.23 W, 100 %, 19 %
114.23 W, 100 %, 19 %
111.02 W, 100 %, 19 %
113.75 W, 100 %, 19 %
113.75 W, 100 %, 19 %
113.99 W, 100 %, 19 %
113.99 W, 100 %, 19 %
110.73 W, 100 %, 19 %
115.10 W, 100 %, 19 %
115.10 W, 100 %, 19 %
113.61 W, 100 %, 19 %
113.61 W, 100 %, 19 %
112.09 W, 100 %, 19 %
115.28 W, 100 %, 19 %
115.28 W, 100 %, 19 %
111.12 W, 100 %, 19 %
111.12 W, 100 %, 19 %
112.67 W, 100 %, 19 %
115.86 W, 100 %, 19 %
115.86 W, 100 %, 18 %
112.27 W, 100 %, 18 %
112.27 W, 100 %, 18 %
112.07 W, 100 %, 18 %
110.53 W, 100 %, 18 %
110.53 W, 100 %, 18 %
112.56 W, 100 %, 18 %
112.56 W, 100 %, 18 %
112.76 W, 100 %, 18 %
109.77 W, 100 %, 18 %
109.77 W, 100 %, 18 %
111.31 W, 100 %, 18 %
111.31 W, 100 %, 18 %
114.18 W, 100 %, 18 %
111.61 W, 100 %, 19 %
111.61 W, 100 %, 19 %
115.19 W, 100 %, 19 %
115.19 W, 100 %, 19 %
112.47 W, 100 %, 19 %
112.67 W, 100 %, 19 %
112.67 W, 100 %, 19 %
113.70 W, 100 %, 19 %
113.70 W, 100 %, 19 %
111.02 W, 100 %, 19 %
115.00 W, 100 %, 19 %
115.00 W, 100 %, 19 %
109.96 W, 100 %, 19 %
109.96 W, 100 %, 18 %
111.51 W, 100 %, 18 %
114.42 W, 100 %, 18 %
114.42 W, 100 %, 18 %
111.50 W, 100 %, 18 %
111.50 W, 100 %, 18 %
113.32 W, 100 %, 18 %
115.34 W, 100 %, 18 %
115.34 W, 100 %, 18 %
111.90 W, 100 %, 18 %
111.90 W, 100 %, 18 %
112.28 W, 100 %, 18 %
111.69 W, 100 %, 18 %
111.69 W, 100 %, 18 %
111.89 W, 100 %, 19 %
111.89 W, 100 %, 19 %
114.62 W, 100 %, 19 %
111.13 W, 100 %, 19 %
111.13 W, 100 %, 19 %
111.90 W, 100 %, 19 %
111.90 W, 100 %, 19 %
114.76 W, 100 %, 19 %
111.90 W, 100 %, 19 %
111.90 W, 100 %, 19 %
113.24 W, 100 %, 19 %
113.24 W, 100 %, 19 %
114.86 W, 100 %, 19 %
111.02 W, 100 %, 19 %
111.02 W, 100 %, 18 %
113.43 W, 100 %, 18 %
113.43 W, 100 %, 18 %
114.71 W, 100 %, 18 %
112.55 W, 100 %, 18 %
112.55 W, 100 %, 18 %
115.00 W, 100 %, 18 %
115.00 W, 100 %, 18 %
114.95 W, 100 %, 18 %
112.67 W, 100 %, 18 %
112.67 W, 100 %, 18 %
115.67 W, 100 %, 18 %
115.67 W, 100 %, 18 %
114.04 W, 100 %, 18 %
114.38 W, 100 %, 18 %
114.38 W, 100 %, 18 %
115.67 W, 100 %, 18 %
115.67 W, 100 %, 18 %
113.94 W, 100 %, 18 %
114.09 W, 100 %, 18 %
114.09 W, 100 %, 18 %
115.96 W, 100 %, 18 %
115.96 W, 100 %, 18 %
115.95 W, 100 %, 18 %
113.89 W, 100 %, 18 %
113.89 W, 100 %, 18 %
115.58 W, 100 %, 18 %
115.58 W, 100 %, 18 %
116.15 W, 100 %, 18 %
113.99 W, 100 %, 18 %
113.99 W, 100 %, 18 %
114.81 W, 100 %, 18 %
114.81 W, 100 %, 18 %
115.39 W, 100 %, 18 %
112.47 W, 100 %, 18 %
112.47 W, 100 %, 18 %
113.85 W, 100 %, 18 %
113.85 W, 100 %, 18 %
115.66 W, 100 %, 18 %
113.18 W, 100 %, 18 %
113.18 W, 100 %, 18 %
113.99 W, 100 %, 18 %
113.99 W, 100 %, 18 %
115.86 W, 100 %, 18 %
114.38 W, 100 %, 18 %
114.38 W, 100 %, 18 %
113.37 W, 100 %, 18 %
113.37 W, 100 %, 18 %
114.52 W, 100 %, 18 %
113.66 W, 100 %, 18 %
113.66 W, 100 %, 18 %
112.74 W, 100 %, 18 %
112.74 W, 100 %, 18 %
114.38 W, 100 %, 18 %
116.15 W, 100 %, 18 %
116.15 W, 100 %, 18 %
112.38 W, 100 %, 19 %
112.38 W, 100 %, 19 %
113.03 W, 100 %, 19 %
116.05 W, 100 %, 19 %
116.05 W, 100 %, 19 %
112.55 W, 100 %, 19 %
112.55 W, 100 %, 19 %
113.24 W, 100 %, 19 %
114.62 W, 100 %, 19 %
114.62 W, 100 %, 19 %
114.28 W, 100 %, 19 %
114.28 W, 100 %, 19 %
113.61 W, 100 %, 19 %
115.76 W, 100 %, 19 %
115.76 W, 100 %, 18 %
115.19 W, 100 %, 18 %
115.19 W, 100 %, 18 %
112.57 W, 100 %, 18 %
116.06 W, 100 %, 18 %
116.06 W, 100 %, 18 %
117.40 W, 100 %, 18 %
117.40 W, 100 %, 18 %
116.24 W, 100 %, 18 %
114.62 W, 100 %, 18 %
114.62 W, 100 %, 18 %
115.95 W, 100 %, 18 %
115.95 W, 100 %, 18 %
116.24 W, 100 %, 18 %
114.81 W, 100 %, 18 %
114.81 W, 100 %, 18 %
115.00 W, 100 %, 18 %
115.00 W, 100 %, 18 %
116.72 W, 100 %, 18 %
113.82 W, 100 %, 18 %
113.82 W, 100 %, 18 %
115.10 W, 100 %, 18 %
115.10 W, 100 %, 18 %
116.91 W, 100 %, 18 %
113.42 W, 100 %, 18 %
113.42 W, 100 %, 18 %
114.28 W, 100 %, 18 %
114.28 W, 100 %, 18 %
116.39 W, 100 %, 19 %
113.61 W, 100 %, 19 %
113.61 W, 100 %, 19 %
112.65 W, 100 %, 19 %
112.65 W, 100 %, 19 %
114.09 W, 100 %, 19 %
114.04 W, 100 %, 19 %
114.04 W, 100 %, 19 %
112.61 W, 100 %, 19 %
112.61 W, 100 %, 19 %
114.81 W, 100 %, 19 %
116.35 W, 100 %, 19 %
116.35 W, 100 %, 19 %
112.84 W, 100 %, 19 %
112.84 W, 100 %, 18 %
