power.draw [W], utilization.gpu [%], utilization.memory [%]
60.37 W, 0 %, 0 %
60.18 W, 0 %, 0 %
60.30 W, 0 %, 0 %
60.30 W, 0 %, 0 %
60.11 W, 0 %, 0 %
60.21 W, 0 %, 0 %
60.21 W, 0 %, 0 %
60.11 W, 0 %, 0 %
60.21 W, 0 %, 0 %
60.21 W, 0 %, 0 %
60.01 W, 0 %, 0 %
60.11 W, 0 %, 0 %
60.11 W, 0 %, 0 %
60.08 W, 0 %, 0 %
60.18 W, 0 %, 0 %
60.21 W, 0 %, 0 %
60.21 W, 0 %, 0 %
60.27 W, 0 %, 0 %
61.14 W, 0 %, 0 %
61.14 W, 0 %, 0 %
61.62 W, 0 %, 0 %
61.14 W, 0 %, 0 %
61.14 W, 0 %, 0 %
67.40 W, 0 %, 0 %
67.40 W, 7 %, 2 %
61.33 W, 7 %, 2 %
60.75 W, 7 %, 2 %
60.75 W, 7 %, 2 %
60.30 W, 7 %, 2 %
60.30 W, 7 %, 2 %
101.88 W, 7 %, 2 %
111.44 W, 7 %, 2 %
113.62 W, 7 %, 2 %
114.19 W, 7 %, 2 %
114.19 W, 7 %, 2 %
114.29 W, 7 %, 2 %
114.21 W, 64 %, 0 %
114.50 W, 64 %, 0 %
114.40 W, 64 %, 0 %
114.40 W, 64 %, 0 %
114.50 W, 64 %, 0 %
114.50 W, 64 %, 0 %
114.50 W, 64 %, 0 %
114.40 W, 64 %, 0 %
114.60 W, 64 %, 0 %
114.75 W, 64 %, 0 %
114.75 W, 100 %, 0 %
114.69 W, 100 %, 0 %
114.89 W, 100 %, 0 %
114.89 W, 100 %, 0 %
114.89 W, 100 %, 0 %
114.79 W, 100 %, 0 %
114.79 W, 100 %, 0 %
114.98 W, 100 %, 0 %
114.98 W, 100 %, 0 %
114.89 W, 100 %, 0 %
114.85 W, 100 %, 0 %
114.85 W, 100 %, 0 %
114.94 W, 100 %, 0 %
114.94 W, 100 %, 0 %
114.98 W, 100 %, 0 %
114.98 W, 100 %, 0 %
