power.draw [W], utilization.gpu [%], utilization.memory [%]
55.97 W, 0 %, 0 %
56.05 W, 0 %, 0 %
55.97 W, 0 %, 0 %
55.97 W, 0 %, 0 %
55.87 W, 0 %, 0 %
55.86 W, 0 %, 0 %
55.87 W, 0 %, 0 %
55.93 W, 0 %, 0 %
55.97 W, 0 %, 0 %
55.96 W, 0 %, 0 %
56.06 W, 0 %, 0 %
55.87 W, 0 %, 0 %
56.06 W, 0 %, 0 %
55.76 W, 0 %, 0 %
55.97 W, 0 %, 0 %
55.97 W, 0 %, 0 %
55.87 W, 0 %, 0 %
55.96 W, 0 %, 0 %
55.87 W, 0 %, 0 %
55.97 W, 0 %, 0 %
55.87 W, 0 %, 0 %
55.97 W, 0 %, 0 %
55.97 W, 0 %, 0 %
55.87 W, 0 %, 0 %
55.97 W, 0 %, 0 %
55.87 W, 0 %, 0 %
56.06 W, 0 %, 0 %
55.87 W, 0 %, 0 %
55.97 W, 0 %, 0 %
55.97 W, 0 %, 0 %
55.87 W, 0 %, 0 %
55.97 W, 0 %, 0 %
55.87 W, 0 %, 0 %
56.74 W, 0 %, 0 %
57.11 W, 0 %, 0 %
57.22 W, 0 %, 0 %
57.32 W, 1 %, 0 %
56.53 W, 1 %, 0 %
56.83 W, 1 %, 0 %
57.09 W, 1 %, 0 %
57.76 W, 1 %, 0 %
70.64 W, 1 %, 0 %
63.35 W, 1 %, 0 %
62.00 W, 1 %, 0 %
59.21 W, 53 %, 2 %
57.57 W, 53 %, 2 %
57.38 W, 53 %, 2 %
64.67 W, 53 %, 2 %
66.69 W, 53 %, 2 %
64.48 W, 53 %, 2 %
61.43 W, 53 %, 2 %
58.25 W, 53 %, 2 %
57.57 W, 81 %, 3 %
59.98 W, 81 %, 3 %
69.39 W, 81 %, 3 %
63.83 W, 81 %, 3 %
61.24 W, 81 %, 3 %
59.21 W, 81 %, 3 %
57.57 W, 81 %, 3 %
57.48 W, 81 %, 3 %
64.03 W, 81 %, 3 %
66.79 W, 75 %, 2 %
64.89 W, 75 %, 2 %
61.24 W, 75 %, 2 %
58.54 W, 75 %, 2 %
57.48 W, 75 %, 2 %
60.08 W, 75 %, 2 %
68.52 W, 75 %, 2 %
63.35 W, 75 %, 2 %
61.24 W, 88 %, 3 %
59.01 W, 88 %, 3 %
57.79 W, 88 %, 3 %
57.38 W, 88 %, 3 %
64.48 W, 88 %, 3 %
66.50 W, 88 %, 3 %
64.99 W, 88 %, 3 %
61.23 W, 88 %, 3 %
58.25 W, 80 %, 3 %
57.67 W, 80 %, 3 %
61.71 W, 80 %, 3 %
68.42 W, 80 %, 3 %
63.64 W, 80 %, 3 %
61.71 W, 80 %, 3 %
58.73 W, 80 %, 3 %
57.67 W, 80 %, 3 %
58.34 W, 80 %, 3 %
70.54 W, 78 %, 2 %
63.06 W, 78 %, 2 %
62.29 W, 78 %, 2 %
59.31 W, 78 %, 2 %
57.86 W, 78 %, 2 %
56.64 W, 78 %, 2 %
56.51 W, 78 %, 2 %
56.51 W, 78 %, 2 %
64.57 W, 60 %, 2 %
66.05 W, 60 %, 2 %
64.70 W, 60 %, 2 %
61.04 W, 60 %, 2 %
