power.draw [W], utilization.gpu [%], utilization.memory [%]
60.95 W, 0 %, 0 %
60.75 W, 0 %, 0 %
60.75 W, 0 %, 0 %
60.66 W, 0 %, 0 %
60.78 W, 0 %, 0 %
60.78 W, 0 %, 0 %
60.78 W, 0 %, 0 %
60.78 W, 0 %, 0 %
60.78 W, 0 %, 0 %
60.75 W, 0 %, 0 %
60.75 W, 0 %, 0 %
60.66 W, 0 %, 0 %
60.66 W, 0 %, 0 %
60.75 W, 0 %, 0 %
60.88 W, 0 %, 0 %
61.72 W, 0 %, 0 %
61.72 W, 0 %, 0 %
62.10 W, 0 %, 0 %
62.10 W, 0 %, 0 %
92.76 W, 0 %, 0 %
113.94 W, 0 %, 0 %
113.94 W, 0 %, 0 %
119.82 W, 0 %, 0 %
120.79 W, 33 %, 11 %
121.42 W, 33 %, 11 %
121.41 W, 33 %, 11 %
121.22 W, 33 %, 11 %
121.75 W, 33 %, 11 %
121.21 W, 33 %, 11 %
121.22 W, 33 %, 11 %
121.21 W, 33 %, 11 %
121.22 W, 100 %, 34 %
120.75 W, 100 %, 34 %
121.28 W, 100 %, 34 %
121.41 W, 100 %, 34 %
120.89 W, 100 %, 34 %
121.75 W, 100 %, 34 %
121.75 W, 100 %, 34 %
121.03 W, 100 %, 34 %
121.51 W, 100 %, 34 %
121.22 W, 100 %, 34 %
121.21 W, 100 %, 34 %
121.55 W, 100 %, 34 %
120.93 W, 100 %, 34 %
121.90 W, 100 %, 34 %
121.98 W, 100 %, 34 %
121.42 W, 100 %, 34 %
121.69 W, 100 %, 34 %
120.75 W, 100 %, 34 %
121.22 W, 100 %, 34 %
120.75 W, 100 %, 34 %
121.61 W, 100 %, 34 %
121.60 W, 100 %, 34 %
121.84 W, 100 %, 34 %
122.19 W, 100 %, 34 %
121.89 W, 100 %, 34 %
121.66 W, 100 %, 34 %
120.84 W, 100 %, 34 %
120.94 W, 100 %, 34 %
122.03 W, 100 %, 34 %
121.50 W, 100 %, 34 %
121.46 W, 100 %, 34 %
121.31 W, 100 %, 34 %
120.94 W, 100 %, 34 %
121.71 W, 100 %, 34 %
121.03 W, 100 %, 34 %
121.32 W, 100 %, 34 %
122.18 W, 100 %, 34 %
121.80 W, 100 %, 34 %
122.18 W, 100 %, 34 %
122.04 W, 100 %, 34 %
121.66 W, 100 %, 34 %
122.08 W, 100 %, 34 %
121.22 W, 100 %, 34 %
121.51 W, 100 %, 34 %
121.71 W, 100 %, 34 %
121.31 W, 100 %, 34 %
120.75 W, 100 %, 34 %
121.42 W, 100 %, 34 %
121.71 W, 100 %, 34 %
121.13 W, 100 %, 34 %
121.13 W, 100 %, 34 %
121.75 W, 100 %, 34 %
121.75 W, 100 %, 34 %
121.61 W, 100 %, 34 %
121.51 W, 100 %, 34 %
121.32 W, 100 %, 34 %
121.22 W, 100 %, 34 %
121.90 W, 100 %, 34 %
121.66 W, 100 %, 34 %
121.51 W, 100 %, 34 %
121.22 W, 100 %, 34 %
121.43 W, 100 %, 34 %
121.84 W, 100 %, 34 %
121.32 W, 100 %, 34 %
121.41 W, 100 %, 34 %
121.98 W, 100 %, 34 %
121.22 W, 100 %, 34 %
121.41 W, 100 %, 34 %
121.02 W, 100 %, 34 %
121.69 W, 100 %, 34 %
121.62 W, 100 %, 34 %
121.22 W, 100 %, 34 %
121.66 W, 100 %, 34 %
121.17 W, 100 %, 34 %
121.80 W, 100 %, 34 %
121.62 W, 100 %, 34 %
121.33 W, 100 %, 34 %
121.31 W, 100 %, 34 %
121.32 W, 100 %, 34 %
122.32 W, 100 %, 34 %
121.22 W, 100 %, 34 %
121.76 W, 100 %, 34 %
121.99 W, 100 %, 34 %
120.94 W, 100 %, 34 %
