power.draw [W], utilization.gpu [%], utilization.memory [%]
56.64 W, 0 %, 0 %
56.63 W, 0 %, 0 %
56.45 W, 0 %, 0 %
56.53 W, 0 %, 0 %
56.53 W, 0 %, 0 %
56.45 W, 0 %, 0 %
56.42 W, 0 %, 0 %
56.44 W, 0 %, 0 %
56.41 W, 0 %, 0 %
56.53 W, 0 %, 0 %
56.41 W, 0 %, 0 %
56.44 W, 0 %, 0 %
56.42 W, 0 %, 0 %
56.42 W, 0 %, 0 %
56.32 W, 0 %, 0 %
56.54 W, 0 %, 0 %
56.32 W, 0 %, 0 %
56.45 W, 0 %, 0 %
56.44 W, 0 %, 0 %
56.35 W, 0 %, 0 %
56.54 W, 0 %, 0 %
56.45 W, 0 %, 0 %
56.45 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.45 W, 0 %, 0 %
56.54 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.54 W, 0 %, 0 %
56.54 W, 0 %, 0 %
56.53 W, 0 %, 0 %
56.45 W, 0 %, 0 %
56.53 W, 0 %, 0 %
57.41 W, 0 %, 0 %
57.69 W, 0 %, 0 %
57.90 W, 0 %, 0 %
57.76 W, 0 %, 0 %
57.19 W, 0 %, 0 %
57.38 W, 0 %, 0 %
57.70 W, 0 %, 0 %
57.76 W, 0 %, 0 %
77.24 W, 0 %, 0 %
63.26 W, 0 %, 0 %
59.50 W, 40 %, 2 %
58.34 W, 40 %, 2 %
58.15 W, 40 %, 2 %
74.68 W, 40 %, 2 %
62.77 W, 40 %, 2 %
59.12 W, 40 %, 2 %
58.25 W, 40 %, 2 %
59.89 W, 40 %, 2 %
73.04 W, 75 %, 3 %
62.39 W, 75 %, 3 %
59.12 W, 75 %, 3 %
58.15 W, 75 %, 3 %
62.48 W, 75 %, 3 %
71.50 W, 75 %, 3 %
61.91 W, 75 %, 3 %
58.83 W, 75 %, 3 %
58.05 W, 79 %, 3 %
62.97 W, 79 %, 3 %
71.12 W, 79 %, 3 %
61.52 W, 79 %, 3 %
58.92 W, 79 %, 3 %
58.05 W, 79 %, 3 %
62.68 W, 79 %, 3 %
70.92 W, 79 %, 3 %
61.62 W, 79 %, 3 %
59.02 W, 80 %, 4 %
58.05 W, 80 %, 4 %
65.34 W, 80 %, 4 %
67.08 W, 80 %, 4 %
60.94 W, 80 %, 4 %
58.73 W, 80 %, 4 %
58.15 W, 80 %, 4 %
63.26 W, 80 %, 4 %
70.73 W, 73 %, 3 %
61.72 W, 73 %, 3 %
58.83 W, 73 %, 3 %
58.15 W, 73 %, 3 %
61.62 W, 73 %, 3 %
71.22 W, 73 %, 3 %
61.91 W, 73 %, 3 %
58.83 W, 73 %, 3 %
58.15 W, 73 %, 3 %
62.10 W, 77 %, 3 %
71.50 W, 77 %, 3 %
61.81 W, 77 %, 3 %
58.83 W, 77 %, 3 %
58.15 W, 77 %, 3 %
58.15 W, 77 %, 3 %
74.20 W, 77 %, 3 %
62.48 W, 77 %, 3 %
58.63 W, 79 %, 3 %
57.28 W, 79 %, 3 %
57.09 W, 79 %, 3 %
56.92 W, 79 %, 3 %
57.00 W, 79 %, 3 %
57.09 W, 79 %, 3 %
57.86 W, 79 %, 3 %
74.20 W, 79 %, 3 %
62.77 W, 39 %, 2 %
59.02 W, 39 %, 2 %
58.25 W, 39 %, 2 %
59.98 W, 39 %, 2 %
73.04 W, 39 %, 2 %
62.58 W, 39 %, 2 %
59.01 W, 39 %, 2 %
58.25 W, 39 %, 2 %
62.19 W, 39 %, 2 %
71.50 W, 76 %, 3 %
62.10 W, 76 %, 3 %
59.02 W, 76 %, 3 %
58.15 W, 76 %, 3 %
63.54 W, 76 %, 3 %
69.96 W, 76 %, 3 %
61.71 W, 76 %, 3 %
58.82 W, 76 %, 3 %
57.96 W, 81 %, 4 %
63.26 W, 81 %, 4 %
70.16 W, 81 %, 4 %
61.72 W, 81 %, 4 %
58.92 W, 81 %, 4 %
57.95 W, 81 %, 4 %
57.19 W, 81 %, 4 %
57.19 W, 81 %, 4 %
66.89 W, 58 %, 2 %
65.18 W, 58 %, 2 %
60.75 W, 58 %, 2 %
58.54 W, 58 %, 2 %
58.15 W, 58 %, 2 %
63.35 W, 58 %, 2 %
69.29 W, 58 %, 2 %
61.81 W, 58 %, 2 %
58.73 W, 58 %, 2 %
58.15 W, 77 %, 4 %
62.97 W, 77 %, 4 %
