power.draw [W], utilization.gpu [%], utilization.memory [%]
58.47 W, 0 %, 0 %
59.92 W, 0 %, 0 %
59.92 W, 0 %, 0 %
60.27 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.49 W, 0 %, 0 %
60.49 W, 0 %, 0 %
60.40 W, 0 %, 0 %
60.49 W, 0 %, 0 %
60.49 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.27 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.37 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.37 W, 0 %, 0 %
60.37 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.37 W, 0 %, 0 %
60.37 W, 0 %, 0 %
60.27 W, 0 %, 0 %
60.27 W, 0 %, 0 %
60.37 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.40 W, 0 %, 0 %
60.40 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.40 W, 0 %, 0 %
60.40 W, 0 %, 0 %
60.37 W, 0 %, 0 %
60.37 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.49 W, 0 %, 0 %
60.49 W, 0 %, 0 %
60.59 W, 0 %, 0 %
60.49 W, 0 %, 0 %
60.49 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.47 W, 0 %, 0 %
60.40 W, 0 %, 0 %
60.56 W, 0 %, 0 %
60.40 W, 0 %, 0 %
60.56 W, 0 %, 0 %
60.56 W, 0 %, 0 %
60.59 W, 0 %, 0 %
60.37 W, 0 %, 0 %
60.37 W, 0 %, 0 %
60.59 W, 0 %, 0 %
64.90 W, 0 %, 0 %
74.20 W, 0 %, 0 %
74.20 W, 0 %, 0 %
78.72 W, 0 %, 0 %
78.92 W, 0 %, 0 %
78.92 W, 0 %, 0 %
177.08 W, 0 %, 0 %
177.08 W, 0 %, 0 %
194.68 W, 0 %, 0 %
199.65 W, 0 %, 0 %
199.65 W, 0 %, 0 %
201.31 W, 45 %, 0 %
201.31 W, 45 %, 0 %
200.96 W, 45 %, 0 %
199.62 W, 45 %, 0 %
199.62 W, 45 %, 0 %
197.84 W, 45 %, 0 %
197.84 W, 45 %, 0 %
198.07 W, 45 %, 0 %
201.88 W, 45 %, 0 %
201.88 W, 45 %, 0 %
202.68 W, 45 %, 0 %
202.68 W, 45 %, 0 %
202.47 W, 45 %, 0 %
200.05 W, 45 %, 0 %
200.05 W, 99 %, 0 %
200.80 W, 99 %, 0 %
200.80 W, 99 %, 0 %
198.89 W, 99 %, 0 %
199.70 W, 99 %, 0 %
199.70 W, 99 %, 0 %
200.90 W, 99 %, 0 %
200.90 W, 99 %, 0 %
202.43 W, 99 %, 0 %
199.83 W, 99 %, 0 %
199.83 W, 99 %, 0 %
199.64 W, 99 %, 0 %
199.64 W, 99 %, 0 %
198.57 W, 99 %, 0 %
202.98 W, 100 %, 0 %
202.98 W, 100 %, 0 %
204.22 W, 100 %, 0 %
204.22 W, 100 %, 0 %
203.41 W, 100 %, 0 %
200.29 W, 100 %, 0 %
200.29 W, 100 %, 0 %
200.27 W, 100 %, 0 %
200.27 W, 100 %, 0 %
199.83 W, 100 %, 0 %
202.39 W, 100 %, 0 %
202.39 W, 100 %, 0 %
204.19 W, 100 %, 0 %
204.19 W, 100 %, 0 %
204.09 W, 100 %, 0 %
202.99 W, 100 %, 0 %
202.99 W, 100 %, 0 %
202.05 W, 100 %, 0 %
202.05 W, 100 %, 0 %
202.18 W, 100 %, 0 %
201.91 W, 100 %, 0 %
201.91 W, 100 %, 0 %
203.84 W, 100 %, 0 %
203.84 W, 100 %, 0 %
204.57 W, 100 %, 0 %
202.49 W, 100 %, 0 %
202.49 W, 100 %, 0 %
201.85 W, 100 %, 0 %
201.85 W, 100 %, 0 %
201.71 W, 100 %, 0 %
201.46 W, 100 %, 0 %
201.46 W, 100 %, 0 %
202.35 W, 100 %, 0 %
202.35 W, 100 %, 0 %
201.29 W, 100 %, 0 %
202.47 W, 100 %, 0 %
202.47 W, 100 %, 0 %
201.76 W, 100 %, 0 %
201.76 W, 100 %, 0 %
200.45 W, 100 %, 0 %
200.40 W, 100 %, 0 %
200.40 W, 100 %, 0 %
199.94 W, 100 %, 0 %
199.94 W, 100 %, 0 %
199.49 W, 100 %, 0 %
202.28 W, 100 %, 0 %
202.28 W, 100 %, 0 %
202.85 W, 100 %, 0 %
202.85 W, 100 %, 0 %
202.80 W, 100 %, 0 %
199.21 W, 100 %, 0 %
199.21 W, 100 %, 0 %
201.94 W, 100 %, 0 %
201.94 W, 100 %, 0 %
200.67 W, 100 %, 0 %
203.33 W, 100 %, 0 %
203.33 W, 100 %, 0 %
203.75 W, 100 %, 0 %
203.75 W, 100 %, 0 %
204.04 W, 100 %, 0 %
199.40 W, 100 %, 0 %
199.40 W, 100 %, 0 %
200.46 W, 100 %, 0 %
200.46 W, 100 %, 0 %
201.53 W, 100 %, 0 %
202.82 W, 100 %, 0 %
202.82 W, 100 %, 0 %
201.67 W, 100 %, 0 %
201.67 W, 100 %, 0 %
201.45 W, 100 %, 0 %
199.27 W, 100 %, 0 %
199.27 W, 100 %, 0 %
199.99 W, 100 %, 0 %
199.99 W, 100 %, 0 %
201.44 W, 100 %, 0 %
202.73 W, 100 %, 0 %
202.73 W, 100 %, 0 %
203.84 W, 100 %, 0 %
203.84 W, 100 %, 0 %
204.57 W, 100 %, 0 %
201.12 W, 100 %, 0 %
201.12 W, 100 %, 0 %
200.18 W, 100 %, 0 %
200.18 W, 100 %, 0 %
200.53 W, 100 %, 0 %
202.15 W, 100 %, 0 %
202.15 W, 100 %, 0 %
203.81 W, 100 %, 0 %
203.81 W, 100 %, 0 %
204.95 W, 100 %, 0 %
203.09 W, 100 %, 0 %
203.09 W, 100 %, 0 %
202.99 W, 100 %, 0 %
202.99 W, 100 %, 0 %
202.66 W, 100 %, 0 %
201.39 W, 100 %, 0 %
201.39 W, 100 %, 0 %
203.21 W, 100 %, 0 %
203.21 W, 100 %, 0 %
204.44 W, 100 %, 0 %
202.18 W, 100 %, 0 %
202.18 W, 100 %, 0 %
201.50 W, 100 %, 0 %
201.50 W, 100 %, 0 %
200.18 W, 100 %, 0 %
201.33 W, 100 %, 0 %
201.33 W, 100 %, 0 %
202.94 W, 100 %, 0 %
202.94 W, 100 %, 0 %
203.97 W, 100 %, 0 %
202.82 W, 100 %, 0 %
202.82 W, 100 %, 0 %
202.30 W, 100 %, 0 %
202.30 W, 100 %, 0 %
200.45 W, 100 %, 0 %
200.50 W, 100 %, 0 %
200.50 W, 100 %, 0 %
199.85 W, 100 %, 0 %
199.85 W, 100 %, 0 %
199.54 W, 100 %, 0 %
202.44 W, 100 %, 0 %
202.44 W, 100 %, 0 %
202.20 W, 100 %, 0 %
202.20 W, 100 %, 0 %
201.04 W, 100 %, 0 %
199.70 W, 100 %, 0 %
199.70 W, 100 %, 0 %
202.39 W, 100 %, 0 %
202.39 W, 100 %, 0 %
200.64 W, 100 %, 0 %
202.66 W, 100 %, 0 %
202.66 W, 100 %, 0 %
202.66 W, 100 %, 0 %
202.66 W, 100 %, 0 %
201.56 W, 100 %, 0 %
199.73 W, 100 %, 0 %
199.73 W, 100 %, 0 %
201.46 W, 100 %, 0 %
201.46 W, 100 %, 0 %
202.58 W, 100 %, 0 %
204.13 W, 100 %, 0 %
204.13 W, 100 %, 0 %
205.15 W, 100 %, 0 %
205.15 W, 100 %, 0 %
204.71 W, 100 %, 0 %
199.85 W, 100 %, 0 %
199.85 W, 100 %, 0 %
200.34 W, 100 %, 0 %
200.34 W, 100 %, 0 %
202.62 W, 100 %, 0 %
203.47 W, 100 %, 0 %
203.47 W, 100 %, 0 %
203.75 W, 100 %, 0 %
203.75 W, 100 %, 0 %
204.30 W, 100 %, 0 %
199.56 W, 100 %, 0 %
199.56 W, 100 %, 0 %
199.79 W, 100 %, 0 %
199.79 W, 100 %, 0 %
202.63 W, 100 %, 0 %
202.04 W, 100 %, 0 %
202.04 W, 100 %, 0 %
204.07 W, 100 %, 0 %
204.07 W, 100 %, 0 %
204.86 W, 100 %, 0 %
203.50 W, 100 %, 0 %
203.50 W, 100 %, 0 %
202.47 W, 100 %, 0 %
202.47 W, 100 %, 0 %
202.76 W, 100 %, 0 %
204.88 W, 100 %, 0 %
204.88 W, 100 %, 0 %
202.98 W, 100 %, 0 %
202.98 W, 100 %, 0 %
205.34 W, 100 %, 0 %
202.39 W, 100 %, 0 %
202.39 W, 100 %, 0 %
201.59 W, 100 %, 0 %
201.59 W, 100 %, 0 %
201.07 W, 100 %, 0 %
201.93 W, 100 %, 0 %
201.93 W, 100 %, 0 %
203.63 W, 100 %, 0 %
203.63 W, 100 %, 0 %
204.70 W, 100 %, 0 %
202.66 W, 100 %, 0 %
202.66 W, 100 %, 0 %
201.78 W, 100 %, 0 %
201.78 W, 100 %, 0 %
200.37 W, 100 %, 0 %
202.38 W, 100 %, 0 %
202.38 W, 100 %, 0 %
200.45 W, 100 %, 0 %
202.58 W, 100 %, 0 %
202.37 W, 100 %, 0 %
206.84 W, 100 %, 0 %
209.63 W, 100 %, 0 %
209.63 W, 100 %, 0 %
207.35 W, 100 %, 0 %
207.35 W, 100 %, 0 %
209.09 W, 100 %, 0 %
205.43 W, 100 %, 0 %
205.43 W, 100 %, 0 %
203.89 W, 100 %, 0 %
203.89 W, 100 %, 0 %
204.92 W, 100 %, 0 %
208.93 W, 100 %, 0 %
208.93 W, 100 %, 0 %
207.88 W, 100 %, 0 %
207.88 W, 100 %, 0 %
209.22 W, 100 %, 0 %
204.90 W, 100 %, 0 %
204.90 W, 100 %, 0 %
203.90 W, 100 %, 0 %
203.90 W, 100 %, 0 %
206.50 W, 100 %, 0 %
208.59 W, 100 %, 0 %
208.59 W, 100 %, 0 %
206.82 W, 100 %, 0 %
206.82 W, 100 %, 0 %
206.53 W, 100 %, 0 %
204.04 W, 100 %, 0 %
204.04 W, 100 %, 0 %
205.12 W, 100 %, 0 %
205.12 W, 100 %, 0 %
207.29 W, 100 %, 0 %
207.52 W, 100 %, 0 %
207.52 W, 100 %, 0 %
207.25 W, 100 %, 0 %
207.25 W, 100 %, 0 %
206.68 W, 100 %, 0 %
203.58 W, 100 %, 0 %
203.58 W, 100 %, 0 %
206.48 W, 100 %, 0 %
206.48 W, 100 %, 0 %
205.01 W, 100 %, 0 %
207.18 W, 100 %, 0 %
207.18 W, 100 %, 0 %
206.43 W, 100 %, 0 %
206.43 W, 100 %, 0 %
204.63 W, 100 %, 0 %
205.56 W, 100 %, 0 %
205.56 W, 100 %, 0 %
207.58 W, 100 %, 0 %
207.58 W, 100 %, 0 %
209.22 W, 100 %, 0 %
207.44 W, 100 %, 0 %
207.44 W, 100 %, 0 %
205.82 W, 100 %, 0 %
205.82 W, 100 %, 0 %
205.30 W, 100 %, 0 %
206.39 W, 100 %, 0 %
206.39 W, 100 %, 0 %
207.94 W, 100 %, 0 %
207.94 W, 100 %, 0 %
209.28 W, 100 %, 0 %
207.27 W, 100 %, 0 %
207.27 W, 100 %, 0 %
205.95 W, 100 %, 0 %
205.95 W, 100 %, 0 %
205.05 W, 100 %, 0 %
207.17 W, 100 %, 0 %
207.17 W, 100 %, 0 %
208.55 W, 100 %, 0 %
208.55 W, 100 %, 0 %
209.24 W, 100 %, 0 %
205.76 W, 100 %, 0 %
205.76 W, 100 %, 0 %
204.98 W, 100 %, 0 %
204.98 W, 100 %, 0 %
204.84 W, 100 %, 0 %
208.11 W, 100 %, 0 %
208.11 W, 100 %, 0 %
209.22 W, 100 %, 0 %
209.22 W, 100 %, 0 %
208.31 W, 100 %, 0 %
205.15 W, 100 %, 0 %
205.15 W, 100 %, 0 %
206.29 W, 100 %, 0 %
206.29 W, 100 %, 0 %
204.04 W, 100 %, 0 %
208.13 W, 100 %, 0 %
208.13 W, 100 %, 0 %
208.40 W, 100 %, 0 %
208.40 W, 100 %, 0 %
207.11 W, 100 %, 0 %
206.87 W, 100 %, 0 %
206.87 W, 100 %, 0 %
205.57 W, 100 %, 0 %
205.57 W, 100 %, 0 %
205.08 W, 100 %, 0 %
208.04 W, 100 %, 0 %
208.04 W, 100 %, 0 %
207.32 W, 100 %, 0 %
207.32 W, 100 %, 0 %
206.67 W, 100 %, 0 %
207.39 W, 100 %, 0 %
207.39 W, 100 %, 0 %
206.45 W, 100 %, 0 %
206.45 W, 100 %, 0 %
207.17 W, 100 %, 0 %
205.76 W, 100 %, 0 %
205.76 W, 100 %, 0 %
206.32 W, 100 %, 0 %
206.32 W, 100 %, 0 %
206.11 W, 100 %, 0 %
207.31 W, 100 %, 0 %
207.31 W, 100 %, 0 %
207.59 W, 100 %, 0 %
207.59 W, 100 %, 0 %
208.05 W, 100 %, 0 %
204.85 W, 100 %, 0 %
204.85 W, 100 %, 0 %
206.13 W, 100 %, 0 %
206.13 W, 100 %, 0 %
205.49 W, 100 %, 0 %
205.45 W, 100 %, 0 %
205.45 W, 100 %, 0 %
207.58 W, 100 %, 0 %
207.58 W, 100 %, 0 %
205.01 W, 100 %, 0 %
205.62 W, 100 %, 0 %
205.62 W, 100 %, 0 %
205.86 W, 100 %, 0 %
205.86 W, 100 %, 0 %
205.34 W, 100 %, 0 %
210.01 W, 100 %, 0 %
210.01 W, 100 %, 0 %
207.51 W, 100 %, 0 %
207.51 W, 100 %, 0 %
209.44 W, 100 %, 0 %
204.90 W, 100 %, 0 %
204.90 W, 100 %, 0 %
205.23 W, 100 %, 0 %
205.23 W, 100 %, 0 %
204.78 W, 100 %, 0 %
208.42 W, 100 %, 0 %
208.42 W, 100 %, 0 %
208.49 W, 100 %, 0 %
208.49 W, 100 %, 0 %
207.83 W, 100 %, 0 %
204.86 W, 100 %, 0 %
204.86 W, 100 %, 0 %
207.07 W, 100 %, 0 %
207.07 W, 100 %, 0 %
204.09 W, 100 %, 0 %
207.56 W, 100 %, 0 %
207.56 W, 100 %, 0 %
207.07 W, 100 %, 0 %
207.07 W, 100 %, 0 %
206.38 W, 100 %, 0 %
206.01 W, 100 %, 0 %
206.01 W, 100 %, 0 %
207.39 W, 100 %, 0 %
207.39 W, 100 %, 0 %
205.53 W, 100 %, 0 %
207.73 W, 100 %, 0 %
207.73 W, 100 %, 0 %
207.29 W, 100 %, 0 %
207.29 W, 100 %, 0 %
206.96 W, 100 %, 0 %
207.58 W, 100 %, 0 %
207.58 W, 100 %, 0 %
209.03 W, 100 %, 0 %
209.03 W, 100 %, 0 %
207.63 W, 100 %, 0 %
206.21 W, 100 %, 0 %
206.21 W, 100 %, 0 %
205.55 W, 100 %, 0 %
205.55 W, 100 %, 0 %
205.48 W, 100 %, 0 %
209.09 W, 100 %, 0 %
209.09 W, 100 %, 0 %
210.52 W, 100 %, 0 %
210.52 W, 100 %, 0 %
207.73 W, 100 %, 0 %
206.34 W, 100 %, 0 %
206.34 W, 100 %, 0 %
205.15 W, 100 %, 0 %
205.15 W, 100 %, 0 %
205.67 W, 100 %, 0 %
209.22 W, 100 %, 0 %
209.22 W, 100 %, 0 %
210.07 W, 100 %, 0 %
210.07 W, 100 %, 0 %
208.80 W, 100 %, 0 %
205.55 W, 100 %, 0 %
205.55 W, 100 %, 0 %
205.91 W, 100 %, 0 %
205.91 W, 100 %, 0 %
205.03 W, 100 %, 0 %
210.21 W, 100 %, 0 %
210.21 W, 100 %, 0 %
209.99 W, 100 %, 0 %
209.99 W, 100 %, 0 %
208.48 W, 100 %, 0 %
205.53 W, 100 %, 0 %
205.53 W, 100 %, 0 %
204.75 W, 100 %, 0 %
204.75 W, 100 %, 0 %
204.86 W, 100 %, 0 %
210.20 W, 100 %, 0 %
210.20 W, 100 %, 0 %
208.75 W, 100 %, 0 %
208.75 W, 100 %, 0 %
199.86 W, 100 %, 0 %
206.24 W, 100 %, 0 %
206.24 W, 100 %, 0 %
209.41 W, 100 %, 0 %
209.41 W, 100 %, 0 %
210.17 W, 100 %, 0 %
206.21 W, 100 %, 0 %
206.21 W, 100 %, 0 %
205.46 W, 100 %, 0 %
205.46 W, 100 %, 0 %
204.75 W, 99 %, 0 %
209.31 W, 99 %, 0 %
209.31 W, 99 %, 0 %
210.46 W, 99 %, 0 %
210.46 W, 99 %, 0 %
