=================
CUDA Devices: 1
=================
000vLE, speed=6
0CZR5, speed=21
CaQ5, speed=21
0P9sB, speed=24
PArB, speed=24
0bkJH, speed=25
blIH, speed=25
0oKkN, speed=24
oLjN, speed=24
10vBT, speed=25
0000wAT, speed=24
1DVcZ, speed=24
000DWbZ, speed=24
1Q63f, speed=25
000Q72f, speed=25
1cgUl, speed=25
000chTl, speed=25
1pGvr, speed=26
000pHur, speed=26
21rMx, speed=26
0011sLx, speed=26
2ERo3, speed=26
001ESn3, speed=26
2R2F9, speed=26
001R3E9, speed=26
2dcgF, speed=26
001ddfF, speed=26
2qD7L, speed=26
001qE6L, speed=26
32nYR, speed=26
0022oXR, speed=26
3FNzX, speed=26
002FOyX, speed=26
3RyQd, speed=26
002RzPd, speed=26
3eYrj, speed=26
002eZqj, speed=26
3r9Ip, speed=26
002rAHp, speed=26
43jjv, speed=27
0033kiv, speed=27
4GKB1, speed=26
003GLA1, speed=26
4Suc7, speed=26
003Svb7, speed=26
4fV3D, speed=27
003fW2D, speed=27
4s5UJ, speed=27
003s6TJ, speed=27
54fvP, speed=27
0044guP, speed=27
5HGMV, speed=26
004HHLV, speed=26
5Tqnb, speed=26
004Trmb, speed=26
5gREh, speed=27
004gSDh, speed=27
5t1fn, speed=27
004t2en, speed=27
65c6t, speed=27
0055d5t, speed=27
6ICXz, speed=27
005IDWz, speed=27
6Umz5, speed=27
005Uny5, speed=27
6hNQB, speed=27
005hOPB, speed=27
6txrH, speed=26
005tyqH, speed=26
76YIN, speed=26
0066ZHN, speed=26
7J8jT, speed=26
006J9iT, speed=26
7VjAZ, speed=26
006Vk9Z, speed=26
106g2q, speed=26
7iJbf, speed=26
006iKaf, speed=26
7uu2l, speed=26
006uv1l, speed=26
87UTr, speed=26
0077VSr, speed=26
8K4ux, speed=26
007K5tx, speed=26
8WfM3, speed=26
-------------
Pass - 007WgL3
-------------
29152
start time: 23:16:57
