=================
CUDA Devices: 1
=================
000vLE, speed=5
CaQ5, speed=14
0CZR5, speed=14
0P9sB, speed=16
PArB, speed=16
0bkJH, speed=19
blIH, speed=19
0oKkN, speed=18
oLjN, speed=18
0000wAT, speed=18
10vBT, speed=18
000DWbZ, speed=18
1DVcZ, speed=18
000Q72f, speed=19
1Q63f, speed=19
000chTl, speed=20
1cgUl, speed=20
000pHur, speed=20
1pGvr, speed=20
0011sLx, speed=20
21rMx, speed=20
001ESn3, speed=20
2ERo3, speed=20
001R3E9, speed=21
2R2F9, speed=21
001ddfF, speed=21
2dcgF, speed=21
001qE6L, speed=21
2qD7L, speed=21
0022oXR, speed=21
32nYR, speed=21
002FOyX, speed=21
3FNzX, speed=21
002RzPd, speed=21
3RyQd, speed=21
002eZqj, speed=21
3eYrj, speed=21
002rAHp, speed=21
3r9Ip, speed=21
0033kiv, speed=21
43jjv, speed=21
003GLA1, speed=21
4GKB1, speed=21
003Svb7, speed=21
4Suc7, speed=21
003fW2D, speed=21
4fV3D, speed=21
003s6TJ, speed=21
4s5UJ, speed=21
0044guP, speed=21
54fvP, speed=21
004HHLV, speed=22
5HGMV, speed=22
004Trmb, speed=22
5Tqnb, speed=22
004gSDh, speed=22
5gREh, speed=22
004t2en, speed=22
5t1fn, speed=22
0055d5t, speed=22
65c6t, speed=22
005IDWz, speed=22
6ICXz, speed=22
005Uny5, speed=22
6Umz5, speed=22
106g2q, speed=22
005hOPB, speed=22
6hNQB, speed=22
005tyqH, speed=22
6txrH, speed=22
0066ZHN, speed=22
76YIN, speed=22
006J9iT, speed=22
7J8jT, speed=22
006Vk9Z, speed=22
7VjAZ, speed=22
006iKaf, speed=22
7iJbf, speed=22
006uv1l, speed=22
7uu2l, speed=22
0077VSr, speed=22
87UTr, speed=22
007K5tx, speed=22
8K4ux, speed=22
-------------
Pass - 007WgL3
-------------
33701
start time: 22:42:45
