power.draw [W], utilization.gpu [%], utilization.memory [%]
59.40 W, 0 %, 0 %
59.40 W, 0 %, 0 %
59.31 W, 0 %, 0 %
59.40 W, 0 %, 0 %
59.40 W, 0 %, 0 %
59.50 W, 0 %, 0 %
59.40 W, 0 %, 0 %
59.50 W, 0 %, 0 %
59.40 W, 0 %, 0 %
59.40 W, 0 %, 0 %
59.50 W, 0 %, 0 %
59.40 W, 0 %, 0 %
59.40 W, 0 %, 0 %
60.27 W, 0 %, 0 %
60.27 W, 0 %, 0 %
60.85 W, 0 %, 0 %
60.85 W, 0 %, 0 %
60.37 W, 0 %, 0 %
60.37 W, 0 %, 0 %
82.05 W, 0 %, 0 %
89.51 W, 0 %, 0 %
89.51 W, 0 %, 0 %
91.91 W, 0 %, 0 %
93.17 W, 0 %, 0 %
93.17 W, 0 %, 0 %
92.01 W, 0 %, 0 %
93.36 W, 58 %, 20 %
93.36 W, 58 %, 20 %
92.97 W, 58 %, 20 %
93.61 W, 58 %, 20 %
93.61 W, 58 %, 20 %
92.11 W, 58 %, 20 %
92.97 W, 58 %, 20 %
92.97 W, 58 %, 20 %
92.01 W, 58 %, 20 %
94.21 W, 58 %, 20 %
94.21 W, 58 %, 20 %
92.39 W, 58 %, 20 %
93.07 W, 99 %, 35 %
93.07 W, 99 %, 35 %
91.91 W, 99 %, 35 %
92.93 W, 99 %, 35 %
92.93 W, 99 %, 35 %
91.82 W, 99 %, 35 %
93.45 W, 99 %, 35 %
93.45 W, 99 %, 35 %
92.59 W, 99 %, 35 %
91.72 W, 99 %, 35 %
91.72 W, 99 %, 35 %
93.13 W, 99 %, 35 %
92.64 W, 99 %, 35 %
92.64 W, 99 %, 35 %
92.26 W, 99 %, 35 %
92.58 W, 99 %, 35 %
92.58 W, 99 %, 35 %
92.68 W, 99 %, 35 %
91.82 W, 99 %, 35 %
91.82 W, 99 %, 35 %
92.78 W, 99 %, 35 %
92.97 W, 99 %, 35 %
92.97 W, 99 %, 35 %
93.26 W, 99 %, 35 %
92.11 W, 99 %, 35 %
92.11 W, 99 %, 35 %
93.73 W, 99 %, 35 %
92.30 W, 99 %, 35 %
92.30 W, 99 %, 35 %
93.45 W, 99 %, 35 %
92.77 W, 99 %, 35 %
92.77 W, 99 %, 35 %
93.74 W, 99 %, 35 %
92.01 W, 99 %, 35 %
92.01 W, 99 %, 35 %
92.97 W, 99 %, 35 %
92.11 W, 99 %, 35 %
92.11 W, 99 %, 35 %
92.96 W, 99 %, 35 %
93.06 W, 99 %, 35 %
93.06 W, 99 %, 35 %
92.11 W, 99 %, 35 %
92.68 W, 99 %, 35 %
92.68 W, 99 %, 35 %
92.88 W, 99 %, 35 %
93.54 W, 99 %, 35 %
93.54 W, 99 %, 35 %
92.39 W, 99 %, 35 %
93.73 W, 99 %, 35 %
93.73 W, 99 %, 35 %
91.72 W, 99 %, 35 %
94.50 W, 99 %, 35 %
94.50 W, 99 %, 35 %
92.39 W, 99 %, 35 %
93.26 W, 99 %, 35 %
93.26 W, 99 %, 35 %
92.01 W, 99 %, 35 %
94.21 W, 99 %, 35 %
94.21 W, 99 %, 35 %
92.49 W, 99 %, 35 %
93.84 W, 99 %, 35 %
93.84 W, 99 %, 35 %
92.20 W, 99 %, 35 %
93.17 W, 99 %, 35 %
93.17 W, 99 %, 35 %
91.91 W, 99 %, 35 %
92.87 W, 99 %, 35 %
92.87 W, 99 %, 35 %
91.91 W, 99 %, 35 %
92.68 W, 99 %, 35 %
92.68 W, 99 %, 35 %
