=================
CUDA Devices: 1
=================
000vLE, speed=8
CaQ5, speed=19
0CZR5, speed=19
PArB, speed=25
0P9sB, speed=25
blIH, speed=27
0bkJH, speed=26
oLjN, speed=28
0oKkN, speed=28
0000wAT, speed=28
10vBT, speed=28
000DWbZ, speed=29
1DVcZ, speed=29
000Q72f, speed=30
1Q63f, speed=30
000chTl, speed=30
1cgUl, speed=30
000pHur, speed=30
1pGvr, speed=30
0011sLx, speed=29
21rMx, speed=29
001ESn3, speed=29
2ERo3, speed=29
001R3E9, speed=29
2R2F9, speed=29
001ddfF, speed=29
2dcgF, speed=29
001qE6L, speed=29
2qD7L, speed=29
0022oXR, speed=29
32nYR, speed=29
002FOyX, speed=29
3FNzX, speed=29
002RzPd, speed=29
3RyQd, speed=29
002eZqj, speed=29
3eYrj, speed=29
002rAHp, speed=29
3r9Ip, speed=29
0033kiv, speed=29
43jjv, speed=29
4GKB1, speed=29
003GLA1, speed=29
4Suc7, speed=29
003Svb7, speed=29
4fV3D, speed=29
003fW2D, speed=29
4s5UJ, speed=29
003s6TJ, speed=29
54fvP, speed=29
0044guP, speed=29
5HGMV, speed=29
004HHLV, speed=29
5Tqnb, speed=29
004Trmb, speed=29
5gREh, speed=29
004gSDh, speed=29
5t1fn, speed=29
004t2en, speed=29
65c6t, speed=29
0055d5t, speed=29
6ICXz, speed=29
005IDWz, speed=29
6Umz5, speed=29
005Uny5, speed=29
6hNQB, speed=29
005hOPB, speed=29
6txrH, speed=30
005tyqH, speed=30
106g2q, speed=30
76YIN, speed=30
0066ZHN, speed=30
7J8jT, speed=30
006J9iT, speed=30
7VjAZ, speed=29
006Vk9Z, speed=29
7iJbf, speed=29
006iKaf, speed=29
7uu2l, speed=29
006uv1l, speed=29
87UTr, speed=29
0077VSr, speed=29
8K4ux, speed=29
007K5tx, speed=29
8WfM3, speed=29
-------------
Pass - 007WgL3
-------------
27665
start time: 22:30:55
