=================
CUDA Devices: 1
=================
000vLE, speed=8
0CZR5, speed=27
CaQ5, speed=27
0P9sB, speed=34
PArB, speed=34
blIH, speed=34
0bkJH, speed=34
oLjN, speed=36
0oKkN, speed=36
0000wAT, speed=37
10vBT, speed=37
000DWbZ, speed=38
1DVcZ, speed=38
000Q72f, speed=39
1Q63f, speed=38
000chTl, speed=39
1cgUl, speed=39
000pHur, speed=39
1pGvr, speed=39
0011sLx, speed=39
21rMx, speed=39
001ESn3, speed=39
2ERo3, speed=39
001R3E9, speed=39
2R2F9, speed=39
001ddfF, speed=39
2dcgF, speed=39
001qE6L, speed=38
2qD7L, speed=38
0022oXR, speed=38
32nYR, speed=38
002FOyX, speed=37
3FNzX, speed=37
002RzPd, speed=37
3RyQd, speed=37
3eYrj, speed=36
002eZqj, speed=36
3r9Ip, speed=36
002rAHp, speed=36
43jjv, speed=35
0033kiv, speed=35
4GKB1, speed=35
003GLA1, speed=35
4Suc7, speed=35
003Svb7, speed=35
4fV3D, speed=35
003fW2D, speed=35
4s5UJ, speed=34
003s6TJ, speed=34
54fvP, speed=34
0044guP, speed=34
5HGMV, speed=34
004HHLV, speed=34
5Tqnb, speed=33
004Trmb, speed=33
5gREh, speed=33
004gSDh, speed=33
5t1fn, speed=33
004t2en, speed=33
65c6t, speed=33
0055d5t, speed=33
106g2q, speed=33
6ICXz, speed=33
005IDWz, speed=33
6Umz5, speed=33
005Uny5, speed=33
6hNQB, speed=32
005hOPB, speed=32
6txrH, speed=32
005tyqH, speed=32
76YIN, speed=32
0066ZHN, speed=32
7J8jT, speed=32
006J9iT, speed=32
7VjAZ, speed=32
006Vk9Z, speed=32
7iJbf, speed=32
006iKaf, speed=32
7uu2l, speed=32
006uv1l, speed=32
87UTr, speed=32
0077VSr, speed=32
8K4ux, speed=31
007K5tx, speed=31
8WfM3, speed=31
-------------
Pass - 007WgL3
-------------
31190
start time: 23:11:48
