power.draw [W], utilization.gpu [%], utilization.memory [%]
64.03 W, 0 %, 0 %
63.84 W, 0 %, 0 %
63.93 W, 0 %, 0 %
63.93 W, 0 %, 0 %
63.83 W, 0 %, 0 %
63.83 W, 0 %, 0 %
63.84 W, 0 %, 0 %
63.84 W, 0 %, 0 %
63.84 W, 0 %, 0 %
63.93 W, 0 %, 0 %
63.83 W, 0 %, 0 %
63.84 W, 0 %, 0 %
63.93 W, 0 %, 0 %
63.93 W, 0 %, 0 %
63.74 W, 0 %, 0 %
62.97 W, 0 %, 0 %
64.71 W, 0 %, 0 %
64.71 W, 0 %, 0 %
66.14 W, 0 %, 0 %
65.96 W, 0 %, 0 %
65.96 W, 0 %, 0 %
91.23 W, 0 %, 0 %
103.77 W, 0 %, 0 %
103.77 W, 0 %, 0 %
111.69 W, 0 %, 0 %
111.69 W, 0 %, 0 %
111.07 W, 0 %, 0 %
111.79 W, 48 %, 23 %
111.79 W, 48 %, 23 %
109.10 W, 48 %, 23 %
109.10 W, 48 %, 23 %
109.48 W, 48 %, 23 %
110.44 W, 48 %, 23 %
110.44 W, 48 %, 23 %
111.12 W, 48 %, 23 %
111.12 W, 48 %, 23 %
109.96 W, 48 %, 23 %
110.54 W, 48 %, 23 %
110.54 W, 48 %, 23 %
109.96 W, 48 %, 23 %
109.96 W, 48 %, 23 %
110.91 W, 99 %, 47 %
112.56 W, 99 %, 47 %
112.56 W, 99 %, 47 %
110.73 W, 99 %, 47 %
110.73 W, 99 %, 47 %
108.91 W, 99 %, 47 %
109.29 W, 99 %, 47 %
109.29 W, 99 %, 47 %
112.27 W, 99 %, 47 %
112.27 W, 99 %, 47 %
109.48 W, 99 %, 47 %
110.06 W, 99 %, 47 %
110.06 W, 99 %, 47 %
110.25 W, 99 %, 47 %
110.25 W, 99 %, 48 %
112.46 W, 99 %, 48 %
110.73 W, 99 %, 48 %
110.73 W, 99 %, 48 %
110.06 W, 99 %, 48 %
110.06 W, 99 %, 48 %
110.97 W, 99 %, 48 %
110.97 W, 99 %, 48 %
110.97 W, 99 %, 48 %
110.93 W, 99 %, 48 %
110.93 W, 99 %, 48 %
110.62 W, 99 %, 48 %
110.93 W, 99 %, 48 %
110.93 W, 99 %, 48 %
110.73 W, 99 %, 48 %
110.73 W, 99 %, 48 %
110.54 W, 99 %, 48 %
110.44 W, 99 %, 48 %
110.44 W, 99 %, 48 %
111.12 W, 99 %, 48 %
111.12 W, 99 %, 48 %
110.35 W, 99 %, 48 %
110.06 W, 99 %, 48 %
110.06 W, 99 %, 48 %
110.16 W, 99 %, 48 %
110.16 W, 99 %, 48 %
112.65 W, 99 %, 48 %
112.08 W, 99 %, 48 %
112.08 W, 99 %, 47 %
110.06 W, 99 %, 47 %
110.06 W, 99 %, 47 %
110.93 W, 99 %, 47 %
110.05 W, 99 %, 47 %
110.05 W, 99 %, 47 %
111.79 W, 99 %, 47 %
111.79 W, 99 %, 47 %
110.16 W, 99 %, 47 %
109.87 W, 99 %, 47 %
109.87 W, 99 %, 47 %
109.77 W, 99 %, 47 %
109.77 W, 99 %, 47 %
111.31 W, 99 %, 47 %
112.37 W, 98 %, 48 %
112.37 W, 98 %, 48 %
109.19 W, 98 %, 48 %
109.19 W, 98 %, 48 %
110.25 W, 98 %, 48 %
110.54 W, 98 %, 48 %
110.54 W, 98 %, 48 %
111.50 W, 98 %, 48 %
111.50 W, 98 %, 48 %
109.87 W, 98 %, 48 %
110.93 W, 98 %, 48 %
110.93 W, 98 %, 48 %
110.81 W, 98 %, 48 %
110.81 W, 98 %, 48 %
111.21 W, 99 %, 47 %
111.12 W, 99 %, 47 %
111.12 W, 99 %, 47 %
111.31 W, 99 %, 47 %
111.31 W, 99 %, 47 %
110.93 W, 99 %, 47 %
110.64 W, 99 %, 47 %
110.64 W, 99 %, 47 %
110.54 W, 99 %, 47 %
110.54 W, 99 %, 47 %
111.69 W, 99 %, 47 %
111.69 W, 99 %, 47 %
111.69 W, 99 %, 47 %
109.68 W, 99 %, 47 %
109.68 W, 99 %, 48 %
110.49 W, 99 %, 48 %
110.93 W, 99 %, 48 %
110.93 W, 99 %, 48 %
111.41 W, 99 %, 48 %
111.41 W, 99 %, 48 %
108.81 W, 99 %, 48 %
110.73 W, 99 %, 48 %
110.73 W, 99 %, 48 %
110.93 W, 99 %, 48 %
110.93 W, 99 %, 48 %
111.21 W, 99 %, 48 %
111.60 W, 99 %, 48 %
111.60 W, 99 %, 48 %
110.54 W, 99 %, 48 %
110.54 W, 99 %, 48 %
110.25 W, 99 %, 48 %
110.04 W, 99 %, 48 %
110.04 W, 99 %, 48 %
111.69 W, 99 %, 48 %
111.69 W, 99 %, 48 %
109.19 W, 99 %, 48 %
