=================
CUDA Devices: 1
=================
000vLE, speed=5
0CZR5, speed=26
CaQ5, speed=25
0P9sB, speed=27
PArB, speed=28
0bkJH, speed=28
blIH, speed=29
0oKkN, speed=28
oLjN, speed=28
10vBT, speed=28
1DVcZ, speed=28
0000wAT, speed=28
1Q63f, speed=28
000DWbZ, speed=29
1cgUl, speed=29
000Q72f, speed=29
1pGvr, speed=29
000chTl, speed=29
21rMx, speed=29
2ERo3, speed=29
000pHur, speed=29
2R2F9, speed=29
0011sLx, speed=29
2dcgF, speed=29
001ESn3, speed=29
2qD7L, speed=29
001R3E9, speed=29
32nYR, speed=29
001ddfF, speed=29
3FNzX, speed=29
3RyQd, speed=29
001qE6L, speed=29
3eYrj, speed=29
0022oXR, speed=29
3r9Ip, speed=29
002FOyX, speed=29
43jjv, speed=29
002RzPd, speed=29
4GKB1, speed=29
4Suc7, speed=29
002eZqj, speed=29
4fV3D, speed=29
002rAHp, speed=29
4s5UJ, speed=30
0033kiv, speed=30
003GLA1, speed=30
54fvP, speed=30
003Svb7, speed=30
5HGMV, speed=30
106g2q, speed=30
003fW2D, speed=30
5Tqnb, speed=30
003s6TJ, speed=31
5gREh, speed=31
0044guP, speed=31
5t1fn, speed=31
004HHLV, speed=31
65c6t, speed=31
004Trmb, speed=31
004gSDh, speed=31
6ICXz, speed=31
004t2en, speed=32
6Umz5, speed=32
0055d5t, speed=32
6hNQB, speed=32
005IDWz, speed=32
6txrH, speed=32
005Uny5, speed=32
76YIN, speed=32
005hOPB, speed=32
005tyqH, speed=32
7J8jT, speed=32
0066ZHN, speed=32
7VjAZ, speed=32
006J9iT, speed=32
7iJbf, speed=33
006Vk9Z, speed=33
7uu2l, speed=33
006iKaf, speed=33
87UTr, speed=33
006uv1l, speed=33
8K4ux, speed=33
0077VSr, speed=33
007K5tx, speed=33
8WfM3, speed=33
-------------
Pass - 007WgL3
-------------
38656
start time: 23:02:45
