power.draw [W], utilization.gpu [%], utilization.memory [%]
61.04 W, 0 %, 0 %
61.04 W, 0 %, 0 %
61.04 W, 0 %, 0 %
61.04 W, 0 %, 0 %
61.14 W, 0 %, 0 %
61.14 W, 0 %, 0 %
61.14 W, 0 %, 0 %
61.04 W, 0 %, 0 %
61.04 W, 0 %, 0 %
61.17 W, 0 %, 0 %
61.17 W, 0 %, 0 %
60.95 W, 0 %, 0 %
61.04 W, 0 %, 0 %
61.04 W, 0 %, 0 %
61.04 W, 0 %, 0 %
61.04 W, 0 %, 0 %
69.03 W, 0 %, 0 %
69.03 W, 0 %, 0 %
71.50 W, 0 %, 0 %
70.86 W, 0 %, 0 %
70.86 W, 0 %, 0 %
70.19 W, 0 %, 0 %
70.19 W, 0 %, 0 %
70.19 W, 0 %, 0 %
70.19 W, 0 %, 0 %
70.19 W, 0 %, 0 %
70.10 W, 2 %, 0 %
70.10 W, 2 %, 0 %
70.26 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.29 W, 2 %, 0 %
70.29 W, 2 %, 0 %
70.10 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.29 W, 2 %, 0 %
70.29 W, 2 %, 0 %
70.19 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.38 W, 2 %, 0 %
70.25 W, 2 %, 0 %
70.25 W, 2 %, 0 %
78.33 W, 2 %, 0 %
84.16 W, 4 %, 0 %
84.16 W, 4 %, 0 %
72.60 W, 4 %, 0 %
72.60 W, 4 %, 0 %
70.67 W, 4 %, 0 %
70.38 W, 4 %, 0 %
70.38 W, 4 %, 0 %
70.28 W, 4 %, 0 %
70.28 W, 4 %, 0 %
70.25 W, 4 %, 0 %
70.18 W, 4 %, 0 %
70.18 W, 4 %, 0 %
70.29 W, 4 %, 0 %
70.29 W, 4 %, 0 %
70.29 W, 1 %, 0 %
70.48 W, 1 %, 0 %
70.48 W, 1 %, 0 %
80.75 W, 1 %, 0 %
80.75 W, 1 %, 0 %
71.99 W, 1 %, 0 %
70.75 W, 1 %, 0 %
70.75 W, 1 %, 0 %
70.38 W, 1 %, 0 %
70.38 W, 1 %, 0 %
70.29 W, 1 %, 0 %
70.29 W, 1 %, 0 %
70.29 W, 1 %, 0 %
70.19 W, 5 %, 0 %
70.19 W, 5 %, 0 %
70.25 W, 5 %, 0 %
70.25 W, 5 %, 0 %
70.25 W, 5 %, 0 %
70.29 W, 5 %, 0 %
70.29 W, 5 %, 0 %
96.52 W, 5 %, 0 %
78.05 W, 5 %, 0 %
78.05 W, 5 %, 0 %
71.64 W, 5 %, 0 %
71.64 W, 5 %, 0 %
70.44 W, 5 %, 0 %
70.29 W, 5 %, 0 %
70.29 W, 5 %, 0 %
70.25 W, 5 %, 0 %
70.25 W, 5 %, 0 %
70.29 W, 5 %, 0 %
70.19 W, 5 %, 0 %
70.19 W, 5 %, 0 %
70.10 W, 5 %, 0 %
70.10 W, 5 %, 0 %
70.29 W, 5 %, 0 %
101.50 W, 5 %, 0 %
101.50 W, 5 %, 0 %
75.55 W, 5 %, 0 %
75.55 W, 5 %, 0 %
71.15 W, 5 %, 0 %
70.46 W, 5 %, 0 %
70.46 W, 5 %, 0 %
70.19 W, 5 %, 0 %
70.19 W, 5 %, 0 %
70.29 W, 5 %, 0 %
70.29 W, 5 %, 0 %
70.29 W, 5 %, 0 %
70.18 W, 5 %, 0 %
70.18 W, 5 %, 0 %
70.18 W, 5 %, 0 %
70.28 W, 5 %, 0 %
70.28 W, 5 %, 0 %
95.50 W, 5 %, 0 %
95.50 W, 5 %, 0 %
