time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	13.47	1.70	15.72	2.02	
0.5	12.96	1.65	15.60	1.89	
1.0	13.01	1.69	15.44	1.87	
1.5	12.93	1.66	15.39	1.93	
2.0	13.09	1.68	15.53	1.96	
2.5	13.04	1.61	15.46	1.84	
3.0	12.99	1.59	15.45	1.94	
3.5	13.09	1.65	15.55	1.91	
4.0	12.98	1.69	15.43	1.98	
4.5	12.96	1.65	15.43	1.97	
5.0	13.00	1.69	15.46	2.00	
5.5	12.91	1.65	15.37	1.93	
6.0	12.91	1.66	15.46	1.94	
6.5	13.04	1.69	15.42	1.91	
7.0	13.04	1.70	15.51	1.94	
7.5	13.09	1.67	15.50	1.86	
8.0	13.57	1.80	16.12	2.08	
8.5	18.21	3.23	21.79	3.65	
9.0	18.11	3.04	21.57	3.67	
9.5	12.86	1.69	15.47	2.00	
10.0	13.28	1.67	15.60	1.98	
10.5	18.65	3.41	22.10	3.96	
11.0	18.03	3.16	21.56	3.67	
11.5	20.36	3.57	22.40	3.55	
12.0	29.88	4.27	32.59	4.43	
12.5	70.43	5.32	71.82	5.78	
13.0	79.97	5.19	80.36	5.47	
13.5	79.13	5.87	79.22	5.99	
14.0	80.35	5.03	81.05	5.85	
14.5	79.70	5.79	80.09	6.00	
15.0	80.50	5.54	81.01	5.79	
15.5	72.18	5.08	72.26	5.40	
16.0	79.35	5.21	80.26	5.54	
16.5	78.90	5.58	79.30	5.99	
17.0	80.30	5.49	81.12	5.64	
17.5	79.97	5.61	80.33	6.05	
18.0	80.42	5.65	81.30	5.86	
18.5	79.46	5.67	80.00	6.09	
19.0	80.64	5.58	81.46	5.79	
19.5	79.21	5.73	79.79	5.77	
20.0	80.80	5.61	81.66	5.82	
20.5	79.55	5.85	80.16	5.85	
21.0	80.94	5.61	81.69	6.00	
21.5	79.13	5.51	79.66	5.63	
22.0	80.13	5.79	80.65	6.00	
22.5	80.29	5.45	81.13	5.45	
23.0	79.94	5.73	80.28	6.02	
23.5	80.52	5.67	81.40	5.88	
24.0	79.81	5.65	80.12	5.99	
24.5	80.25	5.24	81.09	5.93	
25.0	79.47	5.78	80.22	6.11	
25.5	80.50	5.24	81.57	5.89	
26.0	79.13	5.55	79.75	5.59	
26.5	80.55	5.56	81.56	5.95	
27.0	79.13	5.31	79.82	5.87	
27.5	79.58	5.80	80.27	5.96	
28.0	79.93	5.25	81.07	5.63	
28.5	79.57	5.83	80.34	6.10	
29.0	80.19	5.45	81.40	5.66	
29.5	79.04	5.45	80.01	5.61	
30.0	80.09	5.48	81.40	5.63	
30.5	71.28	5.06	72.52	5.63	
31.0	80.13	5.51	81.25	5.68	
31.5	75.30	5.18	76.03	5.47	
32.0	76.43	5.34	76.65	5.53	
32.5	79.40	5.81	80.48	5.95	
33.0	80.08	5.24	81.24	5.60	
33.5	79.02	5.70	80.09	5.80	
34.0	80.10	5.49	81.49	5.75	
34.5	79.41	5.69	80.27	6.11	
35.0	80.26	5.42	81.68	5.84	
35.5	79.19	5.56	80.36	5.84	
36.0	80.52	5.53	81.69	5.97	
36.5	79.08	5.61	80.22	5.74	
37.0	80.49	5.52	81.55	6.10	
37.5	79.15	5.66	80.44	5.71	
38.0	79.82	5.74	80.59	6.08	
38.5	80.26	5.58	81.50	5.72	
39.0	79.61	5.55	80.60	5.95	
39.5	80.12	5.26	81.47	5.60	
40.0	79.51	5.66	80.46	6.06	
40.5	80.47	5.73	81.82	5.83	
41.0	79.27	5.60	80.27	5.69	
41.5	80.38	5.38	81.73	6.13	
42.0	79.67	5.45	80.60	5.54	
42.5	79.97	5.63	81.07	6.02	
43.0	80.19	5.33	81.54	5.72	
43.5	79.57	5.68	80.62	6.09	
44.0	80.43	5.37	81.85	5.59	
44.5	79.77	5.70	80.96	6.08	
45.0	80.59	5.51	82.02	5.91	
45.5	79.28	5.51	80.26	5.86	
46.0	80.77	5.74	82.15	5.97	
46.5	72.54	5.05	80.80	5.83	
47.0	80.21	5.60	82.11	6.22	
47.5	78.24	5.65	67.82	5.10	
48.0	80.50	5.69	81.90	6.10	
48.5	79.49	5.50	80.73	5.85	
49.0	80.23	5.55	82.19	5.98	
49.5	79.42	5.37	80.50	5.68	
50.0	80.14	5.73	81.53	5.90	
50.5	79.76	5.27	81.56	5.49	
51.0	79.37	5.67	80.93	6.03	
51.5	80.05	5.44	81.61	5.84	
52.0	79.38	5.62	80.71	5.97	
52.5	80.17	5.26	81.92	5.30	
53.0	79.20	5.71	80.47	6.09	
53.5	80.45	5.37	82.00	5.93	
54.0	79.25	5.61	80.70	5.83	
54.5	80.58	5.66	82.01	5.83	
55.0	78.15	5.54	79.43	5.74	
55.5	79.76	5.82	81.09	6.07	
56.0	79.99	5.21	81.44	5.62	
56.5	79.77	5.61	80.92	6.04	
57.0	80.05	5.28	81.53	5.83	
57.5	79.57	5.70	80.75	5.83	
58.0	80.43	5.13	81.78	5.54	
58.5	79.54	5.65	80.58	6.13	
59.0	80.38	5.56	81.78	5.72	
59.5	79.14	5.51	80.29	5.74	
60.0	80.65	5.74	81.97	6.11	
60.5	78.98	5.81	80.21	5.97	
61.0	78.70	5.36	79.76	5.81	
61.5	74.28	4.94	74.72	5.13	
62.0	80.57	5.33	81.86	5.91	
62.5	79.12	5.35	80.31	5.49	
