time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	13.59	2.07	17.09	2.36	
0.5	13.02	2.14	16.57	2.41	
1.0	12.79	2.07	16.55	2.35	
1.5	13.25	2.06	16.59	2.38	
2.0	13.03	1.96	16.56	2.31	
2.5	13.09	2.04	16.70	2.34	
3.0	13.09	1.98	16.58	2.37	
3.5	13.04	2.00	16.55	2.31	
4.0	12.96	2.02	16.52	2.31	
4.5	12.89	2.02	16.53	2.26	
5.0	13.21	2.06	16.64	2.34	
5.5	17.07	3.28	20.97	3.82	
6.0	18.53	3.73	22.91	4.43	
6.5	14.93	2.65	18.66	3.03	
7.0	13.27	2.12	16.76	2.38	
7.5	16.94	3.16	20.84	3.59	
8.0	18.94	3.70	23.40	4.49	
8.5	14.25	2.37	17.93	2.76	
9.0	13.13	2.07	16.62	2.30	
9.5	13.04	2.18	16.56	2.42	
10.0	13.06	2.00	16.36	2.19	
10.5	13.18	2.03	16.90	2.34	
11.0	13.01	2.12	16.53	2.36	
11.5	24.43	4.39	26.92	4.43	
12.0	66.74	5.59	66.89	5.88	
12.5	40.29	5.07	41.17	5.37	
13.0	78.35	5.62	77.98	6.32	
13.5	77.72	6.75	77.37	6.45	
14.0	78.62	5.86	78.55	6.28	
14.5	78.12	6.50	77.82	6.54	
15.0	78.95	6.09	78.83	6.28	
15.5	72.45	5.91	71.99	5.83	
16.0	76.74	6.05	76.90	6.45	
16.5	77.92	6.44	77.64	6.69	
17.0	78.72	5.83	78.78	6.39	
17.5	77.97	6.53	78.04	6.55	
18.0	78.74	5.71	78.78	6.30	
18.5	77.97	6.33	78.12	6.35	
19.0	78.74	5.95	79.20	6.32	
19.5	77.58	6.26	77.66	6.18	
20.0	78.90	6.12	79.29	6.36	
20.5	77.96	6.15	78.17	6.55	
21.0	78.74	6.12	79.49	6.42	
21.5	77.43	6.01	77.76	5.99	
22.0	78.09	6.40	78.58	6.62	
22.5	78.24	5.88	79.00	6.27	
23.0	77.91	6.41	78.43	6.46	
23.5	78.42	6.09	79.08	6.22	
24.0	77.74	6.27	78.43	6.57	
24.5	78.68	6.34	79.47	6.21	
25.0	77.83	6.24	78.49	6.43	
25.5	78.59	6.00	79.44	6.37	
26.0	77.85	6.34	78.32	6.42	
26.5	78.84	6.25	79.64	6.53	
27.0	77.62	5.75	78.25	6.30	
27.5	77.82	6.35	78.40	6.76	
28.0	78.39	5.79	79.24	6.10	
28.5	78.10	6.44	78.63	6.45	
29.0	78.75	5.91	79.44	6.28	
29.5	77.32	6.14	78.18	6.35	
30.0	78.75	5.99	79.64	6.41	
30.5	69.96	5.84	71.11	5.72	
31.0	78.44	6.08	79.33	6.22	
31.5	74.14	5.83	75.07	6.06	
32.0	74.77	5.86	75.07	6.09	
32.5	77.92	6.39	78.77	6.33	
33.0	78.28	6.06	79.31	6.29	
33.5	77.79	6.40	78.41	6.56	
34.0	78.63	6.01	79.63	6.25	
34.5	77.94	6.24	78.87	6.40	
35.0	78.73	6.23	79.65	6.14	
35.5	77.99	6.41	78.71	6.36	
36.0	78.93	6.18	79.93	6.19	
36.5	77.87	6.07	78.63	6.11	
37.0	78.83	6.08	79.78	6.30	
37.5	77.64	6.13	78.49	6.49	
38.0	78.40	6.33	79.12	6.40	
38.5	78.67	6.01	79.67	6.21	
39.0	77.89	6.33	78.73	6.61	
39.5	78.87	6.09	79.87	6.38	
40.0	78.01	6.43	78.83	6.31	
40.5	78.74	6.40	79.80	6.33	
41.0	78.05	6.32	78.40	6.23	
41.5	79.13	6.17	79.96	6.15	
42.0	78.09	6.01	78.85	5.99	
42.5	78.43	6.41	79.13	6.73	
43.0	78.54	5.81	79.21	6.30	
43.5	78.31	6.29	78.81	6.57	
44.0	78.79	5.70	79.46	6.04	
44.5	78.24	6.28	78.81	6.51	
45.0	78.96	5.98	79.77	6.01	
45.5	78.09	6.27	78.48	6.24	
46.0	78.95	6.24	79.77	6.00	
46.5	78.38	6.14	71.22	5.82	
47.0	79.29	6.39	79.65	6.22	
47.5	65.72	5.47	77.64	6.32	
48.0	78.89	6.38	79.61	6.36	
48.5	78.11	6.21	78.70	6.17	
49.0	79.14	6.31	79.98	6.62	
49.5	78.15	6.01	78.60	6.41	
50.0	79.07	6.30	79.78	6.27	
50.5	78.29	5.91	79.04	6.07	
51.0	78.38	6.48	79.02	6.50	
51.5	78.80	6.04	79.54	6.22	
52.0	78.10	6.35	78.86	6.41	
52.5	79.11	5.87	79.82	6.15	
53.0	78.18	6.31	78.81	6.26	
53.5	78.95	5.87	79.79	6.26	
54.0	78.48	6.29	78.93	6.22	
54.5	79.24	5.89	80.13	6.21	
55.0	77.20	5.93	77.84	6.24	
55.5	78.73	6.28	79.33	6.53	
56.0	78.42	5.98	79.23	6.21	
56.5	78.73	6.33	79.27	6.69	
57.0	78.89	5.65	79.67	6.11	
57.5	78.33	6.18	79.07	6.57	
58.0	79.17	5.73	79.94	6.06	
58.5	78.52	6.17	78.95	6.18	
59.0	79.13	5.77	79.88	6.20	
59.5	78.09	6.35	78.68	6.40	
60.0	79.41	6.26	80.18	6.09	
60.5	77.82	6.07	78.58	6.33	
61.0	77.69	6.22	78.29	6.13	
61.5	72.62	5.73	73.48	5.93	
62.0	79.25	6.25	80.14	6.10	
62.5	77.92	6.09	78.62	6.41	
63.0	78.17	6.38	78.78	6.09	
63.5	78.29	6.10	79.08	6.42	
64.0	78.79	6.38	79.22	6.22	
64.5	78.87	5.90	79.64	6.25	
65.0	78.48	6.27	79.17	6.53	
65.5	79.23	6.05	79.93	6.27	
66.0	78.29	6.27	78.94	6.33	
66.5	79.37	5.99	79.92	6.34	
67.0	78.39	5.98	79.00	6.09	
67.5	79.46	6.46	80.21	6.54	
68.0	71.27	5.49	72.42	5.52	
68.5	79.33	6.00	79.94	6.01	
69.0	78.33	6.51	78.91	6.15	
69.5	79.43	6.11	80.15	6.36	
70.0	77.68	6.07	78.34	6.30	
70.5	78.87	6.34	79.36	6.33	
71.0	78.98	6.04	79.76	6.23	
71.5	77.39	6.30	77.93	6.25	
72.0	78.99	5.76	79.73	6.29	
72.5	78.44	6.23	79.12	6.46	
73.0	79.27	6.13	80.02	6.10	
73.5	78.24	6.19	78.76	6.33	
74.0	79.48	6.20	80.15	6.20	
74.5	78.28	6.19	79.01	6.41	
75.0	79.49	6.18	80.18	6.10	
75.5	78.32	5.96	78.96	6.02	
76.0	78.57	6.28	79.14	6.46	
76.5	78.92	5.92	79.86	6.32	
77.0	78.81	6.24	79.24	6.24	
77.5	79.31	6.10	80.03	6.31	
78.0	78.45	6.37	79.06	6.27	
78.5	79.31	5.99	80.07	6.15	
79.0	78.80	6.32	79.13	6.04	
79.5	79.52	6.27	80.35	6.12	
80.0	70.78	5.49	78.90	6.23	
80.5	79.09	6.27	78.86	6.66	
81.0	78.65	6.22	73.16	5.52	
81.5	79.46	6.37	80.23	6.47	
82.0	78.42	6.03	79.01	6.56	
82.5	78.68	6.36	79.27	6.21	
83.0	78.92	6.06	79.74	6.09	
83.5	78.81	6.34	79.34	6.29	
84.0	79.22	6.06	80.04	6.46	
84.5	78.17	6.32	78.81	6.35	
85.0	79.37	5.97	80.19	6.59	
85.5	78.64	6.24	79.24	6.08	
86.0	79.53	6.15	80.35	6.13	
86.5	78.12	6.18	78.70	6.30	
87.0	79.59	6.20	80.32	6.35	
87.5	78.31	5.96	79.05	6.16	
88.0	78.89	6.34	79.48	6.53	
88.5	78.95	5.74	79.87	6.27	
89.0	78.56	6.45	79.20	6.35	
89.5	79.36	6.14	80.05	6.00	
90.0	78.49	6.43	79.22	6.41	
