rhs       -----------start-------------
CPU0  raw=3283115 ena=165717007 run=18446744073619588335 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=3283132 ena=165981536 run=18446744073619464132 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=1115956 ena=165720160 run=18446744073619586070 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=1110670 ena=165980965 run=18446744073619449758 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=215272586 ena=167016790 run=115265472 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=11336882 ena=167015279 run=115268043 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=430093932 ena=167014020 run=115273173 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=57316 ena=167013045 run=115277602 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=523725812 ena=167011985 run=115277699 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=4040297 ena=167010760 run=115282577 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=8802 ena=167008879 run=115277953 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=3945723 ena=167006661 run=115435542 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=8360 ena=167004390 run=103485604 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=30263 ena=167002188 run=103475419 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=421616447 ena=167000838 run=117408882 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=39290404864 ena=167756589 run=167756589 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=11220156416 ena=167757780 run=167757780 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=216979605 ena=167001617 run=116253111 ratio=0.00 cycles
CPU0  raw=423913574 ena=166999966 run=115258179 ratio=0.00 instructions
CPU1  raw=3106311 ena=165703455 run=18446744073619566888 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=3102046 ena=165964129 run=18446744073619412333 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=968370 ena=165704554 run=18446744073619575805 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=967086 ena=165965314 run=18446744073619417812 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=211171672 ena=166974810 run=115232324 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=11022872 ena=166973169 run=115233693 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=433962486 ena=166970212 run=115233554 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=6457 ena=166967721 run=115242267 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=529341296 ena=166965188 run=115235914 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=4024984 ena=166962271 run=115241106 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=298 ena=166959179 run=115237945 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=3955684 ena=166954920 run=115422290 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=230 ena=166949974 run=103471760 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=15500 ena=166944168 run=103460641 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=411229296 ena=166940361 run=117388088 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=39538130944 ena=167721223 run=167721223 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=11258691584 ena=167720620 run=167720620 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=214078766 ena=166934834 run=116212327 ratio=0.00 cycles
CPU1  raw=411577004 ena=166931320 run=115209639 ratio=0.00 instructions
CPU2  raw=2827953 ena=165661312 run=18446744073619750075 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=2830525 ena=165920731 run=18446744073619612325 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=1055034 ena=165659912 run=18446744073617519902 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=1055911 ena=165920418 run=18446744073617386221 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=211557855 ena=166999389 run=115238698 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=11043239 ena=166997458 run=115240218 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
