rhs       -----------start-------------
CPU0  raw=3576655 ena=133929914 run=18446744073646821452 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=3582595 ena=134175299 run=18446744073646717641 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=1094907 ena=133930091 run=18446744073647809324 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=1096676 ena=134173060 run=18446744073647726650 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=143344563 ena=135142403 run=91526186 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=8963489 ena=135140900 run=91522250 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=226566811 ena=135139189 run=92238908 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=46276 ena=135137827 run=93221501 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=279252336 ena=135136760 run=94207000 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=2332581 ena=135135158 run=95219188 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=13205 ena=135132577 run=95483741 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=2326088 ena=135130083 run=95474338 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=12768 ena=135127259 run=84554455 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=25781 ena=135126127 run=83544402 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=219939510 ena=135124544 run=94461584 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=40830763008 ena=136226039 run=136226039 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=10594877440 ena=136227210 run=136227210 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=144862288 ena=135125041 run=92494480 ratio=0.00 cycles
CPU0  raw=221371500 ena=135123009 run=91497517 ratio=0.00 instructions
CPU1  raw=3576056 ena=133908496 run=18446744073648735872 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=3583545 ena=134151395 run=18446744073648624783 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=1161034 ena=133907429 run=18446744073649721782 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=1164984 ena=134150223 run=18446744073649609820 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=141063166 ena=135128764 run=91487226 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=8767402 ena=135126506 run=91475298 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=233114187 ena=135122630 run=92236638 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=5786 ena=135118226 run=93246798 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=276885907 ena=135118315 run=94231093 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=2150724 ena=135112525 run=95236526 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=288 ena=135108734 run=95477896 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=2065565 ena=135104545 run=95459602 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=297 ena=135100345 run=84541680 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=15112 ena=135095529 run=83541810 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=213997322 ena=135092591 run=94447119 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=40830763008 ena=136183537 run=136183537 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=10594877440 ena=136182860 run=136182860 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=142743756 ena=135088380 run=92471437 ratio=0.00 cycles
CPU1  raw=220492142 ena=135085170 run=91459600 ratio=0.00 instructions
CPU2  raw=3560723 ena=133860392 run=18446744073650605298 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=3564772 ena=134102979 run=18446744073650500610 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=1333056 ena=133858840 run=18446744073627154230 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=1340185 ena=134102598 run=18446744073627022563 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=141143145 ena=135083199 run=91430542 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=8763454 ena=135080742 run=91434025 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=232390310 ena=135076630 run=92241858 ratio=0.00 hsw_ep::UOPS_ISSUED
