rhs       -----------start-------------
CPU0  raw=1497193 ena=66992893 run=18446744073667303006 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=1500554 ena=67104489 run=18446744073667236712 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=280285 ena=66993964 run=18446744073685999920 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=280121 ena=67103486 run=18446744073685977273 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=94315027 ena=67458171 run=45689861 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=4593190 ena=67456992 run=46688256 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=155692122 ena=67456074 run=47601744 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=26600 ena=67455426 run=47612488 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=176714684 ena=67454565 run=47611639 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=1229614 ena=67453182 run=47612632 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=58910 ena=67451383 run=47614564 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=1213917 ena=67449354 run=47606735 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=46298 ena=67447128 run=41625078 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=14381 ena=67445100 run=40622700 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=139911758 ena=67443749 run=46581414 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=20835991552 ena=67882529 run=67882529 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=5138415616 ena=67883727 run=67883727 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=92229787 ena=67444485 run=44652375 ratio=0.00 cycles
CPU0  raw=149360660 ena=67443048 run=44649151 ratio=0.00 instructions
CPU1  raw=1503340 ena=66977624 run=18446744073686949227 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=1503130 ena=67086927 run=18446744073686927668 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=439688 ena=66977158 run=18446744073687942682 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=442568 ena=67086357 run=18446744073687936006 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=92344268 ena=67443815 run=45712743 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
