rhs       -----------start-------------
CPU0  raw=3090074 ena=146685339 run=18446744073634295114 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=3088650 ena=147012644 run=18446744073634158541 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=1226345 ena=146687252 run=18446744073635275654 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=1230575 ena=147010319 run=18446744073635128964 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=127473531 ena=148223080 run=100590005 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=9811398 ena=148222031 run=100609366 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=230627247 ena=148220048 run=101178757 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=50505 ena=148218249 run=102196401 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=282505049 ena=148216612 run=103183088 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=2538952 ena=148214653 run=104163109 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=13998 ena=148211996 run=104618185 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=2505252 ena=148208880 run=104600200 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=13450 ena=148205399 run=92677102 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=24528 ena=148202460 run=91674854 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=217743910 ena=148200516 run=103570339 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=40708866048 ena=149402298 run=149402298 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=11072438272 ena=149403537 run=149403537 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=128688439 ena=148200617 run=101569730 ratio=0.00 cycles
CPU0  raw=219820139 ena=148198162 run=100562229 ratio=0.00 instructions
CPU1  raw=3149346 ena=146660204 run=18446744073636204385 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=3161542 ena=146982929 run=18446744073636081360 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=1478827 ena=146658835 run=18446744073637180824 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
