rhs       -----------start-------------
CPU0  raw=3407759 ena=175099201 run=18446744073621246032 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=3410874 ena=175293913 run=18446744073621161004 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=940124 ena=175100121 run=18446744073622208987 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=937579 ena=175291560 run=18446744073622123888 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=153619391 ena=176759221 run=121093175 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=11817664 ena=176757369 run=121104830 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=329482309 ena=176755404 run=121121135 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=59914 ena=176753762 run=121133678 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=396310059 ena=176752427 run=121243899 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=3600702 ena=176750800 run=122235764 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=11867 ena=176748220 run=123226026 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=3580504 ena=176744864 run=124210901 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=11680 ena=176741248 run=111185068 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=28823 ena=176738040 run=110177619 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=313599191 ena=176736112 run=124085359 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=38468321280 ena=177820779 run=177820779 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=11718426624 ena=177822052 run=177822052 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=154767935 ena=176736517 run=122083422 ratio=0.00 cycles
CPU0  raw=316244302 ena=176733790 run=121085256 ratio=0.00 instructions
CPU1  raw=3185480 ena=175072500 run=18446744073623120803 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=3179009 ena=175263836 run=18446744073623029698 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
