rhs       -----------start-------------
CPU0  raw=3169765 ena=124876884 run=18446744073646600459 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=3172177 ena=125062115 run=18446744073646515173 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=1007533 ena=124879196 run=18446744073647583202 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=1009559 ena=125060704 run=18446744073647490680 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=186343672 ena=125748402 run=86024647 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=8472279 ena=125747251 run=86033639 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=285375453 ena=125746107 run=86028407 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=44160 ena=125745214 run=86018153 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=340014279 ena=125744285 run=86014114 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=2517202 ena=125743000 run=86407122 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=9303 ena=125741261 run=87403196 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=2656429 ena=125739162 run=88400351 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=8942 ena=125736983 run=79453926 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=25081 ena=125735093 run=79055360 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=297425088 ena=125733955 run=88991801 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=42402054144 ena=126534438 run=126534438 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=9817227264 ena=126535316 run=126535316 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=188403619 ena=125734512 run=87003341 ratio=0.00 cycles
CPU0  raw=290581688 ena=125733095 run=86013762 ratio=0.00 instructions
CPU1  raw=2876938 ena=124862612 run=18446744073648544976 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=2877218 ena=125043858 run=18446744073648448227 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=1259940 ena=124861784 run=18446744073649556875 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=1265715 ena=125042980 run=18446744073649469462 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=182848699 ena=125697440 run=85969331 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=8216014 ena=125695525 run=85982509 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=278619739 ena=125693232 run=85984457 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=5915 ena=125691090 run=85988775 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=343127329 ena=125689000 run=85977458 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=2485339 ena=125685731 run=86399280 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=181 ena=125681803 run=87397860 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=2561934 ena=125677631 run=88378844 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=147 ena=125673083 run=79439651 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=14765 ena=125669425 run=79006661 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=289962976 ena=125667098 run=88930082 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=42402054144 ena=126499326 run=126499326 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=9817227264 ena=126498780 run=126498780 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=187029946 ena=125663907 run=86946438 ratio=0.00 cycles
CPU1  raw=286938020 ena=125661437 run=85948702 ratio=0.00 instructions
CPU2  raw=2836996 ena=124822919 run=18446744073650478081 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=2846790 ena=125002723 run=18446744073650432224 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=1670964 ena=124820519 run=18446744073632825137 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=1677004 ena=125002513 run=18446744073632763385 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=182860809 ena=125703492 run=85961968 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=8216146 ena=125701659 run=85971806 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=277848911 ena=125699481 run=85984088 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=5758 ena=125697136 run=85983877 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=342335300 ena=125696602 run=85966330 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=2470930 ena=125693444 run=86430363 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU2  raw=128 ena=125689340 run=87417383 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU2  raw=2559048 ena=125684916 run=88411789 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU2  raw=131 ena=125680411 run=79471796 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU2  raw=14615 ena=125676706 run=78999463 ratio=0.00 hsw_ep::ICACHE:misses
CPU2  raw=290388450 ena=125674470 run=88928697 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU2  raw=42402054144 ena=126460645 run=126460645 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU2  raw=9817227264 ena=126460195 run=126460195 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU2  raw=187049829 ena=125671112 run=86938068 ratio=0.00 cycles
CPU2  raw=285229415 ena=125668498 run=85935342 ratio=0.00 instructions
CPU3  raw=3207318 ena=124784553 run=18446744073615295926 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU3  raw=3218198 ena=124968329 run=18446744073615186977 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU3  raw=1632943 ena=124788254 run=18446744073613319606 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU3  raw=1632166 ena=124971668 run=18446744073613195081 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU3  raw=182704204 ena=125663092 run=85929466 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU3  raw=8208716 ena=125661380 run=85928239 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU3  raw=276497123 ena=125659306 run=85945194 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU3  raw=5555 ena=125656949 run=85949254 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU3  raw=340674697 ena=125654942 run=85925939 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU3  raw=2461341 ena=125651528 run=86422383 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU3  raw=105 ena=125647565 run=87410866 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU3  raw=2516301 ena=125643314 run=88402813 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU3  raw=110 ena=125638956 run=79462629 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU3  raw=15114 ena=125635428 run=78969053 ratio=0.00 hsw_ep::ICACHE:misses
CPU3  raw=288470798 ena=125633206 run=88892476 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU3  raw=42402054144 ena=126430063 run=126430063 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU3  raw=9817227264 ena=126428254 run=126428254 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU3  raw=186889778 ena=125628433 run=86904816 ratio=0.00 cycles
CPU3  raw=284466839 ena=125625741 run=85900273 ratio=0.00 instructions
CPU4  raw=3505475 ena=124752312 run=18446744073612854355 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU4  raw=3511431 ena=124935820 run=18446744073612717293 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU4  raw=1282419 ena=124755852 run=18446744073610870959 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU4  raw=1281523 ena=124939367 run=18446744073610725314 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU4  raw=182850513 ena=125578938 run=85868698 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU4  raw=8214082 ena=125577368 run=85869688 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU4  raw=278593100 ena=125575394 run=85878226 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU4  raw=5786 ena=125573355 run=85882627 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU4  raw=343286039 ena=125571483 run=85852454 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU4  raw=2456668 ena=125568478 run=86378194 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU4  raw=264 ena=125564723 run=87370014 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU4  raw=2504713 ena=125560563 run=88367070 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU4  raw=243 ena=125556283 run=79429269 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU4  raw=13957 ena=125552824 run=78905191 ratio=0.00 hsw_ep::ICACHE:misses
CPU4  raw=287132642 ena=125550693 run=88826299 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU4  raw=42216718336 ena=126400151 run=126400151 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU4  raw=9817227264 ena=126399646 run=126399646 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU4  raw=187047261 ena=125549458 run=86838603 ratio=0.00 cycles
CPU4  raw=284847767 ena=125547014 run=85833396 ratio=0.00 instructions
CPU5  raw=3452721 ena=124726243 run=18446744073610420415 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU5  raw=3455786 ena=124910027 run=18446744073610248455 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU5  raw=1091135 ena=124729917 run=18446744073608769756 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU5  raw=1092209 ena=124912673 run=18446744073608633924 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU5  raw=182593612 ena=125538939 run=85829184 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU5  raw=8203193 ena=125537145 run=85836864 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU5  raw=277374579 ena=125535110 run=85848718 ratio=0.00 hsw_ep::UOPS_ISSUED
