rhs       -----------start-------------
CPU0  raw=1814903 ena=70111738 run=18446744073670179107 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=1817612 ena=70262658 run=18446744073670104252 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=459650 ena=70116075 run=18446744073670186527 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=457221 ena=70262849 run=18446744073670089581 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=105750036 ena=70602215 run=46742626 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=4600771 ena=70601644 run=46750964 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=168201108 ena=70600713 run=47692348 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=27003 ena=70599817 run=48698049 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=197350976 ena=70598940 run=49691357 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=1394522 ena=70597711 run=50684242 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=56409 ena=70596036 run=50750205 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=1359033 ena=70594123 run=50750192 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=48808 ena=70592018 run=44772679 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=15672 ena=70590149 run=43769654 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=157905742 ena=70588944 run=49730824 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=24018157568 ena=71034223 run=71034223 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=5447024640 ena=71035313 run=71035313 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=108011597 ena=70589498 run=47729456 ratio=0.00 cycles
CPU0  raw=157494636 ena=70587937 run=46728364 ratio=0.00 instructions
CPU1  raw=1609911 ena=70101642 run=18446744073670180560 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=1604747 ena=70248079 run=18446744073670081228 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=480988 ena=70102975 run=18446744073670207527 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=481979 ena=70248811 run=18446744073670130264 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=103448954 ena=70550280 run=46694123 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=4403015 ena=70548780 run=46708103 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=166920456 ena=70545798 run=47693712 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=3278 ena=70542551 run=48704174 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=190149525 ena=70538708 run=49686538 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=1278630 ena=70570739 run=50678251 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=3507 ena=70567427 run=50733971 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=1248198 ena=70564904 run=50726534 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=3438 ena=70562328 run=44754065 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=8680 ena=70560100 run=43744876 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=155184045 ena=70558075 run=49702615 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=24018157568 ena=71039500 run=71039500 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=5447024640 ena=71039204 run=71039204 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=108009517 ena=70555380 run=47708992 ratio=0.00 cycles
CPU1  raw=163162597 ena=70552916 run=46705851 ratio=0.00 instructions
CPU2  raw=1599165 ena=70095150 run=18446744073671123087 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=1597977 ena=70241243 run=18446744073671057567 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=735951 ena=70094451 run=18446744073672392966 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=738110 ena=70241538 run=18446744073672353218 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=103529146 ena=70592837 run=46725273 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=4406330 ena=70591323 run=46737297 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=167531872 ena=70588430 run=47719895 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=3273 ena=70585131 run=48726574 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=190882422 ena=70581781 run=49713929 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=1294505 ena=70580638 run=50701692 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU2  raw=3277 ena=70577711 run=50726432 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU2  raw=1263025 ena=70574833 run=50719390 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU2  raw=3211 ena=70571879 run=44746707 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU2  raw=8278 ena=70567093 run=43743306 ratio=0.00 hsw_ep::ICACHE:misses
CPU2  raw=154139589 ena=70564775 run=49702749 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU2  raw=24018157568 ena=71004873 run=71004873 ratio=0.00 rapl::RAPL_ENERGY_PKG
