rhs       -----------start-------------
CPU0  raw=1920495 ena=79769600 run=18446744073672440371 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=1921789 ena=79934923 run=18446744073672330498 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=441575 ena=79771561 run=18446744073673443369 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=440895 ena=79933168 run=18446744073673340699 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=85382578 ena=80445075 run=54551103 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=5437038 ena=80443434 run=55542683 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=140671554 ena=80441787 run=56534425 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=31015 ena=80440693 run=56669639 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=164470817 ena=80439679 run=56669533 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=1274407 ena=80437946 run=56668131 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=43102 ena=80435323 run=56671115 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=1273912 ena=80432552 run=56649294 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=34798 ena=80430014 run=49681827 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=16356 ena=80427362 run=48687815 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=124419112 ena=80425743 run=55638115 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=23406051328 ena=81098352 run=81098352 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=6146555904 ena=81099454 run=81099454 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=83906122 ena=80426450 run=53642215 ratio=0.00 cycles
CPU0  raw=130050258 ena=80424503 run=53495564 ratio=0.00 instructions
CPU1  raw=1904930 ena=79748499 run=18446744073674397162 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=1912237 ena=79909814 run=18446744073674325974 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=511960 ena=79747682 run=18446744073675385318 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=517087 ena=79909024 run=18446744073675325752 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=83923480 ena=80414722 run=54591852 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=5248368 ena=80457897 run=55579036 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=135368502 ena=80454631 run=56590295 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=3717 ena=80450723 run=56665081 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=160074229 ena=80446879 run=56662720 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=1209061 ena=80442914 run=56656586 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=3015 ena=80438763 run=56652190 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=1215795 ena=80433933 run=56649148 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=415 ena=80429044 run=49683168 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=11199 ena=80421951 run=48694641 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=124752209 ena=80418211 run=55633778 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=23406051328 ena=81073699 run=81073699 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=6146555904 ena=81072962 run=81072962 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=83925693 ena=80413121 run=53634758 ratio=0.00 cycles
CPU1  raw=128131375 ena=80408724 run=53513974 ratio=0.00 instructions
CPU2  raw=2138094 ena=79705370 run=18446744073676230857 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=2144296 ena=79867422 run=18446744073676179217 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=738956 ena=79704458 run=18446744073653436771 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=746054 ena=79867601 run=18446744073653363766 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=83867083 ena=80382329 run=54577877 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=5244315 ena=80378421 run=55561320 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=135004474 ena=80373502 run=56556189 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=3633 ena=80370287 run=56600137 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=159966009 ena=80367055 run=56597726 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=1239161 ena=80366404 run=56597681 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU2  raw=3280 ena=80362393 run=56585089 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU2  raw=1202658 ena=80358443 run=56572995 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU2  raw=798 ena=80354218 run=49602014 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU2  raw=9879 ena=80349925 run=48615570 ratio=0.00 hsw_ep::ICACHE:misses
CPU2  raw=123962108 ena=80347109 run=55561683 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU2  raw=23406051328 ena=81025777 run=81025777 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU2  raw=6146555904 ena=81025271 run=81025271 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU2  raw=83809515 ena=80342741 run=53583397 ratio=0.00 cycles
CPU2  raw=127698335 ena=80338641 run=53499841 ratio=0.00 instructions
CPU3  raw=2331713 ena=79657983 run=18446744073631692526 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU3  raw=2337325 ena=79821773 run=18446744073631608462 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU3  raw=1068826 ena=79660154 run=18446744073630700385 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU3  raw=1074479 ena=79823910 run=18446744073630621768 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU3  raw=83849017 ena=80327709 run=54558863 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU3  raw=5243174 ena=80343052 run=55542884 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU3  raw=135660017 ena=80338662 run=56544524 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU3  raw=3419 ena=80335205 run=56575224 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU3  raw=160234752 ena=80332110 run=56562642 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU3  raw=1223760 ena=80328596 run=56569164 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU3  raw=3071 ena=80324478 run=56549499 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU3  raw=1189182 ena=80319960 run=56541637 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU3  raw=707 ena=80315657 run=49582728 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU3  raw=9260 ena=80311315 run=48585947 ratio=0.00 hsw_ep::ICACHE:misses
CPU3  raw=125832852 ena=80308200 run=55535272 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU3  raw=23406051328 ena=81002485 run=81002485 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU3  raw=6146555904 ena=81001733 run=81001733 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU3  raw=83777951 ena=80307994 run=53553098 ratio=0.00 cycles
CPU3  raw=128531145 ena=80303666 run=53482655 ratio=0.00 instructions
CPU4  raw=2289534 ena=79639068 run=18446744073631684576 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU4  raw=2296199 ena=79803085 run=18446744073631590868 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU4  raw=1046237 ena=79641581 run=18446744073629957427 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU4  raw=1048374 ena=79806501 run=18446744073629841508 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU4  raw=83993861 ena=80397807 run=54623948 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU4  raw=5254089 ena=80394089 run=55620052 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU4  raw=136538218 ena=80390980 run=56599757 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU4  raw=3518 ena=80386636 run=56599686 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU4  raw=160611016 ena=80383309 run=56593712 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU4  raw=1219154 ena=80379985 run=56584192 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU4  raw=2967 ena=80395327 run=56590233 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU4  raw=1192977 ena=80391124 run=56583388 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU4  raw=396 ena=80386684 run=49610133 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU4  raw=8757 ena=80382542 run=48617976 ratio=0.00 hsw_ep::ICACHE:misses
CPU4  raw=126673328 ena=80379804 run=55570963 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU4  raw=23263969280 ena=80987446 run=80987446 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU4  raw=6122242048 ena=80987096 run=80987096 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU4  raw=83876127 ena=80375859 run=53591690 ratio=0.00 cycles
CPU4  raw=129297568 ena=80371369 run=53549438 ratio=0.00 instructions
CPU5  raw=2270990 ena=79626622 run=18446744073630036330 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU5  raw=2278219 ena=79791531 run=18446744073629936333 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU5  raw=883485 ena=79630999 run=18446744073628065958 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU5  raw=882215 ena=79795787 run=18446744073627946248 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU5  raw=83970993 ena=80360177 run=54606277 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU5  raw=5252135 ena=80354767 run=55601145 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU5  raw=135424733 ena=80351642 run=56568084 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU5  raw=3694 ena=80348715 run=56572401 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU5  raw=159652816 ena=80345602 run=56555097 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU5  raw=1237398 ena=80342094 run=56550140 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU5  raw=3184 ena=80337902 run=56537425 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU5  raw=1201438 ena=80333607 run=56528724 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU5  raw=426 ena=80329342 run=49571012 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU5  raw=9443 ena=80344685 run=48593473 ratio=0.00 hsw_ep::ICACHE:misses
CPU5  raw=125626302 ena=80341409 run=55542463 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU5  raw=23516676096 ena=80975065 run=80975065 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU5  raw=6136266752 ena=80974250 run=80974250 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU5  raw=83836833 ena=80336794 run=53567406 ratio=0.00 cycles
CPU5  raw=128371477 ena=80332441 run=53534752 ratio=0.00 instructions
CPU6  raw=2252398 ena=79607494 run=18446744073628105836 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU6  raw=2257051 ena=79774532 run=18446744073627992395 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU6  raw=661555 ena=79616251 run=18446744073626154666 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU6  raw=663743 ena=79783330 run=18446744073626029544 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU6  raw=83960470 ena=80339216 run=54599226 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU6  raw=5250294 ena=80335308 run=55593348 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU6  raw=136271497 ena=80332108 run=56548382 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU6  raw=3717 ena=80329087 run=56559984 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU6  raw=159981582 ena=80325883 run=56541568 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU6  raw=1210143 ena=80322402 run=56530819 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU6  raw=2974 ena=80318465 run=56523060 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU6  raw=1193114 ena=80314148 run=56508947 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU6  raw=547 ena=80309547 run=49550353 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU6  raw=9172 ena=80305125 run=48560770 ratio=0.00 hsw_ep::ICACHE:misses
CPU6  raw=127422043 ena=80302110 run=55506665 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU6  raw=23516676096 ena=80942364 run=80942364 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU6  raw=6136266752 ena=80964257 run=80964257 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU6  raw=83796629 ena=80316063 run=53552611 ratio=0.00 cycles
CPU6  raw=129171372 ena=80311748 run=53525765 ratio=0.00 instructions
CPU7  raw=2127783 ena=79596993 run=18446744073626732852 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU7  raw=2131307 ena=79760790 run=18446744073626625565 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU7  raw=717139 ena=79599071 run=18446744073643423256 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU7  raw=720262 ena=79762789 run=18446744073643359587 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU7  raw=83957928 ena=80323626 run=54596611 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU7  raw=5249389 ena=80319758 run=55586601 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU7  raw=135603673 ena=80316569 run=56520252 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU7  raw=3623 ena=80314019 run=56526283 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU7  raw=160014889 ena=80310941 run=56521793 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU7  raw=1224616 ena=80309902 run=56523254 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU7  raw=2924 ena=80306303 run=56518256 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU7  raw=1191794 ena=80302181 run=56516766 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU7  raw=322 ena=80297415 run=49544553 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU7  raw=9166 ena=80292301 run=48549840 ratio=0.00 hsw_ep::ICACHE:misses
CPU7  raw=126324211 ena=80289103 run=55491832 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU7  raw=23516676096 ena=80922148 run=80922148 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU7  raw=6136266752 ena=80921640 run=80921640 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU7  raw=83795850 ena=80284130 run=53530324 ratio=0.00 cycles
CPU7  raw=128674050 ena=80279264 run=53529523 ratio=0.00 instructions
CPU8  raw=1905640 ena=79553047 run=18446744073644392997 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU8  raw=1904149 ena=79716767 run=18446744073644303892 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU8  raw=729885 ena=79555259 run=18446744073643438455 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU8  raw=732842 ena=79719011 run=18446744073643357246 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU8  raw=83948081 ena=80273178 run=54592212 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU8  raw=5249723 ena=80269227 run=55587491 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU8  raw=135813268 ena=80266074 run=56478650 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU8  raw=3543 ena=80263219 run=56488786 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
