rhs       -----------start-------------
CPU0  raw=2938924 ena=148008555 run=18446744073633711790 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=2938190 ena=148141556 run=18446744073633650748 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=994937 ena=148008446 run=18446744073634694092 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=998641 ena=148138745 run=18446744073634631841 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=199424371 ena=149057403 run=101307747 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=9974294 ena=149056266 run=101315379 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=376120729 ena=149055065 run=101460898 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=51427 ena=149054100 run=102461470 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=458530894 ena=149053143 run=103455834 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=3452004 ena=149051753 run=104454752 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=9195 ena=149049988 run=105315460 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=3409064 ena=149047924 run=105309382 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=8862 ena=149045718 run=93353776 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=28997 ena=149044146 run=92345286 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=359729514 ena=149043119 run=104282190 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=39471808512 ena=149809398 run=149809398 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=10341646336 ena=149810792 run=149810792 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=201313259 ena=149044332 run=102284870 ratio=0.00 cycles
CPU0  raw=366097271 ena=149042910 run=101291561 ratio=0.00 instructions
CPU1  raw=2806353 ena=147992137 run=18446744073635649575 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=2816861 ena=148122477 run=18446744073635598422 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=1266217 ena=147991505 run=18446744073636640227 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=1274236 ena=148121567 run=18446744073636612970 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=197191982 ena=149059754 run=101302883 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=9764865 ena=149058082 run=101311755 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=378996277 ena=149054639 run=101489194 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=6886 ena=149051205 run=102485546 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=450241156 ena=149047570 run=103479041 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=3320399 ena=149043896 run=104469259 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=216 ena=149040249 run=105294725 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=3292934 ena=149036977 run=105288535 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=213 ena=149033650 run=93336228 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=15653 ena=149029758 run=92333095 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=359360826 ena=149027365 run=104264628 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=39471808512 ena=149772928 run=149772928 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=10341646336 ena=149772443 run=149772443 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=198877098 ena=149023940 run=102281195 ratio=0.00 cycles
CPU1  raw=370113014 ena=149021364 run=101283939 ratio=0.00 instructions
CPU2  raw=3194756 ena=147950799 run=18446744073637530729 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=3203411 ena=148080770 run=18446744073637513165 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=1511880 ena=147949426 run=18446744073617918404 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=1516242 ena=148081702 run=18446744073617863509 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=197234143 ena=149054424 run=101285949 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=9766658 ena=149052786 run=101291456 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=377959562 ena=149049678 run=101502894 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=6732 ena=149045985 run=102502292 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=446933359 ena=149044532 run=103498794 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=3291046 ena=149040494 run=104489007 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU2  raw=283 ena=149036996 run=105283698 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
