rhs       -----------start-------------
CPU0  raw=1918509 ena=82979731 run=18446744073672468253 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=1922267 ena=83174914 run=18446744073672373554 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=486750 ena=82981065 run=18446744073673471047 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=486997 ena=83172948 run=18446744073673395413 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=76474312 ena=83769776 run=55977337 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=5465790 ena=83768341 run=55994822 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=139354555 ena=83766497 run=56554367 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=30811 ena=83765153 run=57561340 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=167827076 ena=83763626 run=58549828 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=1381964 ena=83761559 run=59541167 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=55077 ena=83758656 run=59978177 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=1364383 ena=83755516 run=59969479 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=48403 ena=83752192 run=53015080 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=17063 ena=83749155 run=52002827 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=124865358 ena=83747209 run=58950975 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=23277862912 ena=84423768 run=84423768 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=6421151744 ena=84424979 run=84424979 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=77808820 ena=83747237 run=56966848 ratio=0.00 cycles
CPU0  raw=125184390 ena=83745034 run=55964825 ratio=0.00 instructions
CPU1  raw=1939741 ena=82953703 run=18446744073674378683 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=1937173 ena=83145179 run=18446744073674286762 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=470659 ena=82952426 run=18446744073675375068 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=474495 ena=83144164 run=18446744073675286830 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=75126093 ena=83754632 run=55961038 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=5272190 ena=83751665 run=55978471 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=136223762 ena=83746625 run=56587895 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=3525 ena=83741461 run=57595585 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=161566179 ena=83736225 run=58589599 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=1262700 ena=83730786 run=59567290 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=3106 ena=83725898 run=59943249 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=1204356 ena=83721284 run=59930857 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=3047 ena=83716293 run=52954706 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=9923 ena=83711208 run=51952989 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=125653524 ena=83707358 run=58900341 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=23277862912 ena=84369837 run=84369837 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=6421151744 ena=84368562 run=84368562 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=77341421 ena=83702204 run=56929948 ratio=0.00 cycles
CPU1  raw=130107352 ena=83698151 run=55929605 ratio=0.00 instructions
CPU2  raw=1743284 ena=82892938 run=18446744073676250934 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=1742854 ena=83083262 run=18446744073676169385 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=656580 ena=82890162 run=18446744073650375934 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=662500 ena=83082913 run=18446744073650304779 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=75019441 ena=83694955 run=55905202 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=5265840 ena=83691968 run=55919206 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=135512025 ena=83687211 run=56571733 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=3704 ena=83682163 run=57582640 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=160921919 ena=83677003 run=58576196 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=1308292 ena=83673142 run=59553180 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU2  raw=3202 ena=83669280 run=59889561 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU2  raw=1239300 ena=83664263 run=59879145 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU2  raw=3233 ena=83658742 run=52906435 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU2  raw=9744 ena=83653468 run=51907417 ratio=0.00 hsw_ep::ICACHE:misses
CPU2  raw=125218005 ena=83649939 run=58855013 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU2  raw=23277862912 ena=84310395 run=84310395 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU2  raw=6421151744 ena=84309501 run=84309501 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU2  raw=77426375 ena=83644506 run=56880744 ratio=0.00 cycles
CPU2  raw=128339850 ena=83640699 run=55879010 ratio=0.00 instructions
CPU3  raw=1882469 ena=82834568 run=18446744073625795335 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU3  raw=1889657 ena=83028038 run=18446744073625697481 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU3  raw=888388 ena=82837144 run=18446744073624806661 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU3  raw=894287 ena=83030562 run=18446744073624711005 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU3  raw=74933086 ena=83602700 run=55827171 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU3  raw=5261120 ena=83600041 run=55839096 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU3  raw=136172988 ena=83595436 run=56556108 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU3  raw=3464 ena=83590333 run=57562127 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU3  raw=160812032 ena=83585157 run=58545869 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU3  raw=1278556 ena=83579782 run=59518448 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU3  raw=3481 ena=83575094 run=59796017 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU3  raw=1220718 ena=83569981 run=59787409 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU3  raw=3462 ena=83564751 run=52828160 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU3  raw=9091 ena=83559941 run=51837576 ratio=0.00 hsw_ep::ICACHE:misses
CPU3  raw=125352690 ena=83556667 run=58783677 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU3  raw=23277862912 ena=84257267 run=84257267 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU3  raw=6421151744 ena=84256571 run=84256571 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU3  raw=77499393 ena=83551983 run=56799191 ratio=0.00 cycles
CPU3  raw=129316100 ena=83548129 run=55799491 ratio=0.00 instructions
CPU4  raw=2202198 ena=82776574 run=18446744073626080354 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU4  raw=2214721 ena=82970168 run=18446744073625974502 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU4  raw=960157 ena=82779268 run=18446744073625096833 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU4  raw=963739 ena=82972704 run=18446744073624994870 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU4  raw=74891110 ena=83592062 run=55799215 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU4  raw=5258701 ena=83589493 run=55815475 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU4  raw=136281408 ena=83585127 run=56587117 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU4  raw=3614 ena=83580138 run=57597796 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU4  raw=160244003 ena=83575277 run=58578955 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU4  raw=1266869 ena=83570133 run=59552256 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU4  raw=3130 ena=83565300 run=59779900 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU4  raw=1212888 ena=83560885 run=59766514 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU4  raw=3233 ena=83556199 run=52803244 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU4  raw=9596 ena=83550767 run=51807752 ratio=0.00 hsw_ep::ICACHE:misses
CPU4  raw=125936547 ena=83547369 run=58753721 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU4  raw=23277862912 ena=84200697 run=84200697 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU4  raw=6421151744 ena=84199135 run=84199135 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU4  raw=77589960 ena=83541889 run=56770062 ratio=0.00 cycles
CPU4  raw=130199887 ena=83538070 run=55769045 ratio=0.00 instructions
CPU5  raw=2560456 ena=82727225 run=18446744073626332430 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU5  raw=2567334 ena=82920734 run=18446744073626216866 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU5  raw=1014538 ena=82729575 run=18446744073625377144 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU5  raw=1015449 ena=82922923 run=18446744073625241454 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU5  raw=74804411 ena=83526367 run=55743651 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU5  raw=5252467 ena=83523554 run=55759468 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU5  raw=136880406 ena=83518898 run=56589086 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU5  raw=3573 ena=83513833 run=57583995 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU5  raw=158860038 ena=83508601 run=58565949 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU5  raw=1277827 ena=83502998 run=59538016 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU5  raw=3090 ena=83498066 run=59713434 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU5  raw=1221654 ena=83493066 run=59707928 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU5  raw=3085 ena=83488116 run=52738796 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU5  raw=9594 ena=83483304 run=51744314 ratio=0.00 hsw_ep::ICACHE:misses
CPU5  raw=127428807 ena=83480050 run=58687244 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
