rhs       -----------start-------------
CPU0  raw=1861096 ena=70939605 run=18446744073671313533 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=1873710 ena=71107198 run=18446744073671257871 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=519369 ena=70943191 run=18446744073671308956 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=518343 ena=71107597 run=18446744073671243002 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=84157383 ena=71515751 run=47694455 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=4679612 ena=71514204 run=47690320 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=129925753 ena=71513233 run=47694671 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=26984 ena=71512125 run=48618287 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=160744334 ena=71510919 run=49622676 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=1225660 ena=71509228 run=50616158 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=53019 ena=71507238 run=51608920 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=1220193 ena=71504415 run=51691584 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=54552 ena=71501643 run=45716411 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=15015 ena=71499173 run=44724010 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=129022608 ena=71497827 run=50680463 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=20963393536 ena=72052144 run=72052144 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=5422514176 ena=72053163 run=72053163 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=85935520 ena=71498005 run=48680829 ratio=0.00 cycles
CPU0  raw=126328501 ena=71496189 run=47683170 ratio=0.00 instructions
CPU1  raw=1761143 ena=70923661 run=18446744073671287622 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=1764079 ena=71087996 run=18446744073671204589 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
