rhs       -----------start-------------
CPU0  raw=2991154 ena=170021822 run=18446744073620693399 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=2999611 ena=170176620 run=18446744073620625607 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=1198823 ena=170024217 run=18446744073621678180 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=1204752 ena=170175336 run=18446744073621620684 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=254795086 ena=171132869 run=117498990 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=11679625 ena=171131817 run=118496067 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=510666339 ena=171131114 run=119360739 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=59346 ena=171130479 run=119366968 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=619631599 ena=171129791 run=119369152 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=4652250 ena=171128715 run=119364155 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=9119 ena=171127224 run=119360735 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=4607605 ena=171125424 run=119348428 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=8826 ena=171123448 run=105408868 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=33884 ena=171121787 run=104414271 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=515219121 ena=171120882 run=118355897 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=41608806400 ena=171789380 run=171789380 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=10889003008 ena=171790549 run=171790549 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=252592065 ena=171121789 run=116486500 ratio=0.00 cycles
CPU0  raw=509951922 ena=171120361 run=116478465 ratio=0.00 instructions
CPU1  raw=3075522 ena=170010530 run=18446744073622626110 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=3081239 ena=170161514 run=18446744073622572813 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=1284774 ena=170009896 run=18446744073623394324 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=1286957 ena=170162318 run=18446744073623318737 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
