rhs       -----------start-------------
CPU0  raw=1342385 ena=113764441 run=18446744073659332302 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=1341898 ena=113864149 run=18446744073659309467 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=451915 ena=113766347 run=18446744073660310200 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=449929 ena=113862239 run=18446744073660290289 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=139247362 ena=114625278 run=78781602 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=7740496 ena=114624309 run=78786597 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=286566673 ena=114623030 run=78791096 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=40436 ena=114622175 run=78790003 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=350932983 ena=114614328 run=78780324 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=2771185 ena=114612393 run=78774940 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=48056 ena=114610557 run=78770238 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=2772492 ena=114608368 run=79652665 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=69624 ena=114605929 run=71677680 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=20692 ena=114603657 run=71675165 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=292866225 ena=114602410 run=81631444 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=23462674432 ena=115063840 run=115063840 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=6956318720 ena=115111064 run=115111064 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=141105119 ena=114649529 run=79807721 ratio=0.00 cycles
CPU0  raw=284228353 ena=114648111 run=78813062 ratio=0.00 instructions
CPU1  raw=1179453 ena=113777739 run=18446744073661240139 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=1175233 ena=113873824 run=18446744073661213126 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=423184 ena=113777569 run=18446744073662238111 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=422097 ena=113873757 run=18446744073662211544 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=137607981 ena=114645480 run=78800262 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=7551789 ena=114643631 run=78804965 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=283451950 ena=114641104 run=78812787 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=5135 ena=114638652 run=78808726 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=348033785 ena=114636370 run=78803490 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=2805745 ena=114633796 run=78801876 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=5440 ena=114630826 run=78795144 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=2736516 ena=114626661 run=79658207 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=6262 ena=114621350 run=71678098 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=13295 ena=114614924 run=71670586 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=294679556 ena=114611015 run=81620782 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=23462674432 ena=115071444 run=115071444 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=6956318720 ena=115071353 run=115071353 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=140655453 ena=114607769 run=79774319 ratio=0.00 cycles
CPU1  raw=287984231 ena=114604975 run=78782379 ratio=0.00 instructions
CPU2  raw=1131275 ena=113734815 run=18446744073663138730 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=1131116 ena=113829639 run=18446744073663113538 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=503141 ena=113732792 run=18446744073642097747 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=502044 ena=113829950 run=18446744073642053988 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=137518579 ena=114597969 run=78759694 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=7547914 ena=114596054 run=78760017 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=282631004 ena=114593404 run=78765332 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=4971 ena=114590823 run=78763182 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=347053639 ena=114590694 run=78760951 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=2802461 ena=114588287 run=78757330 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU2  raw=4856 ena=114584749 run=78751654 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU2  raw=2766117 ena=114580269 run=79655359 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU2  raw=5866 ena=114575003 run=71668018 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU2  raw=12270 ena=114569406 run=71666994 ratio=0.00 hsw_ep::ICACHE:misses
CPU2  raw=294238925 ena=114565317 run=81616964 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU2  raw=23462674432 ena=115030334 run=115030334 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU2  raw=6956318720 ena=115029809 run=115029809 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU2  raw=140719457 ena=114561455 run=79728214 ratio=0.00 cycles
CPU2  raw=287732894 ena=114558454 run=78735022 ratio=0.00 instructions
