power.draw [W], utilization.gpu [%], utilization.memory [%]
64.32 W, 0 %, 0 %
64.50 W, 0 %, 0 %
64.50 W, 0 %, 0 %
64.31 W, 0 %, 0 %
64.41 W, 0 %, 0 %
64.41 W, 0 %, 0 %
64.41 W, 0 %, 0 %
64.41 W, 0 %, 0 %
64.31 W, 0 %, 0 %
64.41 W, 0 %, 0 %
64.41 W, 0 %, 0 %
64.32 W, 0 %, 0 %
64.32 W, 0 %, 0 %
64.41 W, 0 %, 0 %
64.50 W, 0 %, 0 %
64.50 W, 0 %, 0 %
64.42 W, 0 %, 0 %
64.42 W, 0 %, 0 %
64.51 W, 0 %, 0 %
64.32 W, 0 %, 0 %
64.32 W, 0 %, 0 %
64.42 W, 0 %, 0 %
64.42 W, 0 %, 0 %
64.32 W, 0 %, 0 %
64.41 W, 0 %, 0 %
64.41 W, 0 %, 0 %
63.83 W, 0 %, 0 %
63.83 W, 0 %, 0 %
63.54 W, 0 %, 0 %
63.64 W, 0 %, 0 %
63.64 W, 0 %, 0 %
63.55 W, 0 %, 0 %
63.55 W, 0 %, 0 %
63.54 W, 0 %, 0 %
63.64 W, 0 %, 0 %
63.64 W, 0 %, 0 %
63.45 W, 0 %, 0 %
63.45 W, 0 %, 0 %
63.55 W, 0 %, 0 %
63.44 W, 0 %, 0 %
63.44 W, 0 %, 0 %
63.56 W, 0 %, 0 %
63.56 W, 0 %, 0 %
63.55 W, 0 %, 0 %
63.36 W, 0 %, 0 %
63.36 W, 0 %, 0 %
63.64 W, 0 %, 0 %
63.64 W, 0 %, 0 %
63.54 W, 0 %, 0 %
63.55 W, 0 %, 0 %
63.45 W, 0 %, 0 %
63.54 W, 0 %, 0 %
63.64 W, 0 %, 0 %
63.54 W, 0 %, 0 %
63.54 W, 0 %, 0 %
63.55 W, 0 %, 0 %
63.45 W, 0 %, 0 %
63.45 W, 0 %, 0 %
68.84 W, 0 %, 0 %
68.84 W, 0 %, 0 %
81.48 W, 0 %, 0 %
83.20 W, 0 %, 0 %
83.58 W, 2 %, 0 %
83.58 W, 2 %, 0 %
83.49 W, 2 %, 0 %
83.49 W, 2 %, 0 %
83.39 W, 2 %, 0 %
83.49 W, 2 %, 0 %
83.49 W, 2 %, 0 %
83.29 W, 2 %, 0 %
83.29 W, 2 %, 0 %
83.52 W, 2 %, 0 %
83.49 W, 2 %, 0 %
83.49 W, 2 %, 0 %
83.39 W, 2 %, 0 %
83.39 W, 0 %, 0 %
83.68 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.68 W, 0 %, 0 %
83.68 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.68 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.68 W, 0 %, 0 %
83.68 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.68 W, 0 %, 0 %
83.68 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.68 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.68 W, 0 %, 0 %
83.68 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.52 W, 0 %, 0 %
83.52 W, 0 %, 0 %
83.52 W, 0 %, 0 %
83.52 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.29 W, 0 %, 0 %
83.29 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.49 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.29 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.29 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.29 W, 0 %, 0 %
83.29 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.58 W, 0 %, 0 %
83.20 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.29 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.29 W, 0 %, 0 %
83.29 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.39 W, 0 %, 0 %
83.29 W, 0 %, 0 %
83.29 W, 0 %, 0 %
83.39 W, 0 %, 0 %
