time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	14.61	1.69	16.21	2.17	
0.5	14.02	1.67	15.60	2.12	
1.0	14.01	1.68	15.55	2.14	
1.5	17.84	2.86	19.11	3.00	
2.0	52.07	7.46	57.79	8.86	
2.5	61.06	8.18	61.03	9.34	
3.0	62.26	8.40	62.50	9.40	
3.5	92.22	16.68	89.34	17.46	
4.0	83.38	15.24	81.82	16.28	
4.5	91.47	16.20	88.93	16.82	
5.0	95.87	17.62	92.76	18.42	
5.5	93.02	17.20	89.93	17.88	
6.0	91.14	15.79	88.22	16.36	
6.5	97.39	18.71	93.45	19.17	
7.0	78.69	13.48	76.88	14.20	
7.5	97.86	18.70	93.79	19.17	
8.0	90.71	16.68	87.36	17.38	
8.5	90.88	16.89	87.72	17.48	
9.0	92.44	17.15	89.15	17.75	
9.5	94.02	17.25	90.16	17.81	
10.0	93.66	17.56	90.69	18.12	
10.5	96.84	17.83	92.73	18.40	
11.0	95.07	17.78	91.29	18.31	
11.5	91.84	16.81	88.40	17.44	
12.0	98.96	18.86	94.71	19.45	
12.5	86.33	15.71	83.56	16.36	
13.0	97.72	18.63	93.68	19.22	
13.5	92.41	16.28	83.59	16.72	
14.0	87.11	14.88	81.13	15.60	
14.5	96.18	17.24	91.63	18.18	
15.0	93.02	16.04	89.69	16.80	
15.5	93.71	16.88	90.57	17.46	
16.0	91.44	16.91	89.02	17.34	
16.5	95.21	16.86	91.71	17.42	
17.0	94.73	17.27	91.61	17.87	
17.5	92.38	16.40	89.31	16.98	
18.0	96.22	17.21	92.68	18.05	
18.5	93.23	16.92	90.23	17.71	
19.0	90.48	15.93	87.73	16.67	
19.5	95.83	17.59	92.25	18.06	
20.0	85.35	13.95	82.17	14.50	
20.5	88.30	13.89	81.48	14.45	
21.0	83.39	12.91	69.92	13.68	
21.5	85.67	14.39	71.84	14.81	
22.0	86.68	14.39	78.37	14.87	
22.5	73.71	11.04	72.31	11.85	
23.0	79.79	12.46	77.30	12.89	
23.5	92.39	16.20	88.75	16.17	
24.0	87.81	14.83	84.70	15.04	
24.5	88.79	15.90	85.39	15.40	
25.0	80.63	12.50	78.47	12.95	
25.5	97.78	18.73	93.39	17.84	
26.0	89.59	16.10	86.04	15.47	
26.5	76.36	11.80	75.04	12.00	
27.0	93.04	17.39	88.80	16.42	
27.5	93.15	17.07	88.65	16.11	
28.0	98.35	19.15	93.79	18.04	
28.5	97.66	19.00	93.06	17.64	
29.0	92.84	16.59	88.81	15.71	
29.5	98.34	19.09	93.72	17.98	
30.0	97.38	18.71	92.81	17.51	
30.5	83.35	13.88	80.49	13.62	
31.0	93.79	17.44	89.80	16.71	
31.5	88.76	15.38	85.42	14.81	
32.0	91.23	16.84	87.44	16.58	
32.5	95.16	17.13	90.99	16.36	
33.0	90.23	15.89	86.61	15.87	
33.5	88.60	15.14	85.34	15.37	
34.0	86.70	14.32	83.59	13.90	
34.5	96.09	17.74	92.09	17.89	
35.0	84.21	13.73	81.56	14.12	
35.5	94.50	17.44	90.68	17.22	
36.0	94.68	17.26	90.76	17.58	
36.5	77.57	12.30	75.84	12.71	
37.0	94.27	16.75	90.66	17.34	
37.5	90.54	15.15	87.25	15.76	
38.0	83.97	13.27	81.81	13.69	
38.5	89.99	15.61	86.97	16.22	
39.0	95.12	17.19	91.57	17.68	
39.5	88.62	15.70	85.56	16.37	
40.0	96.01	18.58	92.51	19.16	
40.5	93.11	16.39	90.04	17.17	
41.0	92.86	16.74	89.66	17.43	
41.5	87.89	14.28	85.30	14.77	
42.0	97.62	18.07	93.67	18.77	
42.5	94.17	17.19	90.84	17.69	
43.0	95.70	16.97	92.43	17.83	
43.5	94.70	17.55	91.57	18.08	
44.0	95.93	17.30	92.44	18.38	
44.5	95.60	17.87	92.00	17.96	
45.0	86.82	15.47	84.30	16.45	
45.5	97.08	18.00	93.57	18.26	
46.0	90.57	15.99	88.11	16.74	
46.5	98.28	18.14	94.73	18.90	
47.0	89.15	14.68	86.35	15.26	
47.5	88.06	15.76	86.17	16.28	
48.0	91.62	16.05	88.78	16.66	
48.5	89.39	14.12	86.96	14.76	
49.0	85.43	13.98	83.45	14.85	
49.5	85.67	15.33	83.72	16.13	
50.0	91.29	16.03	88.81	16.63	
50.5	95.60	17.38	92.49	18.19	
51.0	56.59	6.78	57.32	7.53	
51.5	78.16	11.10	77.01	11.77	
52.0	81.90	12.04	80.39	12.47	
52.5	75.23	9.77	74.16	10.37	
53.0	83.90	13.83	82.21	14.23	
53.5	77.92	12.66	76.71	13.42	
54.0	88.70	16.42	86.78	16.96	
54.5	95.94	18.07	92.54	18.70	
55.0	80.73	10.88	79.18	11.71	
55.5	91.99	16.48	89.13	17.12	
56.0	82.40	12.92	80.43	13.82	
56.5	95.51	17.29	92.17	17.92	
57.0	80.27	13.13	78.99	13.82	
57.5	87.14	14.73	85.08	15.36	
58.0	81.66	11.76	79.98	12.42	
58.5	88.51	15.77	86.53	16.51	
59.0	88.61	15.33	86.05	15.96	
59.5	89.17	14.91	86.55	15.63	
60.0	91.96	15.96	89.18	16.77	
60.5	78.03	12.46	76.79	13.33	
61.0	80.10	11.94	78.96	12.76	
61.5	88.35	14.68	85.93	15.20	
62.0	89.80	15.62	87.24	16.28	
62.5	84.13	12.44	82.31	12.99	
63.0	97.47	18.26	93.88	18.86	
63.5	89.07	15.32	86.65	15.98	
64.0	86.78	13.93	84.73	14.48	
64.5	85.50	13.74	83.48	14.35	
65.0	96.41	17.77	93.07	18.32	
65.5	92.94	17.56	90.28	18.04	
66.0	85.88	13.91	83.97	14.65	
66.5	90.95	15.09	88.21	15.96	
67.0	89.54	15.71	87.07	16.24	
67.5	85.13	14.15	83.07	14.80	
68.0	88.60	14.61	86.26	15.16	
68.5	87.96	13.78	85.19	14.37	
69.0	81.30	14.19	79.17	14.97	
69.5	69.83	9.05	68.64	9.85	
70.0	85.72	15.25	84.06	15.78	
70.5	83.57	15.87	81.80	16.39	
71.0	77.25	13.23	76.77	13.84	
71.5	82.16	14.02	80.59	14.67	
72.0	82.76	13.95	78.39	14.54	
72.5	90.50	15.93	87.84	16.54	
73.0	83.29	13.05	81.80	14.45	
73.5	74.42	10.37	73.59	11.27	
74.0	81.19	13.78	80.99	15.23	
74.5	86.43	13.79	85.27	15.34	
75.0	86.34	13.93	85.24	15.52	
75.5	84.93	13.53	84.52	16.07	
76.0	79.17	12.11	79.71	14.52	
76.5	94.55	16.27	92.90	18.59	
77.0	90.57	14.25	89.68	17.39	
77.5	82.51	12.05	81.40	14.01	
78.0	82.77	12.89	80.67	14.52	
78.5	88.50	14.03	88.31	17.47	
79.0	83.62	12.85	83.33	15.66	
79.5	68.40	8.23	68.38	9.58	
80.0	79.29	12.46	79.79	14.95	
