time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	14.59	1.90	16.00	2.35	
0.5	14.39	1.89	15.75	2.33	
1.0	14.16	1.85	15.49	2.22	
1.5	14.29	1.90	15.64	2.19	
2.0	14.30	1.89	15.61	2.19	
2.5	14.25	1.86	15.58	2.17	
3.0	14.16	1.80	15.55	2.16	
3.5	14.14	1.87	15.47	2.33	
4.0	14.06	1.80	15.43	2.27	
4.5	17.20	2.81	19.27	3.34	
5.0	20.29	3.59	21.08	4.01	
5.5	17.01	2.55	17.87	2.91	
6.0	13.98	1.80	15.61	2.28	
6.5	14.41	1.83	15.61	2.25	
7.0	14.16	1.86	15.47	2.28	
7.5	19.15	3.29	19.96	3.48	
8.0	39.80	4.69	39.61	5.05	
8.5	61.12	5.31	59.85	5.52	
9.0	76.50	5.54	74.43	5.65	
9.5	78.86	5.78	76.85	6.25	
10.0	77.99	5.58	75.74	6.38	
10.5	76.80	5.89	76.83	6.38	
11.0	71.78	5.44	73.61	6.10	
11.5	71.91	5.85	71.21	6.32	
12.0	72.14	5.43	72.67	5.95	
12.5	71.84	5.78	71.52	6.37	
13.0	72.09	5.36	72.42	6.11	
13.5	71.99	6.03	71.76	6.12	
14.0	72.02	5.60	72.05	6.22	
14.5	72.01	5.77	72.01	6.36	
15.0	71.91	5.87	72.06	6.21	
15.5	71.94	5.87	71.86	6.16	
16.0	72.09	5.58	72.02	5.96	
16.5	72.02	5.68	71.99	6.38	
17.0	71.89	5.43	72.04	6.08	
17.5	72.07	5.78	71.89	6.20	
18.0	71.98	5.84	72.05	6.04	
18.5	72.07	5.60	71.92	6.27	
19.0	71.86	5.44	71.96	6.13	
19.5	72.05	5.75	72.01	6.31	
20.0	71.99	5.60	72.01	6.10	
20.5	72.04	5.78	71.88	6.13	
21.0	71.87	5.59	72.07	6.10	
21.5	72.03	5.73	71.82	6.21	
22.0	72.02	5.75	72.23	5.87	
22.5	71.87	5.73	71.77	6.40	
23.0	72.05	5.75	72.11	5.96	
23.5	72.01	5.88	71.68	6.21	
24.0	72.05	5.29	72.40	5.75	
24.5	72.00	5.80	71.81	6.18	
25.0	71.90	5.26	72.09	5.85	
25.5	71.84	5.97	71.54	6.18	
26.0	72.21	5.25	72.55	5.83	
26.5	71.64	5.89	71.53	6.23	
27.0	72.26	5.52	72.34	5.93	
27.5	71.71	5.75	71.46	6.11	
28.0	72.34	5.78	72.57	5.85	
28.5	71.50	5.72	71.20	6.32	
29.0	72.40	5.54	72.69	5.67	
29.5	71.56	5.82	71.17	6.08	
30.0	72.37	5.67	72.90	5.64	
30.5	71.46	5.74	70.97	6.13	
31.0	72.57	5.23	72.91	5.64	
31.5	71.41	5.55	71.03	6.16	
32.0	72.49	5.02	72.99	5.91	
32.5	71.70	5.77	71.14	6.07	
33.0	72.35	5.33	72.75	5.86	
33.5	71.61	5.72	71.21	6.14	
34.0	72.31	5.41	72.84	5.86	
34.5	71.65	5.56	71.06	6.19	
35.0	72.38	5.50	72.85	5.98	
35.5	71.43	5.62	70.97	6.07	
36.0	72.48	5.60	72.94	5.90	
36.5	71.78	5.73	71.36	6.13	
37.0	72.27	5.36	72.65	5.75	
37.5	71.11	5.75	70.71	6.21	
38.0	72.78	5.45	73.16	5.96	
38.5	71.68	5.96	71.12	6.05	
39.0	72.38	5.45	72.91	5.75	
39.5	71.60	5.64	71.35	6.18	
40.0	72.30	5.48	72.55	5.80	
40.5	71.85	5.71	71.40	6.15	
41.0	72.19	5.29	72.64	5.93	
41.5	71.76	5.72	71.43	6.08	
42.0	72.16	5.29	72.46	6.11	
42.5	72.02	5.78	71.53	6.26	
43.0	72.03	5.25	72.54	5.69	
43.5	71.94	5.91	71.82	6.25	
44.0	71.96	5.42	72.07	5.73	
44.5	72.10	5.81	71.95	6.19	
45.0	71.96	5.27	72.12	5.63	
45.5	71.96	5.67	71.80	6.27	
46.0	71.95	5.48	72.09	6.00	
46.5	72.16	5.80	71.94	6.20	
47.0	71.75	5.58	72.12	5.90	
47.5	72.11	5.83	71.84	6.13	
48.0	71.94	5.29	72.07	5.78	
48.5	72.09	5.82	72.30	6.16	
49.0	71.82	5.68	71.77	5.47	
49.5	70.15	5.60	69.39	5.74	
50.0	73.34	5.41	71.16	5.60	
50.5	71.68	5.64	72.89	6.31	
51.0	71.90	5.49	72.35	5.97	
