time	PKG-0	Dram-0	PKG-1	Dram-1	
0.0	14.65	1.90	16.02	2.34	
0.5	13.98	1.84	15.43	2.24	
1.0	14.17	1.87	15.45	2.31	
1.5	14.36	1.85	15.69	2.32	
2.0	14.02	1.84	15.43	2.28	
2.5	14.08	1.79	15.43	2.23	
3.0	14.09	1.85	15.48	2.27	
3.5	14.16	1.77	15.50	2.22	
4.0	14.03	1.80	15.47	2.23	
4.5	17.09	2.75	18.85	3.27	
5.0	19.54	3.53	21.38	4.05	
5.5	16.93	2.61	17.80	2.90	
6.0	14.10	1.83	15.48	2.27	
6.5	14.19	1.91	15.54	2.24	
7.0	14.09	1.87	15.45	2.23	
7.5	18.58	3.20	19.52	3.38	
8.0	34.05	4.34	34.30	4.76	
8.5	65.36	5.19	63.72	5.69	
9.0	72.31	5.48	70.86	6.01	
9.5	78.49	5.84	76.43	6.32	
10.0	69.62	5.59	68.01	5.90	
10.5	78.82	5.65	76.74	6.10	
11.0	77.41	6.02	75.66	6.60	
11.5	78.86	5.70	76.94	6.13	
12.0	77.20	5.85	75.92	6.29	
12.5	75.79	5.54	77.22	6.02	
13.0	76.37	5.85	74.99	6.27	
13.5	75.46	5.66	77.34	6.20	
14.0	76.28	5.81	74.79	5.86	
14.5	75.77	5.78	76.64	6.34	
15.0	76.10	5.33	74.87	6.17	
15.5	75.67	5.67	76.55	6.21	
16.0	76.19	5.80	74.90	6.03	
16.5	75.76	5.83	76.27	6.27	
17.0	75.92	5.68	76.00	5.94	
17.5	75.07	5.78	74.39	6.31	
18.0	71.76	5.26	69.45	5.68	
18.5	79.15	5.70	77.48	6.15	
19.0	75.50	5.58	75.71	6.09	
19.5	75.91	5.93	77.47	6.16	
20.0	76.15	5.57	75.25	6.07	
20.5	75.72	6.03	75.49	6.34	
21.0	76.07	5.50	76.20	6.18	
21.5	75.10	5.98	74.66	6.19	
22.0	76.89	5.31	77.13	6.09	
22.5	75.30	5.87	74.66	6.31	
23.0	76.59	5.23	77.02	5.86	
23.5	73.10	5.50	72.34	6.02	
24.0	73.16	5.59	70.70	5.76	
24.5	78.55	5.79	77.14	6.16	
25.0	76.01	5.65	76.26	5.94	
25.5	74.92	5.93	75.61	6.42	
26.0	77.07	5.60	77.21	5.78	
26.5	75.25	5.92	74.74	6.25	
27.0	76.62	5.87	77.17	5.98	
27.5	73.13	5.61	72.11	5.72	
28.0	73.53	5.65	70.96	5.77	
28.5	78.19	5.84	77.03	6.23	
29.0	76.20	5.53	76.58	5.70	
29.5	75.10	5.82	75.43	6.25	
30.0	76.91	5.57	77.36	5.86	
30.5	75.28	5.72	74.43	6.38	
31.0	76.61	5.37	77.36	5.86	
31.5	75.72	5.74	74.51	6.01	
32.0	76.34	5.19	77.14	5.82	
32.5	75.88	5.70	74.75	6.22	
33.0	76.02	5.51	76.86	5.64	
33.5	76.46	5.73	74.74	6.16	
34.0	75.59	5.34	76.99	6.24	
34.5	76.30	5.48	75.17	6.16	
35.0	75.59	5.37	76.45	6.06	
35.5	76.29	5.57	75.25	6.14	
36.0	75.73	5.77	76.51	5.95	
36.5	76.03	5.77	75.33	6.14	
37.0	75.83	5.73	76.30	6.03	
37.5	76.07	5.64	75.92	6.10	
38.0	75.66	5.90	75.40	6.05	
38.5	76.23	5.60	76.65	5.67	
39.0	74.85	5.70	73.92	6.19	
39.5	71.53	5.08	68.60	5.30	
40.0	79.25	5.68	78.07	6.24	
40.5	75.59	5.47	75.83	6.04	
41.0	75.92	5.60	77.14	6.11	
41.5	76.09	5.69	75.69	5.77	
42.0	75.33	5.60	75.08	6.10	
42.5	76.51	5.30	76.63	5.67	
43.0	75.24	5.67	74.66	6.08	
43.5	76.77	5.56	77.42	5.94	
44.0	75.17	5.83	74.20	6.16	
44.5	76.70	5.40	77.48	5.68	
45.0	75.66	5.78	74.46	6.30	
45.5	76.24	5.44	77.22	5.88	
46.0	75.90	5.82	74.59	6.05	
46.5	76.15	5.35	76.93	5.93	
47.0	76.32	5.75	75.02	6.12	
47.5	75.50	5.54	76.73	5.67	
48.0	76.47	5.73	75.08	6.30	
48.5	75.55	5.41	76.54	6.13	
49.0	76.28	5.67	75.25	6.10	
49.5	75.62	5.44	76.34	6.01	
50.0	76.26	5.59	75.30	5.79	
50.5	75.71	5.55	76.42	6.27	
51.0	76.11	5.51	75.68	5.79	
51.5	75.42	5.93	75.16	6.10	
52.0	76.45	5.16	76.56	5.82	
52.5	75.09	5.73	74.69	6.10	
