ep        -----------start-------------
CPU0  raw=770145 ena=33811696266 run=18446744055393257212 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=294465 ena=33855209451 run=18446744055367917842 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=498828 ena=33811703997 run=18446744055393492982 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=119291 ena=33855209338 run=18446744055367849379 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=22317314658 ena=34122482757 run=23621412258 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=1608814721 ena=34122481417 run=23622573302 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=45223272460 ena=34122480374 run=23623899801 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=11681364 ena=34122479416 run=23623916058 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=29332117329 ena=34122479460 run=23624135053 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=1240052 ena=34122479082 run=23623955844 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=153413 ena=34122477492 run=23624079009 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=1241652 ena=34122475654 run=23623617514 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=135932 ena=34122473704 run=20999414906 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=6209470 ena=34122471686 run=20998431353 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=24279887860 ena=34122470539 run=23624004977 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=5558446850048 ena=34277678539 run=34277678539 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=700180135936 ena=34277679189 run=34277679189 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=22298098811 ena=34122470478 run=23621860846 ratio=0.00 cycles
CPU0  raw=24287655127 ena=34122469075 run=23621908885 ratio=0.00 instructions
CPU1  raw=785307 ena=33811690760 run=18446744055393640875 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=292215 ena=33855195018 run=18446744055368635174 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=501839 ena=33811689427 run=18446744055412352428 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=120083 ena=33855193724 run=18446744055387610873 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=20205260833 ena=34114464796 run=23616104765 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=1509308606 ena=34114462422 run=23617467030 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=43493226819 ena=34114459574 run=23618261249 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=1266630 ena=34114457264 run=23618301727 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=27645249722 ena=34114454810 run=23618707665 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=163542 ena=34114452242 run=23618170184 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=105345 ena=34114488661 run=23618655029 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=160178 ena=34114487237 run=23618340698 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=108171 ena=34114485826 run=20994107176 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=3949066 ena=34114483380 run=20993277450 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=23283317200 ena=34114481350 run=23618009632 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=5558446850048 ena=34277699461 run=34277699461 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=700180135936 ena=34277698908 run=34277698908 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=20188689132 ena=34114477529 run=23616058020 ratio=0.00 cycles
CPU1  raw=23287585561 ena=34114473872 run=23616229358 ratio=0.00 instructions
