ep        -----------start-------------
CPU0  raw=231716 ena=15606035692 run=18446744065268317979 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=31908 ena=15613946614 run=18446744065263477969 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=184187 ena=15606097972 run=18446744065269335511 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=9127 ena=15613944263 run=18446744065264823811 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=22510402738 ena=15711126284 run=10874539821 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=1072315584 ena=15711125958 run=10874978313 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=47807313729 ena=15711124909 run=10875722559 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=5119368 ena=15711123726 run=10876723704 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=30543398370 ena=15711122687 run=10877631934 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=514125 ena=15711121308 run=10878544628 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=63159 ena=15711119639 run=10879098981 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=515001 ena=15711117716 run=10879027234 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=52725 ena=15711115552 run=9670083580 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=1999952 ena=15711113725 run=9668730795 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=25779101696 ena=15711112510 run=10877812221 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=4273805983744 ena=15755210067 run=15755210067 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=303915597824 ena=15755210584 run=15755210584 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=22504384359 ena=15711112274 run=10875453346 ratio=0.00 cycles
CPU0  raw=25775938208 ena=15711110744 run=10874487153 ratio=0.00 instructions
CPU1  raw=234490 ena=15606081515 run=18446744065270256802 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=34227 ena=15613927853 run=18446744065266153248 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=184876 ena=15606080361 run=18446744065271017242 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=9719 ena=15613926535 run=18446744065267345025 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=21591478878 ena=15709342911 run=10873073198 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=1028387736 ena=15709341035 run=10873570283 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=47062320667 ena=15709337702 run=10874469465 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=534689 ena=15709334019 run=10875539331 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=29806954923 ena=15709330133 run=10876556657 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=4190 ena=15709326202 run=10877480923 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=6064 ena=15709323627 run=10878033726 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=4512 ena=15709320495 run=10877941200 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=5815 ena=15709318198 run=9669055248 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=1331859 ena=15709314578 run=9667629428 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=25336158142 ena=15709312281 run=10876489769 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=4273805983744 ena=15755173616 run=15755173616 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=303915597824 ena=15755173022 run=15755173022 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=21587699320 ena=15709308610 run=10874031815 ratio=0.00 cycles
CPU1  raw=25333341075 ena=15709305965 run=10873054051 ratio=0.00 instructions
CPU2  raw=235262 ena=15606040925 run=18446744065271600841 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=34723 ena=15613886912 run=18446744065268251719 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=184728 ena=15606039122 run=18446744065252875178 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=9569 ena=15613886295 run=18446744065249774392 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=21585891355 ena=15708758981 run=10872610973 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=1028119401 ena=15708757396 run=10873146279 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=47063117776 ena=15708755768 run=10874124081 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=539174 ena=15708752013 run=10875254623 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=29810611195 ena=15708748097 run=10876257561 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=3780 ena=15708744112 run=10877199280 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU2  raw=6337 ena=15708740595 run=10877623033 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU2  raw=3777 ena=15708731309 run=10877507930 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU2  raw=5523 ena=15708727896 run=9668648125 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU2  raw=1363734 ena=15708723958 run=9667166973 ratio=0.00 hsw_ep::ICACHE:misses
CPU2  raw=25338842438 ena=15708721419 run=10876044836 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU2  raw=4273805983744 ena=15755140463 run=15755140463 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU2  raw=303915597824 ena=15755140183 run=15755140183 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU2  raw=21582191803 ena=15708731148 run=10873598354 ratio=0.00 cycles
CPU2  raw=25334473869 ena=15708728288 run=10872568595 ratio=0.00 instructions
CPU3  raw=233731 ena=15606007320 run=18446744065234726071 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU3  raw=33232 ena=15613856020 run=18446744065231762320 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU3  raw=183999 ena=15606009858 run=18446744065233409268 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU3  raw=8845 ena=15613857715 run=18446744065230455404 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU3  raw=21586195869 ena=15707415296 run=10871358068 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU3  raw=1028133474 ena=15707413827 run=10871961079 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU3  raw=47064320192 ena=15707410740 run=10873090285 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU3  raw=538382 ena=15707407292 run=10874296461 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU3  raw=29809663942 ena=15707403529 run=10875495891 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU3  raw=3849 ena=15707399578 run=10876324829 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU3  raw=5745 ena=15707396367 run=10876734236 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU3  raw=3730 ena=15707393143 run=10876666851 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU3  raw=5120 ena=15707389908 run=9667974865 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU3  raw=1282786 ena=15707386695 run=9666538836 ratio=0.00 hsw_ep::ICACHE:misses
CPU3  raw=25335884945 ena=15707384476 run=10875254044 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU3  raw=4273805983744 ena=15755105908 run=15755105908 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU3  raw=303915597824 ena=15755105240 run=15755105240 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU3  raw=21582485843 ena=15707380890 run=10872671438 ratio=0.00 cycles
CPU3  raw=25332101826 ena=15707378271 run=10871517998 ratio=0.00 instructions
CPU4  raw=232258 ena=15605973154 run=18446744065233851277 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU4  raw=31900 ena=15613820942 run=18446744065230799944 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU4  raw=184513 ena=15605974730 run=18446744065232771618 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU4  raw=9251 ena=15613822528 run=18446744065229534962 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU4  raw=21584740681 ena=15709610677 run=10873313527 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU4  raw=1028042913 ena=15709608829 run=10873834430 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU4  raw=47075981329 ena=15709605364 run=10874757935 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU4  raw=525431 ena=15709602757 run=10875818226 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU4  raw=29812412741 ena=15709599064 run=10876750852 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU4  raw=3751 ena=15709595042 run=10877614742 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU4  raw=5406 ena=15709591467 run=10878106326 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU4  raw=3487 ena=15709588798 run=10878033305 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU4  raw=4452 ena=15709587712 run=9669158379 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU4  raw=1210956 ena=15709584501 run=9667769139 ratio=0.00 hsw_ep::ICACHE:misses
CPU4  raw=25334646448 ena=15709582244 run=10876661492 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU4  raw=4273805983744 ena=15755072990 run=15755072990 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU4  raw=303915597824 ena=15755072571 run=15755072571 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU4  raw=21581046759 ena=15709578807 run=10874232847 ratio=0.00 cycles
CPU4  raw=25332163014 ena=15709576293 run=10873251469 ratio=0.00 instructions
CPU5  raw=236983 ena=15605940942 run=18446744065233374618 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU5  raw=36735 ena=15613788564 run=18446744065229855607 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU5  raw=185353 ena=15605942283 run=18446744065232489951 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU5  raw=10176 ena=15613790036 run=18446744065228725286 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU5  raw=21590864659 ena=15708483264 run=10872665136 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU5  raw=1028333988 ena=15708481483 run=10873245389 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU5  raw=47063494241 ena=15708478256 run=10874215646 ratio=0.00 hsw_ep::UOPS_ISSUED
