ep        -----------start-------------
CPU0  raw=8167161 ena=87166932100 run=18446744026499677867 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=3591037 ena=87093893828 run=18446744026534344609 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=1721717 ena=87166979743 run=18446744026505418881 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=1074479 ena=87093891275 run=18446744026538368130 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=73461152262 ena=90702624187 run=62786154595 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=6125105893 ena=90702622209 run=62790459320 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=137908835059 ena=90702620465 run=62796436748 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=29975588 ena=90702618549 run=62797911204 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=90322008129 ena=90702616838 run=62798964211 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=12036925 ena=90702614422 run=62799268834 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=30350370 ena=90702611217 run=62798009801 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=12035050 ena=90702607456 run=62797234494 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=26946891 ena=90702605369 run=55820134533 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=9719158 ena=90702601424 run=55815520744 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=74141021526 ena=90702600481 run=62793098219 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=12596483457024 ena=91144626774 run=91144626774 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=1889166360576 ena=91144806729 run=91144806729 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=73417911711 ena=90702779445 run=62787499459 ratio=0.00 cycles
CPU0  raw=74145155556 ena=90702776996 run=62786178739 ratio=0.00 instructions
CPU1  raw=8176985 ena=87167086788 run=18446744026507790181 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=3596473 ena=87093996891 run=18446744026541598909 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=1716971 ena=87167084090 run=18446744026509271126 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=1074998 ena=87093993839 run=18446744026544543879 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=60059848370 ena=90676132666 run=62767358599 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=5006939666 ena=90676128698 run=62771699045 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=130007981730 ena=90676123041 run=62777632920 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=3106469 ena=90676116977 run=62779155869 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=82501159030 ena=90676109528 run=62780341124 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=78129 ena=90676102887 run=62780715918 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=7145 ena=90676097147 run=62779721505 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=78955 ena=90676091319 run=62778936394 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=6209 ena=90676085384 run=55804559303 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=7673313 ena=90676079592 run=55799835766 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=69782916086 ena=90676075698 run=62775375577 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=12596483457024 ena=91144737852 run=91144737852 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=1889166360576 ena=91144737000 run=91144737000 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=60022281372 ena=90676070353 run=62769277073 ratio=0.00 cycles
CPU1  raw=69782585969 ena=90676067672 run=62768044255 ratio=0.00 instructions
CPU2  raw=8162001 ena=87167012990 run=18446744026509540187 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=3587969 ena=87093923126 run=18446744026549900931 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=1702607 ena=87167011298 run=18446744026477718400 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=1072804 ena=87093923087 run=18446744026520483235 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=60095749725 ena=90673967516 run=62761938731 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=5009912960 ena=90673967798 run=62768622193 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=129988997491 ena=90673962325 run=62776122700 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=3156670 ena=90673956688 run=62778989765 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=82496822753 ena=90673950481 run=62781068607 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=66518 ena=90673943928 run=62780701655 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU2  raw=2720 ena=90673938170 run=62778756744 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU2  raw=66647 ena=90673932753 run=62777421358 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU2  raw=2279 ena=90673926952 run=55804927703 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU2  raw=7644281 ena=90673920736 run=55798607505 ratio=0.00 hsw_ep::ICACHE:misses
CPU2  raw=69778865680 ena=90673917200 run=62774938515 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU2  raw=12596483457024 ena=91144678411 run=91144678411 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU2  raw=1889166360576 ena=91144677856 run=91144677856 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU2  raw=60060747879 ena=90673912257 run=62767104958 ratio=0.00 cycles
CPU2  raw=69774930856 ena=90673908097 run=62762900101 ratio=0.00 instructions
CPU3  raw=8109556 ena=87166953562 run=18446744026445218115 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU3  raw=3559215 ena=87093866048 run=18446744026492218343 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU3  raw=1704767 ena=87166956214 run=18446744026442612479 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU3  raw=1077763 ena=87093868986 run=18446744026489380460 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU3  raw=60061231770 ena=90675373895 run=62771230664 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU3  raw=5007049955 ena=90675371120 run=62771464231 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU3  raw=129985073343 ena=90675365909 run=62777489215 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU3  raw=2966732 ena=90675360188 run=62779018828 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU3  raw=82484221802 ena=90675354498 run=62779962073 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU3  raw=68582 ena=90675348030 run=62780248658 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU3  raw=3012 ena=90675343913 run=62779460394 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU3  raw=68043 ena=90675338982 run=62778995037 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU3  raw=2617 ena=90675333584 run=55799554696 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU3  raw=7454965 ena=90675329803 run=55799029300 ratio=0.00 hsw_ep::ICACHE:misses
CPU3  raw=69773034944 ena=90675326397 run=62774240185 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU3  raw=12596483457024 ena=91144625927 run=91144625927 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU3  raw=1889166360576 ena=91144624398 run=91144624398 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU3  raw=60025764299 ena=90675320835 run=62767887130 ratio=0.00 cycles
CPU3  raw=69772297905 ena=90675317092 run=62770544150 ratio=0.00 instructions
CPU4  raw=8131797 ena=87166900391 run=18446744026442256835 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
