ep        -----------start-------------
CPU0  raw=2030768 ena=80685114865 run=18446744030028071226 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=838010 ena=80425002132 run=18446744030131153437 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=1227171 ena=80685237380 run=18446744030030245177 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=328123 ena=80424999451 run=18446744030141430676 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=27115028416 ena=82715253619 run=57255162972 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=3075807923 ena=82715250632 run=57267129764 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=47678307064 ena=82715234293 run=57275878999 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=25036519 ena=82715232744 run=57277995581 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=31823093715 ena=82715232624 run=57275524322 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=2975376 ena=82715231767 run=57272974435 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=211428 ena=82715228646 run=57269806816 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=2975481 ena=82715226183 run=57263514136 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=188595 ena=82715223289 run=50899815650 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=4698013 ena=82715220734 run=50890394997 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=25732837218 ena=82715219043 run=57253963800 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=11579891908608 ena=83621747498 run=83621747498 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=1735166722048 ena=83621747059 run=83621747059 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=27075793483 ena=82715217127 run=57249418279 ratio=0.00 cycles
CPU0  raw=25738973718 ena=82715215018 run=57252461890 ratio=0.00 instructions
CPU1  raw=1969934 ena=80685195824 run=18446744030032426232 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=783056 ena=80424957915 run=18446744030143514225 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=1217469 ena=80685194154 run=18446744030029750892 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=312206 ena=80424956403 run=18446744030155488440 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=23070240541 ena=82711930739 run=57251644998 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=2882100716 ena=82711927587 run=57262181527 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
