ep        -----------start-------------
CPU0  raw=139408 ena=54571740185 run=18446744044159894287 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=779877 ena=54600859741 run=18446744044143628227 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=58513 ena=54571742293 run=18446744044160731163 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=641014 ena=54600857320 run=18446744044144863100 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=82512079591 ena=54919686123 run=38019851593 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=3751687009 ena=54919685734 run=38021350868 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=175136506049 ena=54919684659 run=38022997240 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=18382961 ena=54919683635 run=38023015813 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=111853387771 ena=54919682711 run=38022842786 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=2617797 ena=54919681399 run=38022606942 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=308088 ena=54919678513 run=38022069785 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=2613993 ena=54919676648 run=38021843201 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=271925 ena=54919674398 run=33796674455 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=7811349 ena=54919671345 run=33795409323 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=94434980108 ena=54919670040 run=38021051895 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=9180997484544 ena=55068374094 run=55068374094 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=1071900721152 ena=55068374559 run=55068374559 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=82482650003 ena=54919669675 run=38018726654 ratio=0.00 cycles
CPU0  raw=94436741005 ena=54919668202 run=38018869556 ratio=0.00 instructions
CPU1  raw=136978 ena=54571722703 run=18446744044161313390 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=774187 ena=54600837813 run=18446744044145778840 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=49691 ena=54571721183 run=18446744044161474038 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=631941 ena=54600836417 run=18446744044146309975 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=79257460362 ena=54914089275 run=38015690337 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=3603614277 ena=54914088328 run=38017412199 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=172570249916 ena=54914085692 run=38018784042 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=1871792 ena=54914083076 run=38018774372 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=109295729098 ena=54914080759 run=38018716992 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=11801 ena=54914078466 run=38018509887 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=90056 ena=54914075233 run=38018314926 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=11646 ena=54914071806 run=38018461187 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=78713 ena=54914067346 run=33793762705 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=4460985 ena=54914061987 run=33792244708 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=92884369921 ena=54914057913 run=38017266729 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=9180997484544 ena=55068335408 run=55068335408 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=1071923265536 ena=55068335757 run=55068335757 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=79233203128 ena=54914053308 run=38014649873 ratio=0.00 cycles
CPU1  raw=92883535969 ena=54914049223 run=38014825810 ratio=0.00 instructions
CPU2  raw=133175 ena=54571677861 run=18446744044161258905 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=769544 ena=54600792756 run=18446744044146319673 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=47932 ena=54571676082 run=18446744044141620896 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=630414 ena=54600792234 run=18446744044127166344 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=79264358664 ena=54916340499 run=38016944495 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=3604021236 ena=54916338555 run=38018580172 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=172592530718 ena=54916338236 run=38020508275 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=1924677 ena=54916335825 run=38020839103 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=109301044906 ena=54916333302 run=38020800602 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=9563 ena=54916331459 run=38020542694 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU2  raw=81022 ena=54916328430 run=38019908839 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU2  raw=9602 ena=54916326292 run=38019663092 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU2  raw=71518 ena=54916322077 run=33794928704 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU2  raw=4538132 ena=54916316917 run=33793547148 ratio=0.00 hsw_ep::ICACHE:misses
CPU2  raw=92879850022 ena=54916312870 run=38018872012 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU2  raw=9180843606016 ena=55068296194 run=55068296194 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU2  raw=1071899017216 ena=55068294894 run=55068294894 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU2  raw=79235716672 ena=54916306815 run=38016351176 ratio=0.00 cycles
CPU2  raw=92882499990 ena=54916302639 run=38016256430 ratio=0.00 instructions
