ep        -----------start-------------
CPU0  raw=760349 ena=57359663471 run=18446744042648814299 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=70879 ena=57386853577 run=18446744042634881053 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=660571 ena=57359685653 run=18446744042649729699 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=16254 ena=57386851559 run=18446744042635640550 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=82741461926 ena=57733074626 run=39967022166 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=3941200791 ena=57733074118 run=39967744721 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=175326838305 ena=57733072903 run=39968440787 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=19368810 ena=57733071905 run=39967773648 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=111985416225 ena=57733071029 run=39967437042 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=2382063 ena=57733070174 run=39967753873 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=122883 ena=57733068387 run=39968814020 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=2380726 ena=57733066395 run=39970428826 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=107942 ena=57733064069 run=35531686447 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=7117535 ena=57733061917 run=35530651852 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=94531502272 ena=57733060905 run=39971919921 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=11375652372480 ena=57897174097 run=57897174097 ratio=0.00 rapl::RAPL_ENERGY_PKG
