ep        -----------start-------------
CPU0  raw=186233 ena=61479705379 run=18446744040413995900 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=909665 ena=61519312441 run=18446744040392661975 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=64119 ena=61479744862 run=18446744040415071219 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=716738 ena=61519312858 run=18446744040393942673 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=63125829799 ena=62027855832 run=42939326570 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=4210209664 ena=62027854103 run=42941598478 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=132457841618 ena=62027852709 run=42943964238 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=20683722 ena=62027851261 run=42943662013 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=84968597699 ena=62027849865 run=42943191757 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=2532162 ena=62027847871 run=42942408851 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=100037 ena=62027845421 run=42942382881 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=2530603 ena=62027842407 run=42943269352 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=89027 ena=62027840619 run=38173187370 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=7463452 ena=62027837974 run=38171704499 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=71467271297 ena=62027837316 run=42943564660 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=10092373344256 ena=62276184060 run=62276184060 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=1239311450112 ena=62276185435 run=62276185435 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=63095778244 ena=62027837102 run=42939892828 ratio=0.00 cycles
CPU0  raw=71461575249 ena=62027835453 run=42939047610 ratio=0.00 instructions
CPU1  raw=188692 ena=61479726475 run=18446744040414749135 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=913255 ena=61519293532 run=18446744040394195226 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=61970 ena=61479728152 run=18446744040413584581 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=714192 ena=61519295117 run=18446744040392850250 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=59546069219 ena=62007409010 run=42923959966 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=3971243183 ena=62007436009 run=42925380581 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=129583547555 ena=62007435144 run=42927086279 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=2144360 ena=62007433827 run=42926225164 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=82112672349 ena=62007431415 run=42926860354 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=16564 ena=62007427104 run=42929009801 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=3932 ena=62007421448 run=42930689848 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=16928 ena=62007415443 run=42932721075 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=3655 ena=62007408860 run=38164020105 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=4454035 ena=62007403183 run=38160482950 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=69711584975 ena=62007399310 run=42930177641 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=10092373344256 ena=62276174158 run=62276174158 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=1239311450112 ena=62276174129 run=62276174129 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=59518960544 ena=62007396407 run=42925292623 ratio=0.00 cycles
CPU1  raw=69708094359 ena=62007394220 run=42924074189 ratio=0.00 instructions
CPU2  raw=189392 ena=61479712097 run=18446744040411610596 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=917030 ena=61519278827 run=18446744040391291234 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=61150 ena=61479713029 run=18446744040383494098 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=713376 ena=61519281106 run=18446744040364371800 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=59522554460 ena=62018804281 run=42931801740 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=3969740811 ena=62018802108 run=42933686317 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=129573096839 ena=62018802433 run=42935753143 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=2075289 ena=62018799616 run=42935673742 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=82101698611 ena=62018796391 run=42936751829 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=14647 ena=62018791808 run=42937171064 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU2  raw=1970 ena=62018784717 run=42938368096 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU2  raw=14435 ena=62018779015 run=42940457253 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU2  raw=1661 ena=62018772541 run=38169047103 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU2  raw=4436531 ena=62018767947 run=38166747615 ratio=0.00 hsw_ep::ICACHE:misses
CPU2  raw=69706988854 ena=62018764935 run=42937189246 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU2  raw=10092505202688 ena=62276131546 run=62276131546 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU2  raw=1239335829504 ena=62276187115 run=62276187115 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU2  raw=59496603960 ena=62018816790 run=42932095180 ratio=0.00 cycles
CPU2  raw=69701754447 ena=62018813442 run=42931166516 ratio=0.00 instructions
CPU3  raw=188958 ena=61479711760 run=18446744040357045934 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU3  raw=916103 ena=61519281401 run=18446744040338143696 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU3  raw=59881 ena=61479716742 run=18446744040354992001 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU3  raw=711656 ena=61519285224 run=18446744040335245030 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU3  raw=59527327654 ena=62026973650 run=42936351003 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU3  raw=3970142875 ena=62026971706 run=42939233076 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU3  raw=129559313681 ena=62026968851 run=42942553341 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU3  raw=2064782 ena=62026966247 run=42943169224 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU3  raw=82097898232 ena=62026963228 run=42943319828 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU3  raw=13868 ena=62026957271 run=42943514458 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU3  raw=1732 ena=62026952794 run=42943811171 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU3  raw=13712 ena=62026946805 run=42944897965 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU3  raw=1565 ena=62026940615 run=38174266047 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU3  raw=4059222 ena=62026936928 run=38171194226 ratio=0.00 hsw_ep::ICACHE:misses
CPU3  raw=69703213919 ena=62026934155 run=42942478531 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU3  raw=10092368625664 ena=62276147384 run=62276147384 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU3  raw=1239312629760 ena=62276145567 run=62276145567 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU3  raw=59499208599 ena=62026929281 run=42937398381 ratio=0.00 cycles
CPU3  raw=69701654587 ena=62026926242 run=42935927187 ratio=0.00 instructions
CPU4  raw=188728 ena=61479670058 run=18446744040373953667 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU4  raw=914456 ena=61519238252 run=18446744040353918187 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU4  raw=60166 ena=61479672076 run=18446744040373705510 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU4  raw=711262 ena=61519240549 run=18446744040353236894 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU4  raw=59413728601 ena=62025385370 run=42936264871 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU4  raw=3962414960 ena=62025382958 run=42939609410 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU4  raw=129526667230 ena=62025379847 run=42942602817 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU4  raw=1780752 ena=62025377363 run=42942786540 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU4  raw=82053840963 ena=62025374642 run=42942787717 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU4  raw=14341 ena=62025370012 run=42942444595 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU4  raw=2590 ena=62025363881 run=42942177302 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU4  raw=14342 ena=62025357757 run=42942346075 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU4  raw=2349 ena=62025354162 run=38171707424 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU4  raw=4691017 ena=62025349155 run=38168711871 ratio=0.00 hsw_ep::ICACHE:misses
CPU4  raw=69683560854 ena=62025347474 run=42940422207 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU4  raw=10092368625664 ena=62276097857 run=62276097857 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU4  raw=1239312629760 ena=62276096792 run=62276096792 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU4  raw=59386827711 ena=62025336938 run=42936469361 ratio=0.00 cycles
CPU4  raw=69685168976 ena=62025333394 run=42935888372 ratio=0.00 instructions
CPU5  raw=188627 ena=61479619654 run=18446744040376072938 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU5  raw=913817 ena=61519188990 run=18446744040354150204 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU5  raw=58075 ena=61479622721 run=18446744040376224758 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU5  raw=709709 ena=61519190861 run=18446744040353474179 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU5  raw=59532279533 ena=62031626848 run=42940373287 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU5  raw=3970489034 ena=62031624555 run=42942968184 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU5  raw=129562445583 ena=62031621738 run=42945751863 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU5  raw=2066914 ena=62031618645 run=42946229424 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU5  raw=82108225499 ena=62031615956 run=42946448742 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU5  raw=13819 ena=62031611315 run=42946399795 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU5  raw=220306 ena=62031605413 run=42946765615 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU5  raw=13758 ena=62031599195 run=42947542187 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU5  raw=195845 ena=62031592758 run=38176420775 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU5  raw=3757941 ena=62031590459 run=38173880398 ratio=0.00 hsw_ep::ICACHE:misses
CPU5  raw=69703902167 ena=62031587784 run=42945626679 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU5  raw=10092368625664 ena=62276052978 run=62276052978 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU5  raw=1239312629760 ena=62276052730 run=62276052730 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU5  raw=59501405545 ena=62031584204 run=42941273245 ratio=0.00 cycles
CPU5  raw=69692245709 ena=62031580939 run=42940327489 ratio=0.00 instructions
CPU6  raw=186786 ena=61479578126 run=18446744040378533223 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
