ep        -----------start-------------
CPU0  raw=807482 ena=44111973780 run=18446744049821427874 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=136748 ena=44138966734 run=18446744049806709084 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=565546 ena=44112029523 run=18446744049822126265 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=65484 ena=44138964366 run=18446744049807841417 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=63641727389 ena=44407210578 run=30741625977 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=3031502427 ena=44407209074 run=30742886425 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=132029814983 ena=44407207649 run=30744320232 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=14736959 ena=44407206671 run=30744398009 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=84052894253 ena=44407205659 run=30744302986 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=1844341 ena=44407204428 run=30744159803 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=75474 ena=44407202617 run=30743597821 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=1843520 ena=44407200620 run=30743450392 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=66626 ena=44407199421 run=27328487274 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=5599220 ena=44407197275 run=27327367274 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=70925071222 ena=44407196717 run=30744512236 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=9729833172992 ena=44528763671 run=44528763671 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=876298764288 ena=44528764401 run=44528764401 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=63621336621 ena=44407197292 run=30742368357 ratio=0.00 cycles
CPU0  raw=70927100981 ena=44407196076 run=30741496055 ratio=0.00 instructions
CPU1  raw=833586 ena=44112013418 run=18446744049822626675 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=155575 ena=44138948388 run=18446744049808788317 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=572869 ena=44112012266 run=18446744049822926300 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=64278 ena=44138947001 run=18446744049809616549 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=59368037291 ena=44392034489 run=30730539723 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=2827863927 ena=44392031811 run=30731578777 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=129502806609 ena=44392029036 run=30732828645 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=1445381 ena=44392026236 run=30733256296 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=81998690919 ena=44392023710 run=30733469194 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=15218 ena=44392020922 run=30733834268 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=2726 ena=44392058051 run=30733840996 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=14407 ena=44392055642 run=30733890137 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=1661 ena=44392051140 run=27320049282 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=3863859 ena=44392046435 run=27318639688 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=69659570504 ena=44392042678 run=30734364541 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=9729833172992 ena=44528776462 run=44528776462 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=876298764288 ena=44528775447 run=44528775447 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=59346618462 ena=44392036054 run=30731904841 ratio=0.00 cycles
CPU1  raw=69660289351 ena=44392033718 run=30730632681 ratio=0.00 instructions
CPU2  raw=824025 ena=44112009712 run=18446744049822925928 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=140968 ena=44138945700 run=18446744049809836240 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=561945 ena=44112008128 run=18446744049803024189 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=50072 ena=44138945592 run=18446744049790228698 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=59397521072 ena=44395121931 run=30732172209 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=2829230736 ena=44395119827 run=30733634537 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=129517453236 ena=44395119711 run=30735149158 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=1446726 ena=44395117243 run=30735621645 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=82002913750 ena=44395114773 run=30736210026 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=14504 ena=44395111851 run=30736325111 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU2  raw=1295 ena=44395108716 run=30736262688 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU2  raw=14447 ena=44395105369 run=30736161916 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU2  raw=1094 ena=44395100934 run=27321854469 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU2  raw=3813382 ena=44395095926 run=27320272030 ratio=0.00 hsw_ep::ICACHE:misses
CPU2  raw=69664428793 ena=44395091986 run=30736257243 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU2  raw=9729833172992 ena=44528737063 run=44528737063 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU2  raw=876298764288 ena=44528735963 run=44528735963 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU2  raw=59378795218 ena=44395086043 run=30733591732 ratio=0.00 cycles
CPU2  raw=69664931617 ena=44395082726 run=30732347452 ratio=0.00 instructions
CPU3  raw=784228 ena=44111969621 run=18446744049783202125 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU3  raw=120766 ena=44138908338 run=18446744049770127920 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU3  raw=554078 ena=44111973254 run=18446744049781306489 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
