ep        -----------start-------------
CPU0  raw=1133108 ena=225234797157 run=18446743951659524431 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=3329418 ena=226175611185 run=18446743951124227061 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=301744 ena=225234986769 run=18446743951746834658 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=2585859 ena=226175634395 run=18446743951102658679 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=47115127341 ena=235998836300 run=163375488308 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=5898893962 ena=235998834062 run=163141888420 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=45866349043 ena=235998856017 run=162974760396 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=57889206 ena=235998854467 run=162818062074 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=38553922005 ena=235998854912 run=162836214098 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=8199876 ena=235999059664 run=163173370022 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=2546653 ena=235999056999 run=163486320557 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=8232511 ena=235999076069 run=163549210220 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=2376479 ena=235999071911 run=145786281808 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=7285504 ena=235999068453 run=145682927901 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=29365798484 ena=235999065971 run=163743543978 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=30647506173952 ena=240988278482 run=240988278482 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=4828321742848 ena=240988305630 run=240988305630 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=47033143820 ena=235999085259 run=163782307148 ratio=0.00 cycles
CPU0  raw=29405682274 ena=235999082174 run=163787442776 ratio=0.00 instructions
CPU1  raw=1135685 ena=225235213167 run=18446743951622016144 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=3317120 ena=226175863163 run=18446743951075459597 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=301017 ena=225235215603 run=18446743951647264574 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=2580285 ena=226175864346 run=18446743951033713066 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=36838392004 ena=232211178768 run=160814249425 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
