ep        -----------start-------------
CPU0  raw=3472758 ena=353041799371 run=18446743883236171676 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=6177264 ena=371576057772 run=18446743872445561973 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=904916 ena=353041842190 run=18446743883192577306 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=4268006 ena=371576084814 run=18446743872500431302 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=101581177740 ena=384558060894 run=266181755157 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=12718280361 ena=384558058145 run=266224150744 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=151431086036 ena=384558054462 run=266271361216 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=119378814 ena=384558050539 run=266266633780 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=106432702822 ena=384558019924 run=266269672996 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=22122502 ena=384558010339 run=266259907622 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=13537943 ena=384557997554 run=266241804106 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=22139196 ena=384557960593 run=266241031571 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=11998944 ena=384557922241 run=236664652665 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=21924858 ena=384557885400 run=236632051373 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=82849378515 ena=384557850896 run=266218795441 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=43776133038080 ena=388731809915 run=388731809915 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=7942491996160 ena=388731811748 run=388731811748 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=101385554441 ena=384557841786 run=266177365583 ratio=0.00 cycles
CPU0  raw=82774251314 ena=384557828782 run=266191083064 ratio=0.00 instructions
CPU1  raw=3480550 ena=353041577820 run=18446743883129449009 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=6163369 ena=371575793622 run=18446743872587146510 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=910862 ena=353041671274 run=18446743882991975199 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=4256215 ena=371575887196 run=18446743872613312999 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=75792495637 ena=384000756961 run=265787802110 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=9482685274 ena=384000687820 run=265845489116 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=130824235624 ena=384000652188 run=265893531539 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=12169974 ena=384000640343 run=265893582591 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=86660352577 ena=384000602696 run=265880286408 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=430720 ena=384000593696 run=265862196292 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=331678 ena=384000556954 run=265845852147 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=431100 ena=384000523150 run=265842613404 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=294237 ena=384000732578 run=236333271139 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=27333802 ena=384000720133 run=236293935172 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=70457240651 ena=384000684156 run=265839071833 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=43776094240768 ena=388731678115 run=388731678115 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=7942492389376 ena=388731668828 run=388731668828 ratio=0.00 rapl::RAPL_ENERGY_DRAM
