ep        -----------start-------------
CPU0  raw=225825 ena=61617413466 run=18446744040341587780 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=944607 ena=61622188738 run=18446744040340724112 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=70280 ena=61617416953 run=18446744040343083671 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=725225 ena=61622186285 run=18446744040345207609 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=30695887498 ena=62595337291 run=43329311686 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=3589906182 ena=62595335248 run=43334162807 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=58011619502 ena=62595333836 run=43339480422 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=19804163 ena=62595331935 run=43339476633 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=37923848685 ena=62595330213 run=43338979988 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=3106943 ena=62595328310 run=43338705441 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=271838 ena=62595325876 run=43337359938 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=3103928 ena=62595323051 run=43335719430 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=241645 ena=62595320917 run=38522375830 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=4725531 ena=62595318100 run=38517795310 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=31228247285 ena=62595317143 run=43334011438 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=8741131124736 ena=63122647376 run=63122647376 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=1244979462144 ena=63122647797 run=63122647797 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=30661156014 ena=62595316310 run=43329099464 ratio=0.00 cycles
CPU0  raw=31242260697 ena=62595314081 run=43328848577 ratio=0.00 instructions
CPU1  raw=247652 ena=61617391420 run=18446744040343909059 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=966878 ena=61622160458 run=18446744040348870415 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=77733 ena=61617389512 run=18446744040344653356 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=732261 ena=61622158518 run=18446744040350071518 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=27522882873 ena=62612954671 run=43340908750 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=3437800532 ena=62612950367 run=43345981081 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=55137154263 ena=62612946015 run=43351984997 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=2061209 ena=62612942553 run=43351800497 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=35016526353 ena=62612939431 run=43351093253 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=17759 ena=62612935596 run=43350150159 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=44887 ena=62612931716 run=43348413795 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=17739 ena=62612927640 run=43347971326 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=37942 ena=62612921807 run=38533892099 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=2561597 ena=62612915969 run=38529754723 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=29461487607 ena=62612911245 run=43346995748 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=8741131124736 ena=63122593285 run=63122593285 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=1244979462144 ena=63122592077 run=63122592077 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=27491346617 ena=62612904617 run=43341421797 ratio=0.00 cycles
CPU1  raw=29469716516 ena=62612901306 run=43340689218 ratio=0.00 instructions
CPU2  raw=246039 ena=61617332627 run=18446744040343892363 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
