ep        -----------start-------------
CPU0  raw=1162261 ena=66379816116 run=18446744037754028164 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=229055 ena=66424057252 run=18446744037730247461 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=806729 ena=66379895342 run=18446744037753557828 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=63752 ena=66424058067 run=18446744037729708896 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=63460228330 ena=67004516854 run=46382681121 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=4535094083 ena=67004515308 run=46386642370 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=132741771853 ena=67004513616 run=46390712687 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=22193407 ena=67004512273 run=46391414702 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=85242487073 ena=67004511168 run=46391119244 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=3146048 ena=67004509394 run=46390910414 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=340474 ena=67004506590 run=46390026348 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=3156169 ena=67004503484 run=46389542812 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=329237 ena=67004501727 run=41235249914 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=7814302 ena=67004498839 run=41231493320 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=71610460779 ena=67004498277 run=46386527001 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=8795520237568 ena=67285650860 run=67285650860 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=1321875668992 ena=67285652600 run=67285652600 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=63427832810 ena=67004499471 run=46382090732 ratio=0.00 cycles
CPU0  raw=71611624192 ena=67004497802 run=46381440950 ratio=0.00 instructions
CPU1  raw=1195738 ena=66379877743 run=18446744037752703934 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=242791 ena=66424039219 run=18446744037729061736 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=811634 ena=66379876474 run=18446744037770227744 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=66868 ena=66424037662 run=18446744037746224592 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=59564953133 ena=66981920879 run=46367101322 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=4256410336 ena=66981916389 run=46370341300 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=129634564392 ena=66981910865 run=46373918948 ratio=0.00 hsw_ep::UOPS_ISSUED
