ep        -----------start-------------
CPU0  raw=412945 ena=13028481815 run=18446744066651903810 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=250665 ena=13035897887 run=18446744066648208261 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=280757 ena=13028556459 run=18446744066652244471 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=140101 ena=13035897472 run=18446744066648461314 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=20592793206 ena=13110638846 run=9074956319 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=895694564 ena=13110637506 run=9075277775 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=43776221456 ena=13110636323 run=9075661449 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=4330323 ena=13110635290 run=9075696531 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=27936262411 ena=13110635372 run=9075674555 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=597231 ena=13110634884 run=9076594799 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=63335 ena=13110633162 run=9077494398 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=598245 ena=13110631296 run=9078424222 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=52702 ena=13110629226 run=8070643344 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=1785507 ena=13110627203 run=8069405255 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=23596655474 ena=13110626047 run=9078224436 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=3996043444224 ena=13145757353 run=13145757353 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=278843490304 ena=13145757742 run=13145757742 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=20584241257 ena=13110625627 run=9075919299 ratio=0.00 cycles
CPU0  raw=23597255490 ena=13110624100 run=9074915005 ratio=0.00 instructions
CPU1  raw=394801 ena=13028542068 run=18446744066652486347 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=234086 ena=13035883216 run=18446744066648626774 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=279677 ena=13028542617 run=18446744066652730981 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=138615 ena=13035884904 run=18446744066648512689 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=19809690859 ena=13109881052 run=9074337975 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=861436534 ena=13109877744 run=9074689470 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=43156572838 ena=13109873758 run=9075116505 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=459437 ena=13109871211 run=9075134201 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=27325069204 ena=13109867860 run=9075232722 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=94689 ena=13109864115 run=9076177766 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=18891 ena=13109859616 run=9076986432 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=94709 ena=13109854727 run=9077948458 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=19396 ena=13109850663 run=8070185697 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=1095493 ena=13109861671 run=8068897788 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=23227877107 ena=13109859150 run=9077696623 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=3996043444224 ena=13145721174 run=13145721174 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=278843490304 ena=13145720602 run=13145720602 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=19807088715 ena=13109856118 run=9075371295 ratio=0.00 cycles
CPU1  raw=23225805277 ena=13109852674 run=9074376499 ratio=0.00 instructions
CPU2  raw=374430 ena=13028529972 run=18446744066652897831 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=213044 ena=13035871811 run=18446744066648392935 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=275504 ena=13028530490 run=18446744066636142185 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=134090 ena=13035872391 run=18446744066631866073 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=19809936581 ena=13110287345 run=9074842398 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=861549983 ena=13110285734 run=9075174572 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=43164811115 ena=13110285560 run=9075514708 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=445439 ena=13110283278 run=9075542603 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=27330576984 ena=13110281205 run=9075479047 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=141831 ena=13110277921 run=9076362433 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU2  raw=17850 ena=13110273808 run=9077187357 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU2  raw=89665 ena=13110269781 run=9078043576 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU2  raw=12178 ena=13110265516 run=8070247105 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU2  raw=998031 ena=13110261429 run=8069033783 ratio=0.00 hsw_ep::ICACHE:misses
CPU2  raw=23226997460 ena=13110259176 run=9077873547 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU2  raw=3996043444224 ena=13145739755 run=13145739755 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU2  raw=278843490304 ena=13145739367 run=13145739367 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU2  raw=19803731621 ena=13110256479 run=9075711382 ratio=0.00 cycles
CPU2  raw=23227380091 ena=13110254155 run=9074775255 ratio=0.00 instructions
CPU3  raw=354306 ena=13028512520 run=18446744066637609075 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU3  raw=194094 ena=13035854708 run=18446744066633544028 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU3  raw=271063 ena=13028513482 run=18446744066636592233 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU3  raw=129472 ena=13035856682 run=18446744066632238706 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU3  raw=19807352229 ena=13110154301 run=9074481686 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU3  raw=861341544 ena=13110152687 run=9074896494 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU3  raw=43156651897 ena=13110150671 run=9075353228 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU3  raw=466835 ena=13110163294 run=9075453637 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU3  raw=27323614255 ena=13110160258 run=9075481011 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU3  raw=117567 ena=13110157055 run=9076396986 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
