ep        -----------start-------------
CPU0  raw=778995 ena=24647922283 run=18446744060370436245 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=1072402 ena=24662479335 run=18446744060361320038 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=634799 ena=24647925514 run=18446744060371826028 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=865154 ena=24662477067 run=18446744060363168175 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=25223290013 ena=24862043400 run=17207992259 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=1682401625 ena=24862041740 run=17210404719 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=53019645028 ena=24862040167 run=17213107715 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=7854143 ena=24862038427 run=17214565624 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=33967604132 ena=24862037185 run=17215445037 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=1330342 ena=24862035415 run=17215422692 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=165107 ena=24862032805 run=17214807039 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=1332095 ena=24862030003 run=17214210500 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=151130 ena=24862026914 run=15300652038 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=2931904 ena=24862022570 run=15298267220 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=28574079829 ena=24862020934 run=17211304958 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=4413490724864 ena=24966194055 run=24966194055 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=549777768448 ena=24966195007 run=24966195007 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=25209107314 ena=24862020856 run=17208402660 ratio=0.00 cycles
CPU0  raw=28575775075 ena=24862018487 run=17207398552 ratio=0.00 instructions
CPU1  raw=788429 ena=24647950403 run=18446744060372939110 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=1080307 ena=24662503540 run=18446744060365259560 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=639364 ena=24647952096 run=18446744060373794565 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=870171 ena=24662505904 run=18446744060366906829 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=23858359305 ena=24865981199 run=17210765773 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=1591144068 ena=24865977398 run=17212520698 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=51855645119 ena=24865972628 run=17214917461 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=848500 ena=24865967913 run=17216291957 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=32847747381 ena=24865962854 run=17217494569 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=604748 ena=24865957957 run=17217716335 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=74531 ena=24865953927 run=17217282357 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=605611 ena=24865950010 run=17216976431 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=66838 ena=24865945784 run=15303700150 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=1656605 ena=24865940779 run=15301726377 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=27887761377 ena=24865937705 run=17215066072 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=4413490724864 ena=24966213788 run=24966213788 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=549777768448 ena=24966214889 run=24966214889 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=23849653418 ena=24865935810 run=17212058899 ratio=0.00 cycles
CPU1  raw=27888213264 ena=24865932833 run=17210939403 ratio=0.00 instructions
CPU2  raw=787397 ena=24647903898 run=18446744060374265006 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
