ep        -----------start-------------
CPU0  raw=444739 ena=21309957211 run=18446744062173004371 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=148307 ena=21318932064 run=18446744062168231793 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=321524 ena=21309960408 run=18446744062174214715 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=84057 ena=21318929742 run=18446744062170313462 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=21174340639 ena=21507460320 run=14887774260 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=1453418569 ena=21507458739 run=14889567192 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=44254773146 ena=21507457975 run=14891263866 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=7244489 ena=21507457335 run=14891497152 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=28409810931 ena=21507457239 run=14891436764 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=1064279 ena=21507456981 run=14891253807 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=117698 ena=21507455437 run=14891076849 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=1067304 ena=21507453701 run=14890807513 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=104074 ena=21507451873 run=13235721192 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=3021108 ena=21507450005 run=13234109307 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=23859727012 ena=21507448922 run=14889276274 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=4020570423296 ena=21598479792 run=21598479792 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=430252949504 ena=21598480380 run=21598480380 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=21158131945 ena=21507448875 run=14886772371 ratio=0.00 cycles
CPU0  raw=23880262185 ena=21507447370 run=14886746637 ratio=0.00 instructions
CPU1  raw=461216 ena=21309945817 run=18446744062175311742 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=162873 ena=21318915165 run=18446744062171885397 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=326179 ena=21309944497 run=18446744062176253083 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=87386 ena=21318913845 run=18446744062172807630 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=19864981737 ena=21509834913 run=14889192998 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=1396256918 ena=21509830485 run=14891107364 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=43233821134 ena=21509825956 run=14892920713 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=697391 ena=21509823213 run=14893084189 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=27369963833 ena=21509820438 run=14893124905 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=34992 ena=21509817507 run=14893043403 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=24364 ena=21509814039 run=14892687624 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=35154 ena=21509811454 run=14892564704 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=21935 ena=21509807837 run=13237358584 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=1562097 ena=21509804496 run=13235520449 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=23248318382 ena=21509802309 run=14890957114 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=4020570423296 ena=21598421106 run=21598421106 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=430252949504 ena=21598420121 run=21598420121 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=19853864888 ena=21509796014 run=14888294821 ratio=0.00 cycles
CPU1  raw=23250309683 ena=21509792192 run=14888280136 ratio=0.00 instructions
CPU2  raw=460211 ena=21309879501 run=18446744062176850065 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=157977 ena=21318848712 run=18446744062173590821 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=326223 ena=21309877991 run=18446744062157786986 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=85568 ena=21318848182 run=18446744062154692962 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=19877926187 ena=21488227796 run=14875846721 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=1396567748 ena=21488223091 run=14878014920 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=43232692527 ena=21488224497 run=14879261700 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=716379 ena=21488220797 run=14878312615 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=27370294511 ena=21488217849 run=14877442692 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=39246 ena=21488214670 run=14876518978 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU2  raw=14865 ena=21488211082 run=14875926203 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU2  raw=39693 ena=21488207403 run=14876066333 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU2  raw=12348 ena=21488203163 run=13223180652 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU2  raw=1624767 ena=21488199510 run=13221929680 ratio=0.00 hsw_ep::ICACHE:misses
