ep        -----------start-------------
CPU0  raw=3014625 ena=1295383924542 run=18446743372058134449 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=14233450 ena=1295900576964 run=18446743371826647469 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=2919559 ena=1295383959834 run=18446743372064474901 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=11982356 ena=1295900571800 run=18446743371858728073 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=354347204354 ena=1336937187768 run=925329103941 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=44367801746 ena=1336937181831 run=925525819976 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=587294003401 ena=1336937174410 run=925769022383 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=388703258 ena=1336937143305 run=925767365796 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=399634943674 ena=1336937135208 run=925744968867 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=41340200 ena=1336937102490 run=925717695805 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=3459740 ena=1336937091740 run=925638246547 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=41340839 ena=1336937054443 run=925604786983 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=3113593 ena=1336937008730 run=822800332983 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=65610712 ena=1336936971359 run=822630851135 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=317977119028 ena=1336936960439 run=925499797667 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=144608139411456 ena=1354206329975 run=1354206329975 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=26594990424064 ena=1354206312643 run=1354206312643 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=353681429073 ena=1336936966031 run=925291230044 ratio=0.00 cycles
CPU0  raw=317992947581 ena=1336936962574 run=925305259355 ratio=0.00 instructions
CPU1  raw=3020687 ena=1295383704064 run=18446743372059215701 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=14309266 ena=1295900320074 run=18446743371872911671 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=2918125 ena=1295383706273 run=18446743372074936109 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=12005516 ena=1295900349295 run=18446743371880720417 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=39704758402 ena=1308362558030 run=905600448131 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=4882204144 ena=1308362553518 run=905765956711 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=26041868320 ena=1308362524052 run=905901492334 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=45644791 ena=1308362484617 run=905885598906 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=29831761463 ena=1308362443722 run=905884140664 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=4780755 ena=1308362402241 run=905884362310 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=139522 ena=1308362387779 run=905886789942 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=4780247 ena=1308362382486 run=905928245501 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=122793 ena=1308362883672 run=805241070096 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=245683803 ena=1308362878545 run=805075330655 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=3439617293 ena=1308362872677 run=905693712958 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=144608114507776 ena=1354206661703 run=1354206661703 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=26594991603712 ena=1354206751369 run=1354206751369 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=39712182705 ena=1308362916296 run=905547067050 ratio=0.00 cycles
CPU1  raw=3439895643 ena=1308362911678 run=905550980039 ratio=0.00 instructions
CPU2  raw=3021605 ena=1295384046487 run=18446743372070188160 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=14479720 ena=1295900684626 run=18446743371856394069 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=2915100 ena=1295384020690 run=18446743371986361858 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=12034344 ena=1295900687425 run=18446743371748439419 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=39375773481 ena=1311920553049 run=907142711476 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=4846724286 ena=1311920857256 run=908011509517 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=25950499377 ena=1311920823628 run=908788999598 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=45616101 ena=1311920698964 run=908791137423 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=29719299598 ena=1311920660498 run=908766994761 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=4790853 ena=1311920618748 run=908742043306 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU2  raw=168770 ena=1311920592315 run=908707317068 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU2  raw=4787305 ena=1311920591100 run=908705299541 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU2  raw=140146 ena=1311920549496 run=807931652843 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU2  raw=243547486 ena=1311920506583 run=807088107171 ratio=0.00 hsw_ep::ICACHE:misses
CPU2  raw=3520831326 ena=1311920588297 run=907906964547 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU2  raw=144608112672768 ena=1354206775547 run=1354206775547 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU2  raw=26594995798016 ena=1354206774123 run=1354206774123 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU2  raw=39378555600 ena=1311920539511 run=907141755110 ratio=0.00 cycles
CPU2  raw=3523514460 ena=1311920536932 run=907128314553 ratio=0.00 instructions
CPU3  raw=3020616 ena=1295384053284 run=18446743371889212149 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU3  raw=14584641 ena=1295900699384 run=18446743371609787318 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU3  raw=2912185 ena=1295384088176 run=18446743371866953749 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU3  raw=12056494 ena=1295900730923 run=18446743371529341832 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU3  raw=41671731940 ena=1340608035474 run=928096893011 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU3  raw=5148435552 ena=1340608322878 run=928100033392 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU3  raw=26295743262 ena=1340607834437 run=928147847112 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU3  raw=47117548 ena=1340607796091 run=928182691405 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU3  raw=29898322696 ena=1340607783823 run=928398704539 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU3  raw=4727250 ena=1340607781079 run=928517548701 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU3  raw=57976 ena=1340607804626 run=928249344996 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU3  raw=4732211 ena=1340607806081 run=927983380311 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU3  raw=52121 ena=1340607808345 run=824720378235 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU3  raw=250075360 ena=1340607815891 run=824598757659 ratio=0.00 hsw_ep::ICACHE:misses
CPU3  raw=3384643060 ena=1340607811128 run=927890563319 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU3  raw=144608094322688 ena=1354206571531 run=1354206571531 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU3  raw=26594998026240 ena=1354206579418 run=1354206579418 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU3  raw=41320505971 ena=1340607845602 run=928014221973 ratio=0.00 cycles
CPU3  raw=3383876477 ena=1340607905973 run=928135637444 ratio=0.00 instructions
CPU4  raw=3028360 ena=1295383963922 run=18446743371871100316 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU4  raw=14666313 ena=1295900602751 run=18446743371507447890 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU4  raw=2910871 ena=1295383551743 run=18446743371872866964 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU4  raw=12065733 ena=1295900214061 run=18446743371492414483 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU4  raw=39398935409 ena=1320067897003 run=911332747690 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU4  raw=4849223321 ena=1320067957608 run=913359053375 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU4  raw=25972690877 ena=1320068177681 run=915278059440 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU4  raw=50424797 ena=1320068173208 run=915431252473 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU4  raw=29566471989 ena=1320068170014 run=915299931855 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU4  raw=4722425 ena=1320068167985 run=915037909384 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU4  raw=3294405 ena=1320068144907 run=915102644542 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU4  raw=4722160 ena=1320068069154 run=914920810501 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU4  raw=2904022 ena=1320068023411 run=813503387472 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU4  raw=220008852 ena=1320067949058 run=811739162834 ratio=0.00 hsw_ep::ICACHE:misses
CPU4  raw=3325590043 ena=1320067978993 run=912984802122 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU4  raw=144608078069760 ena=1354205984739 run=1354205984739 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU4  raw=26595000188928 ena=1354205979331 run=1354205979331 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU4  raw=39380580899 ena=1320067556119 run=911156003892 ratio=0.00 cycles
CPU4  raw=3325996885 ena=1320067516144 run=911201385752 ratio=0.00 instructions
CPU5  raw=3017952 ena=1295383211619 run=18446743371872536959 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU5  raw=14632093 ena=1295899846427 run=18446743371461178990 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU5  raw=2902381 ena=1295383239800 run=18446743371874341904 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU5  raw=12047445 ena=1295899878422 run=18446743371467834187 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU5  raw=43168311334 ena=1308955024607 run=905994883427 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU5  raw=5299992947 ena=1308955017596 run=906112572158 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU5  raw=27305087519 ena=1308955016481 run=906266706990 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU5  raw=74460840 ena=1308955015091 run=906323566566 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU5  raw=30565191167 ena=1308955014732 run=906356021385 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU5  raw=22516467 ena=1308954991288 run=906296079669 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU5  raw=2787373 ena=1308955279273 run=906239055140 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU5  raw=22496538 ena=1308955267194 run=906210941851 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU5  raw=2459658 ena=1308955236234 run=805559134527 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU5  raw=265508371 ena=1308954855129 run=805501357057 ratio=0.00 hsw_ep::ICACHE:misses
CPU5  raw=3872413936 ena=1308954790141 run=906193782584 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU5  raw=144608060506112 ena=1354205706245 run=1354205706245 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU5  raw=26595003531264 ena=1354205723780 run=1354205723780 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU5  raw=43347753723 ena=1308954780796 run=906070465600 ratio=0.00 cycles
CPU5  raw=3872250573 ena=1308954765098 run=906049955565 ratio=0.00 instructions
CPU6  raw=3004299 ena=1295383038073 run=18446743371872368304 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU6  raw=14507328 ena=1295899675436 run=18446743371486851164 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU6  raw=2895698 ena=1295383071403 run=18446743371879195416 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU6  raw=12024744 ena=1295899706816 run=18446743371518206740 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU6  raw=39075953648 ena=1313839786698 run=906118719149 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU6  raw=4803088814 ena=1313839812150 run=908653926953 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU6  raw=25916408597 ena=1313839820111 run=911169494976 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU6  raw=50246652 ena=1313839850752 run=911174970791 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU6  raw=29576251269 ena=1313839829177 run=911159351468 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU6  raw=4706082 ena=1313839864809 run=911134321630 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU6  raw=107666 ena=1313839891816 run=911101956623 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
