ep        -----------start-------------
CPU0  raw=242763 ena=13224261662 run=18446744066551714435 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=61203 ena=13232491732 run=18446744066547269791 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=164990 ena=13224312414 run=18446744066552650405 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=16879 ena=13232489329 run=18446744066548141577 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=20620971339 ena=13305565080 run=9211574542 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=906862984 ena=13305563727 run=9212064510 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=43808642009 ena=13305562430 run=9212456389 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=4309202 ena=13305561505 run=9212478530 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=27923073818 ena=13305561311 run=9212230882 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=442251 ena=13305560662 run=9211969469 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=67164 ena=13305558836 run=9211694142 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=442169 ena=13305556892 run=9211383328 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=54622 ena=13305554809 run=8187320967 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=1800490 ena=13305552736 run=8187090410 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=23605503475 ena=13305551512 run=9211693818 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=4001742716928 ena=13345332958 run=13345332958 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=261156831232 ena=13345333449 run=13345333449 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=20608693960 ena=13305551267 run=9210507021 ratio=0.00 cycles
CPU0  raw=23625635342 ena=13305549826 run=9210782656 ratio=0.00 instructions
