ep        -----------start-------------
CPU0  raw=359971 ena=15142376228 run=18446744065516001229 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU0  raw=165033 ena=15148032200 run=18446744065512106530 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU0  raw=261006 ena=15142436093 run=18446744065517092737 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU0  raw=96161 ena=15148029995 run=18446744065513371692 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU0  raw=20724468922 ena=15246994251 run=10555094536 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU0  raw=1038074683 ena=15246993302 run=10555584864 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU0  raw=43926584820 ena=15246992172 run=10556036861 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU0  raw=4984180 ena=15246991242 run=10556093194 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU0  raw=28046819813 ena=15246991245 run=10556134378 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU0  raw=569313 ena=15246991200 run=10556082661 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU0  raw=85940 ena=15246989370 run=10555930865 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU0  raw=568969 ena=15246987663 run=10555772912 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU0  raw=74689 ena=15246985693 run=9382756582 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU0  raw=1996288 ena=15246983635 run=9382316977 ratio=0.00 hsw_ep::ICACHE:misses
CPU0  raw=23649250569 ena=15246982439 run=10556165835 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU0  raw=3933406494720 ena=15293848139 run=15293848139 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU0  raw=319877611520 ena=15293848777 run=15293848777 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU0  raw=20699101437 ena=15246982221 run=10554858445 ratio=0.00 cycles
CPU0  raw=23673544053 ena=15246980732 run=10554915698 ratio=0.00 instructions
CPU1  raw=374064 ena=15142449978 run=18446744065518046474 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU1  raw=177012 ena=15148044654 run=18446744065514558678 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU1  raw=263957 ena=15142448487 run=18446744065518887346 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU1  raw=98176 ena=15148043460 run=18446744065515407057 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU1  raw=19846897533 ena=15247051296 run=10554890894 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU1  raw=999887237 ena=15247049215 run=10555453822 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU1  raw=43214982464 ena=15247045393 run=10555996360 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU1  raw=525569 ena=15247043059 run=10556113213 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU1  raw=27344480212 ena=15247040703 run=10556195291 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU1  raw=76262 ena=15247038334 run=10556096422 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
CPU1  raw=53192 ena=15247035019 run=10555993670 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS
CPU1  raw=76294 ena=15247032719 run=10555936608 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS_LOCAL
CPU1  raw=48739 ena=15247028737 run=9383005814 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_1:L3_MISS
CPU1  raw=1146504 ena=15247024326 run=9382537305 ratio=0.00 hsw_ep::ICACHE:misses
CPU1  raw=23214852188 ena=15247020755 run=10556375665 ratio=0.00 hsw_ep::INSTRUCTION_RETIRED
CPU1  raw=3933406494720 ena=15293810879 run=15293810879 ratio=0.00 rapl::RAPL_ENERGY_PKG
CPU1  raw=319877611520 ena=15293810178 run=15293810178 ratio=0.00 rapl::RAPL_ENERGY_DRAM
CPU1  raw=19820605609 ena=15247015833 run=10554851685 ratio=0.00 cycles
CPU1  raw=23240212291 ena=15247012182 run=10554820380 ratio=0.00 instructions
CPU2  raw=363723 ena=15142405722 run=18446744065519658133 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:RD
CPU2  raw=165261 ena=15148000491 run=18446744065516494158 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:RD
CPU2  raw=258591 ena=15142404415 run=18446744065502501258 ratio=0.00 hswep_unc_imc0::UNC_M_CAS_COUNT:WR
CPU2  raw=92541 ena=15148000126 run=18446744065499626540 ratio=0.00 hswep_unc_imc1::UNC_M_CAS_COUNT:WR
CPU2  raw=19844386363 ena=15246156576 run=10554119620 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED
CPU2  raw=999694183 ena=15246154670 run=10554825943 ratio=0.00 hsw_ep::CPU_CLK_UNHALTED:REF_XCLK
CPU2  raw=43218694141 ena=15246158425 run=10555606528 ratio=0.00 hsw_ep::UOPS_ISSUED
CPU2  raw=514253 ena=15246156393 run=10555724772 ratio=0.00 hsw_ep::UOPS_ISSUED:FLAGS_MERGE
CPU2  raw=27341845095 ena=15246154047 run=10555810590 ratio=0.00 hsw_ep::UOPS_RETIRED:ALL
CPU2  raw=40745 ena=15246151736 run=10555664277 ratio=0.00 hsw_ep::OFFCORE_RESPONSE_0:L3_MISS_LOCAL
