TensorFlow:  1.13
Model:       googlenet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 1000
Num epochs:  0.05
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Step	Img/sec	total_loss
1	images/sec: 542.5 +/- 0.0 (jitter = 0.0)	7.069
10	images/sec: 532.1 +/- 5.3 (jitter = 2.7)	7.070
20	images/sec: 534.4 +/- 2.7 (jitter = 2.4)	7.071
30	images/sec: 533.2 +/- 2.3 (jitter = 2.9)	7.069
40	images/sec: 534.2 +/- 1.8 (jitter = 3.3)	7.069
50	images/sec: 534.2 +/- 1.4 (jitter = 3.7)	7.070
60	images/sec: 534.0 +/- 1.3 (jitter = 4.3)	7.070
70	images/sec: 534.5 +/- 1.1 (jitter = 4.3)	7.070
80	images/sec: 535.1 +/- 1.0 (jitter = 3.9)	7.070
90	images/sec: 535.6 +/- 0.9 (jitter = 3.7)	7.070
100	images/sec: 534.5 +/- 1.0 (jitter = 3.9)	7.070
110	images/sec: 534.4 +/- 0.9 (jitter = 4.0)	7.071
120	images/sec: 534.6 +/- 0.9 (jitter = 3.7)	7.070
130	images/sec: 534.7 +/- 0.8 (jitter = 3.6)	7.069
140	images/sec: 534.5 +/- 0.8 (jitter = 3.8)	7.069
150	images/sec: 534.0 +/- 0.8 (jitter = 4.1)	7.071
160	images/sec: 533.4 +/- 0.8 (jitter = 4.6)	7.071
170	images/sec: 533.4 +/- 0.8 (jitter = 4.6)	7.071
180	images/sec: 533.4 +/- 0.7 (jitter = 4.6)	7.070
190	images/sec: 533.7 +/- 0.7 (jitter = 4.2)	7.069
200	images/sec: 533.8 +/- 0.7 (jitter = 4.1)	7.071
210	images/sec: 533.7 +/- 0.7 (jitter = 4.3)	7.069
220	images/sec: 533.3 +/- 0.7 (jitter = 4.6)	7.070
230	images/sec: 533.1 +/- 0.7 (jitter = 5.0)	7.070
240	images/sec: 533.2 +/- 0.7 (jitter = 5.2)	7.071
250	images/sec: 533.4 +/- 0.6 (jitter = 4.7)	7.070
260	images/sec: 533.5 +/- 0.6 (jitter = 4.5)	7.070
270	images/sec: 533.4 +/- 0.6 (jitter = 4.7)	7.068
280	images/sec: 533.5 +/- 0.6 (jitter = 4.6)	7.069
290	images/sec: 533.6 +/- 0.6 (jitter = 4.5)	7.070
300	images/sec: 533.6 +/- 0.6 (jitter = 4.6)	7.069
310	images/sec: 533.8 +/- 0.5 (jitter = 4.6)	7.071
320	images/sec: 533.9 +/- 0.5 (jitter = 4.7)	7.070
330	images/sec: 534.0 +/- 0.5 (jitter = 4.7)	7.070
340	images/sec: 534.0 +/- 0.5 (jitter = 4.5)	7.070
350	images/sec: 534.0 +/- 0.5 (jitter = 4.8)	7.070
360	images/sec: 533.9 +/- 0.5 (jitter = 4.9)	7.070
370	images/sec: 533.9 +/- 0.5 (jitter = 5.2)	7.069
380	images/sec: 533.9 +/- 0.5 (jitter = 5.3)	7.069
390	images/sec: 534.0 +/- 0.5 (jitter = 5.3)	7.070
400	images/sec: 534.1 +/- 0.4 (jitter = 5.1)	7.070
410	images/sec: 534.2 +/- 0.4 (jitter = 4.9)	7.072
420	images/sec: 534.2 +/- 0.4 (jitter = 4.9)	7.070
430	images/sec: 534.2 +/- 0.4 (jitter = 5.0)	7.068
440	images/sec: 534.2 +/- 0.4 (jitter = 5.1)	7.070
450	images/sec: 534.3 +/- 0.4 (jitter = 5.1)	7.069
460	images/sec: 534.3 +/- 0.4 (jitter = 5.0)	7.070
470	images/sec: 534.4 +/- 0.4 (jitter = 4.8)	7.070
480	images/sec: 534.4 +/- 0.4 (jitter = 5.0)	7.070
490	images/sec: 534.5 +/- 0.4 (jitter = 4.8)	7.070
500	images/sec: 534.5 +/- 0.4 (jitter = 5.0)	7.068
510	images/sec: 534.5 +/- 0.4 (jitter = 5.0)	7.071
520	images/sec: 534.6 +/- 0.4 (jitter = 4.9)	7.070
530	images/sec: 534.6 +/- 0.3 (jitter = 5.0)	7.069
540	images/sec: 534.5 +/- 0.3 (jitter = 5.1)	7.070
550	images/sec: 534.5 +/- 0.3 (jitter = 5.0)	7.069
560	images/sec: 534.6 +/- 0.3 (jitter = 5.0)	7.069
570	images/sec: 534.7 +/- 0.3 (jitter = 4.8)	7.071
580	images/sec: 534.7 +/- 0.3 (jitter = 4.8)	7.071
590	images/sec: 534.7 +/- 0.3 (jitter = 4.8)	7.069
600	images/sec: 534.7 +/- 0.3 (jitter = 4.8)	7.070
610	images/sec: 534.8 +/- 0.3 (jitter = 4.8)	7.071
620	images/sec: 534.8 +/- 0.3 (jitter = 4.8)	7.069
630	images/sec: 534.9 +/- 0.3 (jitter = 4.8)	7.072
640	images/sec: 534.9 +/- 0.3 (jitter = 4.8)	7.069
650	images/sec: 535.0 +/- 0.3 (jitter = 4.8)	7.070
660	images/sec: 535.1 +/- 0.3 (jitter = 4.7)	7.071
670	images/sec: 535.1 +/- 0.3 (jitter = 4.6)	7.069
680	images/sec: 535.1 +/- 0.3 (jitter = 4.5)	7.070
690	images/sec: 535.2 +/- 0.3 (jitter = 4.4)	7.069
700	images/sec: 535.2 +/- 0.3 (jitter = 4.4)	7.070
710	images/sec: 535.3 +/- 0.3 (jitter = 4.4)	7.071
720	images/sec: 535.3 +/- 0.3 (jitter = 4.4)	7.071
730	images/sec: 535.4 +/- 0.3 (jitter = 4.4)	7.071
740	images/sec: 535.4 +/- 0.3 (jitter = 4.4)	7.069
750	images/sec: 535.5 +/- 0.3 (jitter = 4.4)	7.070
760	images/sec: 535.5 +/- 0.3 (jitter = 4.4)	7.068
770	images/sec: 535.5 +/- 0.3 (jitter = 4.4)	7.070
780	images/sec: 535.5 +/- 0.3 (jitter = 4.4)	7.070
790	images/sec: 535.5 +/- 0.3 (jitter = 4.4)	7.069
800	images/sec: 535.6 +/- 0.2 (jitter = 4.4)	7.071
810	images/sec: 535.6 +/- 0.3 (jitter = 4.4)	7.070
820	images/sec: 535.6 +/- 0.2 (jitter = 4.4)	7.070
830	images/sec: 535.6 +/- 0.2 (jitter = 4.4)	7.070
840	images/sec: 535.6 +/- 0.2 (jitter = 4.3)	7.069
850	images/sec: 535.6 +/- 0.2 (jitter = 4.3)	7.070
860	images/sec: 535.6 +/- 0.2 (jitter = 4.3)	7.070
870	images/sec: 535.6 +/- 0.2 (jitter = 4.2)	7.071
880	images/sec: 535.7 +/- 0.2 (jitter = 4.2)	7.070
890	images/sec: 535.7 +/- 0.2 (jitter = 4.2)	7.071
900	images/sec: 535.7 +/- 0.2 (jitter = 4.1)	7.070
910	images/sec: 535.8 +/- 0.2 (jitter = 4.1)	7.068
920	images/sec: 535.8 +/- 0.2 (jitter = 4.1)	7.069
930	images/sec: 535.8 +/- 0.2 (jitter = 4.1)	7.070
940	images/sec: 535.8 +/- 0.2 (jitter = 4.1)	7.070
950	images/sec: 535.8 +/- 0.2 (jitter = 4.1)	7.070
960	images/sec: 535.8 +/- 0.2 (jitter = 4.1)	7.070
970	images/sec: 535.8 +/- 0.2 (jitter = 4.1)	7.070
980	images/sec: 535.8 +/- 0.2 (jitter = 4.1)	7.069
990	images/sec: 535.8 +/- 0.2 (jitter = 4.1)	7.070
1000	images/sec: 535.8 +/- 0.2 (jitter = 4.1)	7.071
----------------------------------------------------------------
total images/sec: 535.33
----------------------------------------------------------------
