TensorFlow:  1.13
Model:       googlenet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 1000
Num epochs:  0.05
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Step	Img/sec	total_loss
1	images/sec: 408.6 +/- 0.0 (jitter = 0.0)	7.069
10	images/sec: 406.7 +/- 0.8 (jitter = 1.6)	7.070
20	images/sec: 407.2 +/- 0.4 (jitter = 1.4)	7.071
30	images/sec: 406.8 +/- 0.5 (jitter = 1.2)	7.069
40	images/sec: 406.9 +/- 0.4 (jitter = 1.1)	7.070
50	images/sec: 407.0 +/- 0.3 (jitter = 1.0)	7.070
60	images/sec: 404.7 +/- 0.9 (jitter = 1.3)	7.070
70	images/sec: 404.1 +/- 0.9 (jitter = 1.5)	7.069
80	images/sec: 404.2 +/- 0.8 (jitter = 1.4)	7.070
90	images/sec: 403.3 +/- 0.9 (jitter = 1.6)	7.070
100	images/sec: 403.6 +/- 0.8 (jitter = 1.5)	7.071
110	images/sec: 403.8 +/- 0.8 (jitter = 1.6)	7.071
120	images/sec: 404.0 +/- 0.7 (jitter = 1.5)	7.070
130	images/sec: 403.8 +/- 0.7 (jitter = 1.4)	7.069
140	images/sec: 404.1 +/- 0.7 (jitter = 1.4)	7.070
150	images/sec: 404.2 +/- 0.6 (jitter = 1.4)	7.071
160	images/sec: 404.1 +/- 0.6 (jitter = 1.4)	7.071
170	images/sec: 404.3 +/- 0.6 (jitter = 1.5)	7.071
180	images/sec: 404.7 +/- 0.6 (jitter = 1.7)	7.070
190	images/sec: 405.0 +/- 0.5 (jitter = 1.7)	7.069
200	images/sec: 405.3 +/- 0.5 (jitter = 1.8)	7.070
210	images/sec: 405.7 +/- 0.5 (jitter = 1.8)	7.070
220	images/sec: 405.9 +/- 0.5 (jitter = 1.9)	7.070
230	images/sec: 406.0 +/- 0.5 (jitter = 2.0)	7.070
240	images/sec: 406.2 +/- 0.5 (jitter = 2.2)	7.070
250	images/sec: 406.5 +/- 0.5 (jitter = 2.5)	7.070
260	images/sec: 406.7 +/- 0.4 (jitter = 2.9)	7.070
270	images/sec: 406.9 +/- 0.4 (jitter = 3.4)	7.068
280	images/sec: 407.0 +/- 0.4 (jitter = 3.9)	7.069
290	images/sec: 407.2 +/- 0.4 (jitter = 4.3)	7.070
300	images/sec: 407.4 +/- 0.4 (jitter = 4.5)	7.069
310	images/sec: 407.5 +/- 0.4 (jitter = 4.5)	7.071
320	images/sec: 407.6 +/- 0.4 (jitter = 4.5)	7.070
330	images/sec: 407.7 +/- 0.4 (jitter = 4.5)	7.070
340	images/sec: 407.9 +/- 0.4 (jitter = 4.6)	7.071
350	images/sec: 408.0 +/- 0.4 (jitter = 4.6)	7.070
360	images/sec: 408.1 +/- 0.4 (jitter = 4.5)	7.070
370	images/sec: 408.2 +/- 0.3 (jitter = 4.4)	7.069
380	images/sec: 408.3 +/- 0.3 (jitter = 4.1)	7.069
390	images/sec: 408.3 +/- 0.3 (jitter = 4.1)	7.070
400	images/sec: 408.4 +/- 0.3 (jitter = 3.9)	7.070
410	images/sec: 408.4 +/- 0.3 (jitter = 3.7)	7.071
