TensorFlow:  1.13
Model:       inception3
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 10000
Num epochs:  0.50
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Major Loop Start:Wed Sep  4 11:51:16 2019
Step	Img/sec	total_loss
3800	images/sec: 51.1 +/- 0.8 (jitter = 0.0)	7.087
3810	images/sec: 51.0 +/- 0.8 (jitter = 0.0)	7.034
3820	images/sec: 51.0 +/- 0.8 (jitter = 0.0)	7.060
3830	images/sec: 50.9 +/- 0.8 (jitter = 0.0)	7.161
3840	images/sec: 50.9 +/- 0.8 (jitter = 0.0)	7.114
3850	images/sec: 50.8 +/- 0.8 (jitter = 0.0)	7.158
3860	images/sec: 50.8 +/- 0.8 (jitter = 0.0)	7.085
3870	images/sec: 50.8 +/- 0.7 (jitter = 0.0)	7.011
3880	images/sec: 50.7 +/- 0.7 (jitter = 0.0)	7.046
3890	images/sec: 50.7 +/- 0.7 (jitter = 0.0)	7.105
3900	images/sec: 50.6 +/- 0.7 (jitter = 0.0)	7.203
3910	images/sec: 50.6 +/- 0.7 (jitter = 0.0)	7.090
3920	images/sec: 50.5 +/- 0.7 (jitter = 0.0)	7.153
3930	images/sec: 50.5 +/- 0.7 (jitter = 0.0)	7.134
3940	images/sec: 50.4 +/- 0.7 (jitter = 0.0)	7.108
3950	images/sec: 50.4 +/- 0.7 (jitter = 0.0)	7.079
3960	images/sec: 50.3 +/- 0.7 (jitter = 0.0)	7.060
3970	images/sec: 50.3 +/- 0.7 (jitter = 0.0)	7.063
3980	images/sec: 50.3 +/- 0.7 (jitter = 0.0)	7.015
3990	images/sec: 50.2 +/- 0.7 (jitter = 0.0)	7.090
4000	images/sec: 50.2 +/- 0.7 (jitter = 0.0)	7.198
4010	images/sec: 50.1 +/- 0.7 (jitter = 0.0)	7.120
4020	images/sec: 50.1 +/- 0.7 (jitter = 0.0)	7.123
4030	images/sec: 50.0 +/- 0.7 (jitter = 0.0)	7.076
4040	images/sec: 50.0 +/- 0.7 (jitter = 0.0)	7.128
4050	images/sec: 50.0 +/- 0.7 (jitter = 0.0)	7.137
4060	images/sec: 49.9 +/- 0.7 (jitter = 0.0)	7.071
4070	images/sec: 49.9 +/- 0.7 (jitter = 0.0)	7.096
4080	images/sec: 49.8 +/- 0.7 (jitter = 0.0)	7.070
4090	images/sec: 49.8 +/- 0.7 (jitter = 0.0)	7.087
4100	images/sec: 49.8 +/- 0.7 (jitter = 0.0)	7.088
4110	images/sec: 49.7 +/- 0.7 (jitter = 0.0)	7.019
4120	images/sec: 49.7 +/- 0.7 (jitter = 0.0)	7.178
4130	images/sec: 49.6 +/- 0.7 (jitter = 0.0)	7.040
4140	images/sec: 49.6 +/- 0.7 (jitter = 0.0)	7.129
4150	images/sec: 49.6 +/- 0.7 (jitter = 0.0)	7.151
4160	images/sec: 49.5 +/- 0.7 (jitter = 0.0)	7.079
4170	images/sec: 49.5 +/- 0.7 (jitter = 0.0)	6.913
4180	images/sec: 49.4 +/- 0.7 (jitter = 0.0)	7.071
4190	images/sec: 49.4 +/- 0.7 (jitter = 0.0)	7.059
4200	images/sec: 49.4 +/- 0.7 (jitter = 0.0)	7.025
4210	images/sec: 49.3 +/- 0.7 (jitter = 0.0)	7.100
4220	images/sec: 49.3 +/- 0.7 (jitter = 0.0)	7.077
4230	images/sec: 49.3 +/- 0.7 (jitter = 0.0)	6.970
4240	images/sec: 49.2 +/- 0.7 (jitter = 0.0)	6.933
4250	images/sec: 49.2 +/- 0.7 (jitter = 0.0)	7.067
4260	images/sec: 49.1 +/- 0.7 (jitter = 0.0)	6.926
4270	images/sec: 49.1 +/- 0.7 (jitter = 0.0)	7.077
4280	images/sec: 49.1 +/- 0.7 (jitter = 0.0)	7.193
4290	images/sec: 49.0 +/- 0.7 (jitter = 0.0)	7.221
4300	images/sec: 49.0 +/- 0.7 (jitter = 0.0)	6.992
4310	images/sec: 49.0 +/- 0.7 (jitter = 0.0)	7.074
4320	images/sec: 48.9 +/- 0.7 (jitter = 0.0)	7.133
4330	images/sec: 48.9 +/- 0.7 (jitter = 0.0)	7.196
4340	images/sec: 48.9 +/- 0.7 (jitter = 0.0)	7.046
4350	images/sec: 48.8 +/- 0.7 (jitter = 0.0)	7.035
4360	images/sec: 48.8 +/- 0.7 (jitter = 0.0)	7.209
4370	images/sec: 48.8 +/- 0.7 (jitter = 0.0)	7.126
4380	images/sec: 48.7 +/- 0.7 (jitter = 0.0)	7.088
4390	images/sec: 48.7 +/- 0.7 (jitter = 0.0)	7.077
4400	images/sec: 48.7 +/- 0.7 (jitter = 0.0)	6.994
4410	images/sec: 48.6 +/- 0.7 (jitter = 0.0)	6.981
4420	images/sec: 48.6 +/- 0.7 (jitter = 0.0)	7.047
4430	images/sec: 48.6 +/- 0.7 (jitter = 0.0)	7.057
4440	images/sec: 48.5 +/- 0.7 (jitter = 0.0)	7.178
4450	images/sec: 48.5 +/- 0.7 (jitter = 0.0)	7.028
4460	images/sec: 48.5 +/- 0.7 (jitter = 0.0)	7.109
4470	images/sec: 48.4 +/- 0.7 (jitter = 0.0)	7.109
4480	images/sec: 48.4 +/- 0.7 (jitter = 0.0)	7.270
4490	images/sec: 48.4 +/- 0.7 (jitter = 0.0)	7.045
4500	images/sec: 48.3 +/- 0.7 (jitter = 0.0)	7.132
4510	images/sec: 48.3 +/- 0.7 (jitter = 0.0)	7.105
4520	images/sec: 48.3 +/- 0.7 (jitter = 0.0)	7.120
4530	images/sec: 48.2 +/- 0.7 (jitter = 0.0)	6.996
4540	images/sec: 48.2 +/- 0.7 (jitter = 0.0)	7.095
4550	images/sec: 48.2 +/- 0.7 (jitter = 0.0)	7.109
4560	images/sec: 48.2 +/- 0.7 (jitter = 0.0)	7.154
4570	images/sec: 48.1 +/- 0.7 (jitter = 0.0)	7.100
4580	images/sec: 48.1 +/- 0.7 (jitter = 0.0)	7.083
4590	images/sec: 48.1 +/- 0.7 (jitter = 0.0)	7.136
4600	images/sec: 48.0 +/- 0.7 (jitter = 0.0)	7.039
4610	images/sec: 48.0 +/- 0.7 (jitter = 0.0)	7.071
4620	images/sec: 48.0 +/- 0.7 (jitter = 0.0)	7.000
4630	images/sec: 47.9 +/- 0.7 (jitter = 0.0)	7.050
4640	images/sec: 47.9 +/- 0.7 (jitter = 0.0)	6.968
4650	images/sec: 47.9 +/- 0.7 (jitter = 0.0)	7.067
4660	images/sec: 47.9 +/- 0.7 (jitter = 0.0)	6.993
4670	images/sec: 47.8 +/- 0.6 (jitter = 0.0)	7.060
4680	images/sec: 47.8 +/- 0.6 (jitter = 0.0)	6.980
4690	images/sec: 47.8 +/- 0.6 (jitter = 0.0)	7.076
4700	images/sec: 47.7 +/- 0.6 (jitter = 0.0)	6.952
4710	images/sec: 47.7 +/- 0.6 (jitter = 0.0)	7.044
4720	images/sec: 47.7 +/- 0.6 (jitter = 0.0)	7.159
4730	images/sec: 47.7 +/- 0.6 (jitter = 0.0)	6.986
4740	images/sec: 47.6 +/- 0.6 (jitter = 0.0)	7.022
4750	images/sec: 47.6 +/- 0.6 (jitter = 0.0)	7.010
4760	images/sec: 47.6 +/- 0.6 (jitter = 0.0)	6.986
4770	images/sec: 47.5 +/- 0.6 (jitter = 0.0)	6.971
4780	images/sec: 47.5 +/- 0.6 (jitter = 0.0)	7.082
4790	images/sec: 47.5 +/- 0.6 (jitter = 0.0)	7.060
4800	images/sec: 47.5 +/- 0.6 (jitter = 0.0)	7.019
4810	images/sec: 47.4 +/- 0.6 (jitter = 0.0)	7.032
4820	images/sec: 47.4 +/- 0.6 (jitter = 0.0)	7.138
4830	images/sec: 47.4 +/- 0.6 (jitter = 0.0)	7.222
4840	images/sec: 47.4 +/- 0.6 (jitter = 0.0)	7.108
4850	images/sec: 47.3 +/- 0.6 (jitter = 0.0)	7.013
4860	images/sec: 47.3 +/- 0.6 (jitter = 0.0)	7.026
4870	images/sec: 47.3 +/- 0.6 (jitter = 0.0)	6.944
4880	images/sec: 47.3 +/- 0.6 (jitter = 0.0)	7.147
4890	images/sec: 47.2 +/- 0.6 (jitter = 0.0)	7.123
4900	images/sec: 47.2 +/- 0.6 (jitter = 0.0)	7.046
4910	images/sec: 47.2 +/- 0.6 (jitter = 0.0)	7.087
4920	images/sec: 47.2 +/- 0.6 (jitter = 0.0)	7.019
4930	images/sec: 47.1 +/- 0.6 (jitter = 0.0)	7.035
4940	images/sec: 47.1 +/- 0.6 (jitter = 0.0)	7.121
4950	images/sec: 47.1 +/- 0.6 (jitter = 0.0)	7.040
4960	images/sec: 47.1 +/- 0.6 (jitter = 0.0)	7.129
4970	images/sec: 47.0 +/- 0.6 (jitter = 0.0)	7.033
4980	images/sec: 47.0 +/- 0.6 (jitter = 0.0)	7.094
4990	images/sec: 47.0 +/- 0.6 (jitter = 0.0)	7.160
5000	images/sec: 47.0 +/- 0.6 (jitter = 0.0)	7.157
5010	images/sec: 46.9 +/- 0.6 (jitter = 0.0)	6.988
5020	images/sec: 46.9 +/- 0.6 (jitter = 0.0)	7.047
5030	images/sec: 46.9 +/- 0.6 (jitter = 0.0)	6.982
5040	images/sec: 46.9 +/- 0.6 (jitter = 0.0)	7.104
5050	images/sec: 46.8 +/- 0.6 (jitter = 0.0)	7.026
5060	images/sec: 46.8 +/- 0.6 (jitter = 0.0)	7.039
5070	images/sec: 46.8 +/- 0.6 (jitter = 0.0)	7.073
5080	images/sec: 46.8 +/- 0.6 (jitter = 0.0)	7.087
5090	images/sec: 46.7 +/- 0.6 (jitter = 0.0)	6.996
5100	images/sec: 46.7 +/- 0.6 (jitter = 0.0)	7.037
5110	images/sec: 46.7 +/- 0.6 (jitter = 0.0)	7.024
5120	images/sec: 46.7 +/- 0.6 (jitter = 0.0)	7.039
5130	images/sec: 46.7 +/- 0.6 (jitter = 0.0)	7.014
5140	images/sec: 46.6 +/- 0.6 (jitter = 0.0)	7.021
5150	images/sec: 46.6 +/- 0.6 (jitter = 0.0)	7.117
5160	images/sec: 46.6 +/- 0.6 (jitter = 0.0)	7.077
5170	images/sec: 46.6 +/- 0.6 (jitter = 0.0)	6.938
5180	images/sec: 46.5 +/- 0.6 (jitter = 0.0)	6.996
5190	images/sec: 46.5 +/- 0.6 (jitter = 0.0)	6.961
5200	images/sec: 46.5 +/- 0.6 (jitter = 0.0)	7.088
5210	images/sec: 46.5 +/- 0.6 (jitter = 0.0)	6.964
5220	images/sec: 46.5 +/- 0.6 (jitter = 0.0)	7.099
5230	images/sec: 46.4 +/- 0.6 (jitter = 0.0)	7.072
5240	images/sec: 46.4 +/- 0.6 (jitter = 0.0)	6.958
5250	images/sec: 46.4 +/- 0.6 (jitter = 0.0)	6.978
5260	images/sec: 46.4 +/- 0.6 (jitter = 0.0)	6.975
5270	images/sec: 46.4 +/- 0.6 (jitter = 0.0)	7.118
5280	images/sec: 46.3 +/- 0.6 (jitter = 0.0)	6.889
5290	images/sec: 46.3 +/- 0.6 (jitter = 0.0)	6.973
5300	images/sec: 46.3 +/- 0.6 (jitter = 0.0)	6.904
5310	images/sec: 46.3 +/- 0.6 (jitter = 0.0)	6.917
5320	images/sec: 46.2 +/- 0.6 (jitter = 0.0)	7.015
5330	images/sec: 46.2 +/- 0.6 (jitter = 0.0)	6.930
5340	images/sec: 46.2 +/- 0.6 (jitter = 0.0)	7.049
5350	images/sec: 46.2 +/- 0.6 (jitter = 0.0)	7.038
5360	images/sec: 46.2 +/- 0.6 (jitter = 0.0)	6.989
5370	images/sec: 46.1 +/- 0.6 (jitter = 0.0)	7.160
5380	images/sec: 46.1 +/- 0.6 (jitter = 0.0)	6.973
5390	images/sec: 46.1 +/- 0.6 (jitter = 0.0)	6.960
5400	images/sec: 46.1 +/- 0.6 (jitter = 0.0)	7.037
5410	images/sec: 46.1 +/- 0.6 (jitter = 0.0)	7.178
5420	images/sec: 46.0 +/- 0.6 (jitter = 0.0)	6.894
5430	images/sec: 46.0 +/- 0.6 (jitter = 0.0)	7.098
5440	images/sec: 46.0 +/- 0.6 (jitter = 0.0)	7.000
5450	images/sec: 46.0 +/- 0.6 (jitter = 0.0)	6.916
5460	images/sec: 46.0 +/- 0.6 (jitter = 0.0)	7.006
5470	images/sec: 46.0 +/- 0.6 (jitter = 0.0)	6.928
5480	images/sec: 45.9 +/- 0.6 (jitter = 0.0)	7.044
5490	images/sec: 45.9 +/- 0.6 (jitter = 0.0)	6.949
5500	images/sec: 45.9 +/- 0.6 (jitter = 0.0)	7.035
5510	images/sec: 45.9 +/- 0.6 (jitter = 0.0)	6.876
5520	images/sec: 45.9 +/- 0.6 (jitter = 0.0)	7.028
5530	images/sec: 45.8 +/- 0.6 (jitter = 0.0)	7.092
5540	images/sec: 45.8 +/- 0.6 (jitter = 0.0)	7.028
5550	images/sec: 45.8 +/- 0.6 (jitter = 0.0)	6.905
5560	images/sec: 45.8 +/- 0.6 (jitter = 0.0)	6.983
5570	images/sec: 45.8 +/- 0.6 (jitter = 0.0)	6.891
5580	images/sec: 45.7 +/- 0.6 (jitter = 0.0)	7.084
5590	images/sec: 45.7 +/- 0.6 (jitter = 0.0)	6.968
5600	images/sec: 45.7 +/- 0.6 (jitter = 0.0)	7.024
5610	images/sec: 45.7 +/- 0.6 (jitter = 0.0)	6.900
5620	images/sec: 45.7 +/- 0.6 (jitter = 0.0)	6.929
5630	images/sec: 45.7 +/- 0.6 (jitter = 0.0)	7.043
5640	images/sec: 45.6 +/- 0.6 (jitter = 0.0)	7.011
5650	images/sec: 45.6 +/- 0.6 (jitter = 0.0)	6.842
5660	images/sec: 45.6 +/- 0.6 (jitter = 0.0)	7.012
5670	images/sec: 45.6 +/- 0.6 (jitter = 0.0)	6.997
5680	images/sec: 45.6 +/- 0.6 (jitter = 0.0)	7.043
5690	images/sec: 45.5 +/- 0.6 (jitter = 0.0)	6.965
5700	images/sec: 45.5 +/- 0.6 (jitter = 0.0)	7.072
5710	images/sec: 45.5 +/- 0.6 (jitter = 0.0)	7.038
5720	images/sec: 45.5 +/- 0.5 (jitter = 0.0)	7.048
5730	images/sec: 45.5 +/- 0.5 (jitter = 0.0)	7.046
5740	images/sec: 45.5 +/- 0.5 (jitter = 0.0)	7.009
5750	images/sec: 45.4 +/- 0.5 (jitter = 0.0)	6.912
5760	images/sec: 45.4 +/- 0.5 (jitter = 0.0)	6.983
5770	images/sec: 45.4 +/- 0.5 (jitter = 0.0)	6.895
5780	images/sec: 45.4 +/- 0.5 (jitter = 0.0)	6.983
5790	images/sec: 45.4 +/- 0.5 (jitter = 0.0)	7.034
5800	images/sec: 45.4 +/- 0.5 (jitter = 0.0)	6.945
5810	images/sec: 45.3 +/- 0.5 (jitter = 0.0)	7.069
5820	images/sec: 45.3 +/- 0.5 (jitter = 0.0)	7.094
5830	images/sec: 45.3 +/- 0.5 (jitter = 0.0)	6.986
5840	images/sec: 45.3 +/- 0.5 (jitter = 0.0)	6.954
5850	images/sec: 45.3 +/- 0.5 (jitter = 0.0)	6.882
5860	images/sec: 45.3 +/- 0.5 (jitter = 0.0)	7.107
5870	images/sec: 45.2 +/- 0.5 (jitter = 0.0)	6.950
5880	images/sec: 45.2 +/- 0.5 (jitter = 0.0)	6.888
5890	images/sec: 45.2 +/- 0.5 (jitter = 0.0)	7.031
5900	images/sec: 45.2 +/- 0.5 (jitter = 0.0)	6.987
5910	images/sec: 45.2 +/- 0.5 (jitter = 0.0)	6.914
5920	images/sec: 45.2 +/- 0.5 (jitter = 0.0)	7.008
5930	images/sec: 45.1 +/- 0.5 (jitter = 0.0)	6.956
5940	images/sec: 45.1 +/- 0.5 (jitter = 0.0)	7.046
5950	images/sec: 45.1 +/- 0.5 (jitter = 0.0)	6.968
5960	images/sec: 45.1 +/- 0.5 (jitter = 0.0)	6.903
5970	images/sec: 45.1 +/- 0.5 (jitter = 0.0)	7.067
5980	images/sec: 45.1 +/- 0.5 (jitter = 0.0)	6.955
5990	images/sec: 45.1 +/- 0.5 (jitter = 0.0)	7.030
6000	images/sec: 45.0 +/- 0.5 (jitter = 0.0)	7.071
6010	images/sec: 45.0 +/- 0.5 (jitter = 0.0)	7.108
6020	images/sec: 45.0 +/- 0.5 (jitter = 0.0)	7.135
6030	images/sec: 45.0 +/- 0.5 (jitter = 0.0)	7.018
6040	images/sec: 45.0 +/- 0.5 (jitter = 0.0)	7.038
6050	images/sec: 45.0 +/- 0.5 (jitter = 0.0)	7.031
6060	images/sec: 44.9 +/- 0.5 (jitter = 0.0)	6.917
6070	images/sec: 44.9 +/- 0.5 (jitter = 0.0)	6.926
6080	images/sec: 44.9 +/- 0.5 (jitter = 0.0)	6.848
6090	images/sec: 44.9 +/- 0.5 (jitter = 0.0)	6.807
6100	images/sec: 44.9 +/- 0.5 (jitter = 0.0)	6.831
6110	images/sec: 44.9 +/- 0.5 (jitter = 0.0)	7.031
6120	images/sec: 44.9 +/- 0.5 (jitter = 0.0)	6.959
6130	images/sec: 44.8 +/- 0.5 (jitter = 0.0)	6.909
6140	images/sec: 44.8 +/- 0.5 (jitter = 0.0)	6.954
6150	images/sec: 44.8 +/- 0.5 (jitter = 0.0)	6.928
6160	images/sec: 44.8 +/- 0.5 (jitter = 0.0)	6.927
6170	images/sec: 44.8 +/- 0.5 (jitter = 0.0)	6.846
6180	images/sec: 44.8 +/- 0.5 (jitter = 0.0)	6.980
6190	images/sec: 44.8 +/- 0.5 (jitter = 0.0)	6.914
6200	images/sec: 44.7 +/- 0.5 (jitter = 0.0)	6.935
6210	images/sec: 44.7 +/- 0.5 (jitter = 0.0)	6.903
6220	images/sec: 44.7 +/- 0.5 (jitter = 0.0)	6.918
6230	images/sec: 44.7 +/- 0.5 (jitter = 0.0)	7.061
6240	images/sec: 44.7 +/- 0.5 (jitter = 0.0)	7.031
6250	images/sec: 44.7 +/- 0.5 (jitter = 0.0)	6.934
6260	images/sec: 44.7 +/- 0.5 (jitter = 0.0)	7.081
6270	images/sec: 44.6 +/- 0.5 (jitter = 0.0)	6.956
6280	images/sec: 44.6 +/- 0.5 (jitter = 0.0)	6.893
6290	images/sec: 44.6 +/- 0.5 (jitter = 0.0)	6.917
6300	images/sec: 44.6 +/- 0.5 (jitter = 0.0)	6.976
6310	images/sec: 44.6 +/- 0.5 (jitter = 0.0)	6.874
6320	images/sec: 44.6 +/- 0.5 (jitter = 0.0)	6.814
6330	images/sec: 44.6 +/- 0.5 (jitter = 0.0)	6.985
6340	images/sec: 44.6 +/- 0.5 (jitter = 0.0)	6.794
6350	images/sec: 44.5 +/- 0.5 (jitter = 0.0)	6.836
6360	images/sec: 44.5 +/- 0.5 (jitter = 0.0)	7.025
6370	images/sec: 44.5 +/- 0.5 (jitter = 0.0)	6.849
6380	images/sec: 44.5 +/- 0.5 (jitter = 0.0)	6.848
6390	images/sec: 44.5 +/- 0.5 (jitter = 0.0)	6.875
6400	images/sec: 44.5 +/- 0.5 (jitter = 0.0)	6.926
6410	images/sec: 44.5 +/- 0.5 (jitter = 0.0)	6.931
6420	images/sec: 44.4 +/- 0.5 (jitter = 0.0)	7.019
6430	images/sec: 44.4 +/- 0.5 (jitter = 0.0)	6.937
6440	images/sec: 44.4 +/- 0.5 (jitter = 0.0)	6.789
6450	images/sec: 44.4 +/- 0.5 (jitter = 0.0)	6.817
6460	images/sec: 44.4 +/- 0.5 (jitter = 0.0)	6.897
6470	images/sec: 44.4 +/- 0.5 (jitter = 0.0)	6.799
6480	images/sec: 44.4 +/- 0.5 (jitter = 0.0)	7.013
6490	images/sec: 44.4 +/- 0.5 (jitter = 0.0)	7.029
6500	images/sec: 44.3 +/- 0.5 (jitter = 0.0)	6.902
6510	images/sec: 44.3 +/- 0.5 (jitter = 0.0)	6.757
6520	images/sec: 44.3 +/- 0.5 (jitter = 0.0)	6.946
6530	images/sec: 44.3 +/- 0.5 (jitter = 0.0)	6.858
6540	images/sec: 44.3 +/- 0.5 (jitter = 0.0)	6.914
6550	images/sec: 44.3 +/- 0.5 (jitter = 0.0)	6.964
6560	images/sec: 44.3 +/- 0.5 (jitter = 0.0)	6.962
6570	images/sec: 44.3 +/- 0.5 (jitter = 0.0)	7.026
6580	images/sec: 44.2 +/- 0.5 (jitter = 0.0)	6.773
6590	images/sec: 44.2 +/- 0.5 (jitter = 0.0)	6.995
6600	images/sec: 44.2 +/- 0.5 (jitter = 0.0)	6.821
6610	images/sec: 44.2 +/- 0.5 (jitter = 0.0)	6.777
6620	images/sec: 44.2 +/- 0.5 (jitter = 0.0)	6.906
6630	images/sec: 44.2 +/- 0.5 (jitter = 0.0)	6.947
6640	images/sec: 44.2 +/- 0.5 (jitter = 0.0)	6.953
6650	images/sec: 44.2 +/- 0.5 (jitter = 0.0)	6.777
6660	images/sec: 44.1 +/- 0.5 (jitter = 0.0)	6.978
6670	images/sec: 44.1 +/- 0.5 (jitter = 0.0)	6.796
6680	images/sec: 44.1 +/- 0.5 (jitter = 0.0)	6.921
6690	images/sec: 44.1 +/- 0.5 (jitter = 0.0)	6.968
6700	images/sec: 44.1 +/- 0.5 (jitter = 0.0)	6.838
6710	images/sec: 44.1 +/- 0.5 (jitter = 0.0)	6.765
6720	images/sec: 44.1 +/- 0.5 (jitter = 0.0)	6.999
6730	images/sec: 44.1 +/- 0.5 (jitter = 0.0)	6.869
6740	images/sec: 44.1 +/- 0.5 (jitter = 0.0)	6.897
6750	images/sec: 44.0 +/- 0.5 (jitter = 0.0)	7.013
6760	images/sec: 44.0 +/- 0.5 (jitter = 0.0)	6.968
6770	images/sec: 44.0 +/- 0.5 (jitter = 0.0)	6.950
6780	images/sec: 44.0 +/- 0.5 (jitter = 0.0)	6.924
6790	images/sec: 44.0 +/- 0.5 (jitter = 0.0)	6.739
6800	images/sec: 44.0 +/- 0.5 (jitter = 0.0)	6.912
6810	images/sec: 44.0 +/- 0.5 (jitter = 0.0)	7.084
6820	images/sec: 44.0 +/- 0.5 (jitter = 0.0)	6.632
6830	images/sec: 43.9 +/- 0.5 (jitter = 0.0)	6.934
6840	images/sec: 43.9 +/- 0.5 (jitter = 0.0)	6.928
6850	images/sec: 43.9 +/- 0.5 (jitter = 0.0)	6.855
6860	images/sec: 43.9 +/- 0.5 (jitter = 0.0)	6.737
6870	images/sec: 43.9 +/- 0.5 (jitter = 0.0)	6.773
6880	images/sec: 43.9 +/- 0.5 (jitter = 0.0)	6.746
6890	images/sec: 43.9 +/- 0.5 (jitter = 0.0)	6.887
6900	images/sec: 43.9 +/- 0.5 (jitter = 0.0)	6.961
6910	images/sec: 43.9 +/- 0.5 (jitter = 0.0)	6.891
6920	images/sec: 43.8 +/- 0.5 (jitter = 0.0)	6.715
6930	images/sec: 43.8 +/- 0.5 (jitter = 0.0)	6.960
6940	images/sec: 43.8 +/- 0.5 (jitter = 0.0)	6.802
6950	images/sec: 43.8 +/- 0.5 (jitter = 0.0)	6.944
6960	images/sec: 43.8 +/- 0.5 (jitter = 0.0)	6.897
6970	images/sec: 43.8 +/- 0.5 (jitter = 0.0)	6.848
6980	images/sec: 43.8 +/- 0.5 (jitter = 0.0)	6.736
6990	images/sec: 43.8 +/- 0.5 (jitter = 0.0)	6.759
7000	images/sec: 43.8 +/- 0.5 (jitter = 0.0)	6.676
7010	images/sec: 43.8 +/- 0.5 (jitter = 0.0)	6.844
7020	images/sec: 43.7 +/- 0.5 (jitter = 0.0)	6.928
7030	images/sec: 43.7 +/- 0.5 (jitter = 0.0)	6.911
7040	images/sec: 43.7 +/- 0.5 (jitter = 0.0)	6.758
7050	images/sec: 43.7 +/- 0.5 (jitter = 0.0)	6.995
7060	images/sec: 43.7 +/- 0.5 (jitter = 0.0)	6.829
7070	images/sec: 43.7 +/- 0.5 (jitter = 0.0)	6.963
7080	images/sec: 43.7 +/- 0.5 (jitter = 0.0)	6.890
7090	images/sec: 43.7 +/- 0.5 (jitter = 0.0)	6.925
7100	images/sec: 43.7 +/- 0.5 (jitter = 0.0)	6.911
7110	images/sec: 43.6 +/- 0.5 (jitter = 0.0)	6.825
7120	images/sec: 43.6 +/- 0.5 (jitter = 0.0)	6.879
7130	images/sec: 43.6 +/- 0.5 (jitter = 0.0)	6.968
7140	images/sec: 43.6 +/- 0.5 (jitter = 0.0)	6.867
7150	images/sec: 43.6 +/- 0.5 (jitter = 0.0)	6.777
7160	images/sec: 43.6 +/- 0.5 (jitter = 0.0)	6.835
7170	images/sec: 43.6 +/- 0.5 (jitter = 0.0)	6.774
7180	images/sec: 43.6 +/- 0.5 (jitter = 0.0)	6.856
7190	images/sec: 43.6 +/- 0.5 (jitter = 0.0)	6.765
7200	images/sec: 43.6 +/- 0.5 (jitter = 0.0)	6.918
7210	images/sec: 43.5 +/- 0.4 (jitter = 0.0)	6.929
7220	images/sec: 43.5 +/- 0.4 (jitter = 0.0)	6.702
7230	images/sec: 43.5 +/- 0.4 (jitter = 0.0)	6.768
7240	images/sec: 43.5 +/- 0.4 (jitter = 0.0)	6.921
7250	images/sec: 43.5 +/- 0.4 (jitter = 0.0)	6.779
7260	images/sec: 43.5 +/- 0.4 (jitter = 0.0)	6.744
7270	images/sec: 43.5 +/- 0.4 (jitter = 0.0)	6.653
7280	images/sec: 43.5 +/- 0.4 (jitter = 0.0)	6.801
7290	images/sec: 43.5 +/- 0.4 (jitter = 0.0)	6.857
7300	images/sec: 43.5 +/- 0.4 (jitter = 0.0)	6.887
7310	images/sec: 43.4 +/- 0.4 (jitter = 0.0)	6.908
7320	images/sec: 43.4 +/- 0.4 (jitter = 0.0)	6.869
7330	images/sec: 43.4 +/- 0.4 (jitter = 0.0)	6.811
7340	images/sec: 43.4 +/- 0.4 (jitter = 0.0)	6.885
7350	images/sec: 43.4 +/- 0.4 (jitter = 0.0)	6.834
7360	images/sec: 43.4 +/- 0.4 (jitter = 0.0)	6.795
7370	images/sec: 43.4 +/- 0.4 (jitter = 0.0)	6.692
7380	images/sec: 43.4 +/- 0.4 (jitter = 0.0)	6.668
7390	images/sec: 43.4 +/- 0.4 (jitter = 0.0)	6.823
7400	images/sec: 43.4 +/- 0.4 (jitter = 0.0)	6.867
7410	images/sec: 43.4 +/- 0.4 (jitter = 0.0)	6.809
7420	images/sec: 43.3 +/- 0.4 (jitter = 0.0)	6.861
7430	images/sec: 43.3 +/- 0.4 (jitter = 0.0)	6.812
7440	images/sec: 43.3 +/- 0.4 (jitter = 0.0)	6.823
7450	images/sec: 43.3 +/- 0.4 (jitter = 0.0)	6.716
7460	images/sec: 43.3 +/- 0.4 (jitter = 0.0)	6.640
7470	images/sec: 43.3 +/- 0.4 (jitter = 0.0)	6.717
7480	images/sec: 43.3 +/- 0.4 (jitter = 0.0)	6.857
7490	images/sec: 43.3 +/- 0.4 (jitter = 0.0)	6.767
7500	images/sec: 43.3 +/- 0.4 (jitter = 0.0)	6.881
7510	images/sec: 43.3 +/- 0.4 (jitter = 0.0)	6.880
7520	images/sec: 43.3 +/- 0.4 (jitter = 0.0)	6.863
7530	images/sec: 43.2 +/- 0.4 (jitter = 0.0)	6.738
7540	images/sec: 43.2 +/- 0.4 (jitter = 0.0)	6.695
7550	images/sec: 43.2 +/- 0.4 (jitter = 0.0)	6.792
7560	images/sec: 43.2 +/- 0.4 (jitter = 0.0)	6.791
7570	images/sec: 43.2 +/- 0.4 (jitter = 0.0)	6.767
7580	images/sec: 43.2 +/- 0.4 (jitter = 0.0)	6.729
7590	images/sec: 43.2 +/- 0.4 (jitter = 0.0)	6.809
7600	images/sec: 43.2 +/- 0.4 (jitter = 0.0)	6.839
7610	images/sec: 43.2 +/- 0.4 (jitter = 0.0)	6.725
7620	images/sec: 43.2 +/- 0.4 (jitter = 0.0)	6.845
