TensorFlow:  1.13
Model:       googlenet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 1000
Num epochs:  0.05
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Step	Img/sec	total_loss
230	images/sec: 329.0 +/- 0.2 (jitter = 1.4)	7.071
240	images/sec: 329.0 +/- 0.2 (jitter = 1.3)	7.071
250	images/sec: 329.1 +/- 0.2 (jitter = 1.3)	7.070
260	images/sec: 329.0 +/- 0.2 (jitter = 1.3)	7.070
270	images/sec: 328.9 +/- 0.2 (jitter = 1.4)	7.068
280	images/sec: 328.9 +/- 0.2 (jitter = 1.4)	7.069
290	images/sec: 328.9 +/- 0.2 (jitter = 1.4)	7.070
300	images/sec: 328.9 +/- 0.2 (jitter = 1.4)	7.069
310	images/sec: 329.0 +/- 0.2 (jitter = 1.4)	7.070
320	images/sec: 329.0 +/- 0.2 (jitter = 1.4)	7.070
330	images/sec: 329.0 +/- 0.2 (jitter = 1.4)	7.070
340	images/sec: 329.1 +/- 0.2 (jitter = 1.3)	7.070
350	images/sec: 329.1 +/- 0.2 (jitter = 1.3)	7.070
360	images/sec: 329.1 +/- 0.2 (jitter = 1.3)	7.070
370	images/sec: 329.2 +/- 0.2 (jitter = 1.3)	7.069
380	images/sec: 329.3 +/- 0.2 (jitter = 1.3)	7.069
390	images/sec: 329.5 +/- 0.2 (jitter = 1.3)	7.070
400	images/sec: 329.6 +/- 0.2 (jitter = 1.3)	7.070
410	images/sec: 329.7 +/- 0.2 (jitter = 1.4)	7.071
420	images/sec: 329.8 +/- 0.2 (jitter = 1.3)	7.070
430	images/sec: 329.9 +/- 0.2 (jitter = 1.4)	7.068
440	images/sec: 330.0 +/- 0.2 (jitter = 1.4)	7.070
450	images/sec: 330.1 +/- 0.2 (jitter = 1.5)	7.069
460	images/sec: 330.2 +/- 0.2 (jitter = 1.5)	7.070
470	images/sec: 330.3 +/- 0.2 (jitter = 1.6)	7.070
480	images/sec: 330.4 +/- 0.2 (jitter = 1.7)	7.070
490	images/sec: 330.5 +/- 0.2 (jitter = 1.8)	7.071
500	images/sec: 330.6 +/- 0.2 (jitter = 1.9)	7.068
510	images/sec: 330.7 +/- 0.2 (jitter = 2.0)	7.071
520	images/sec: 330.8 +/- 0.2 (jitter = 2.1)	7.070
530	images/sec: 330.8 +/- 0.2 (jitter = 2.3)	7.069
540	images/sec: 330.9 +/- 0.2 (jitter = 2.5)	7.070
550	images/sec: 331.0 +/- 0.2 (jitter = 2.6)	7.069
560	images/sec: 331.0 +/- 0.2 (jitter = 2.8)	7.070
570	images/sec: 331.1 +/- 0.2 (jitter = 2.9)	7.070
580	images/sec: 331.2 +/- 0.2 (jitter = 3.0)	7.072
590	images/sec: 331.2 +/- 0.2 (jitter = 3.2)	7.069
600	images/sec: 331.3 +/- 0.1 (jitter = 3.3)	7.070
610	images/sec: 331.3 +/- 0.1 (jitter = 3.6)	7.071
620	images/sec: 331.4 +/- 0.1 (jitter = 3.7)	7.069
630	images/sec: 331.4 +/- 0.1 (jitter = 3.7)	7.072
640	images/sec: 331.5 +/- 0.1 (jitter = 3.8)	7.069
650	images/sec: 331.5 +/- 0.1 (jitter = 3.8)	7.070
660	images/sec: 331.6 +/- 0.1 (jitter = 3.9)	7.070
670	images/sec: 331.6 +/- 0.1 (jitter = 3.9)	7.069
680	images/sec: 331.7 +/- 0.1 (jitter = 3.9)	7.070
690	images/sec: 331.7 +/- 0.1 (jitter = 3.9)	7.069
700	images/sec: 331.7 +/- 0.1 (jitter = 3.8)	7.070
710	images/sec: 331.8 +/- 0.1 (jitter = 3.8)	7.071
720	images/sec: 331.8 +/- 0.1 (jitter = 3.7)	7.071
730	images/sec: 331.9 +/- 0.1 (jitter = 3.6)	7.071
740	images/sec: 331.9 +/- 0.1 (jitter = 3.5)	7.070
750	images/sec: 331.9 +/- 0.1 (jitter = 3.4)	7.070
760	images/sec: 332.0 +/- 0.1 (jitter = 3.4)	7.068
770	images/sec: 332.0 +/- 0.1 (jitter = 3.4)	7.070
780	images/sec: 332.0 +/- 0.1 (jitter = 3.3)	7.070
790	images/sec: 332.1 +/- 0.1 (jitter = 3.2)	7.070
800	images/sec: 332.1 +/- 0.1 (jitter = 3.2)	7.071
810	images/sec: 332.1 +/- 0.1 (jitter = 3.1)	7.070
820	images/sec: 332.2 +/- 0.1 (jitter = 3.1)	7.069
830	images/sec: 332.2 +/- 0.1 (jitter = 3.1)	7.070
840	images/sec: 332.2 +/- 0.1 (jitter = 3.0)	7.069
850	images/sec: 332.2 +/- 0.1 (jitter = 3.0)	7.070
860	images/sec: 332.2 +/- 0.1 (jitter = 2.9)	7.070
870	images/sec: 332.3 +/- 0.1 (jitter = 2.9)	7.071
880	images/sec: 332.3 +/- 0.1 (jitter = 2.8)	7.070
890	images/sec: 332.3 +/- 0.1 (jitter = 2.8)	7.071
900	images/sec: 332.4 +/- 0.1 (jitter = 2.7)	7.070
910	images/sec: 332.4 +/- 0.1 (jitter = 2.6)	7.068
920	images/sec: 332.4 +/- 0.1 (jitter = 2.5)	7.069
930	images/sec: 332.4 +/- 0.1 (jitter = 2.5)	7.070
940	images/sec: 332.4 +/- 0.1 (jitter = 2.5)	7.070
950	images/sec: 332.5 +/- 0.1 (jitter = 2.4)	7.070
960	images/sec: 332.5 +/- 0.1 (jitter = 2.4)	7.070
970	images/sec: 332.5 +/- 0.1 (jitter = 2.3)	7.070
980	images/sec: 332.5 +/- 0.1 (jitter = 2.3)	7.069
990	images/sec: 332.6 +/- 0.1 (jitter = 2.2)	7.069
1000	images/sec: 332.6 +/- 0.1 (jitter = 2.2)	7.071
----------------------------------------------------------------
total images/sec: 332.39
----------------------------------------------------------------
