TensorFlow:  1.13
Model:       alexnet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 1000
Num epochs:  0.05
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Step	Img/sec	total_loss
1	images/sec: 1718.3 +/- 0.0 (jitter = 0.0)	7.258
10	images/sec: 1718.1 +/- 8.5 (jitter = 14.7)	7.250
20	images/sec: 1696.2 +/- 12.5 (jitter = 23.0)	7.215
30	images/sec: 1679.0 +/- 13.0 (jitter = 31.6)	7.231
40	images/sec: 1682.1 +/- 10.1 (jitter = 29.6)	7.194
50	images/sec: 1679.3 +/- 9.2 (jitter = 27.3)	7.240
60	images/sec: 1684.2 +/- 8.0 (jitter = 29.4)	7.229
70	images/sec: 1686.5 +/- 7.1 (jitter = 25.2)	7.220
80	images/sec: 1687.1 +/- 6.3 (jitter = 25.4)	7.209
90	images/sec: 1691.5 +/- 6.1 (jitter = 27.4)	7.221
100	images/sec: 1690.9 +/- 5.6 (jitter = 29.0)	7.191
110	images/sec: 1692.2 +/- 5.1 (jitter = 25.7)	7.218
120	images/sec: 1694.4 +/- 4.8 (jitter = 25.0)	7.208
130	images/sec: 1695.3 +/- 4.5 (jitter = 23.3)	7.230
140	images/sec: 1696.1 +/- 4.2 (jitter = 24.2)	7.201
150	images/sec: 1694.4 +/- 4.3 (jitter = 23.8)	7.197
160	images/sec: 1695.9 +/- 4.1 (jitter = 24.1)	7.196
170	images/sec: 1696.4 +/- 4.0 (jitter = 25.1)	7.215
180	images/sec: 1694.9 +/- 4.1 (jitter = 23.4)	7.209
190	images/sec: 1695.6 +/- 3.9 (jitter = 22.6)	7.210
200	images/sec: 1696.0 +/- 3.7 (jitter = 20.9)	7.218
210	images/sec: 1696.8 +/- 3.6 (jitter = 21.2)	7.201
220	images/sec: 1697.1 +/- 3.5 (jitter = 22.2)	7.211
230	images/sec: 1698.0 +/- 3.4 (jitter = 20.5)	7.200
240	images/sec: 1698.4 +/- 3.3 (jitter = 22.4)	7.203
250	images/sec: 1698.6 +/- 3.2 (jitter = 22.8)	7.192
260	images/sec: 1699.2 +/- 3.1 (jitter = 23.0)	7.194
270	images/sec: 1699.9 +/- 3.0 (jitter = 23.5)	7.226
280	images/sec: 1700.9 +/- 3.0 (jitter = 23.7)	7.220
290	images/sec: 1699.7 +/- 3.0 (jitter = 24.7)	7.216
300	images/sec: 1699.3 +/- 3.0 (jitter = 25.8)	7.223
310	images/sec: 1699.8 +/- 2.9 (jitter = 25.7)	7.218
320	images/sec: 1699.9 +/- 2.9 (jitter = 25.5)	7.195
330	images/sec: 1700.3 +/- 2.8 (jitter = 25.4)	7.208
340	images/sec: 1700.8 +/- 2.7 (jitter = 25.5)	7.225
350	images/sec: 1701.3 +/- 2.7 (jitter = 25.2)	7.213
360	images/sec: 1700.9 +/- 2.6 (jitter = 25.4)	7.205
370	images/sec: 1701.7 +/- 2.6 (jitter = 26.1)	7.204
380	images/sec: 1702.0 +/- 2.5 (jitter = 26.7)	7.188
390	images/sec: 1701.6 +/- 2.5 (jitter = 26.2)	7.190
400	images/sec: 1700.6 +/- 2.5 (jitter = 26.8)	7.214
410	images/sec: 1700.8 +/- 2.4 (jitter = 26.7)	7.210
420	images/sec: 1700.6 +/- 2.4 (jitter = 26.8)	7.184
430	images/sec: 1700.3 +/- 2.4 (jitter = 26.8)	7.217
440	images/sec: 1700.7 +/- 2.4 (jitter = 26.9)	7.204
450	images/sec: 1700.1 +/- 2.4 (jitter = 26.8)	7.211
460	images/sec: 1700.0 +/- 2.4 (jitter = 26.8)	7.194
470	images/sec: 1700.1 +/- 2.4 (jitter = 26.6)	7.210
480	images/sec: 1700.3 +/- 2.3 (jitter = 26.2)	7.192
490	images/sec: 1700.6 +/- 2.3 (jitter = 26.2)	7.211
500	images/sec: 1701.1 +/- 2.3 (jitter = 26.1)	7.215
510	images/sec: 1701.1 +/- 2.2 (jitter = 26.2)	7.218
520	images/sec: 1701.7 +/- 2.2 (jitter = 26.3)	7.211
530	images/sec: 1701.5 +/- 2.2 (jitter = 26.2)	7.209
540	images/sec: 1701.1 +/- 2.1 (jitter = 26.7)	7.216
550	images/sec: 1700.6 +/- 2.1 (jitter = 26.6)	7.204
560	images/sec: 1700.3 +/- 2.1 (jitter = 27.1)	7.191
570	images/sec: 1699.7 +/- 2.1 (jitter = 27.4)	7.201
580	images/sec: 1699.1 +/- 2.1 (jitter = 27.7)	7.201
590	images/sec: 1698.9 +/- 2.1 (jitter = 28.0)	7.203
600	images/sec: 1698.1 +/- 2.1 (jitter = 29.0)	7.218
610	images/sec: 1697.7 +/- 2.0 (jitter = 29.3)	7.204
620	images/sec: 1697.6 +/- 2.0 (jitter = 29.5)	7.208
630	images/sec: 1697.3 +/- 2.0 (jitter = 29.5)	7.208
640	images/sec: 1697.2 +/- 1.9 (jitter = 29.6)	7.194
650	images/sec: 1697.1 +/- 1.9 (jitter = 30.0)	7.210
660	images/sec: 1697.0 +/- 1.9 (jitter = 30.2)	7.210
670	images/sec: 1696.9 +/- 1.9 (jitter = 30.2)	7.197
680	images/sec: 1696.9 +/- 1.9 (jitter = 30.2)	7.193
690	images/sec: 1696.8 +/- 1.9 (jitter = 29.9)	7.195
700	images/sec: 1696.4 +/- 1.8 (jitter = 30.4)	7.195
710	images/sec: 1696.3 +/- 1.8 (jitter = 30.6)	7.187
720	images/sec: 1696.2 +/- 1.8 (jitter = 30.7)	7.212
730	images/sec: 1695.9 +/- 1.8 (jitter = 30.6)	7.196
740	images/sec: 1695.4 +/- 1.8 (jitter = 30.2)	7.210
750	images/sec: 1695.3 +/- 1.8 (jitter = 29.8)	7.219
760	images/sec: 1695.5 +/- 1.8 (jitter = 29.8)	7.197
770	images/sec: 1695.4 +/- 1.7 (jitter = 29.6)	7.211
780	images/sec: 1695.2 +/- 1.7 (jitter = 29.3)	7.195
790	images/sec: 1695.3 +/- 1.7 (jitter = 29.3)	7.205
800	images/sec: 1695.2 +/- 1.7 (jitter = 29.2)	7.195
810	images/sec: 1695.0 +/- 1.7 (jitter = 29.2)	7.192
820	images/sec: 1694.7 +/- 1.7 (jitter = 29.0)	7.207
830	images/sec: 1694.7 +/- 1.6 (jitter = 28.8)	7.226
840	images/sec: 1694.9 +/- 1.6 (jitter = 28.9)	7.196
850	images/sec: 1694.8 +/- 1.6 (jitter = 28.8)	7.207
860	images/sec: 1694.9 +/- 1.6 (jitter = 28.6)	7.193
870	images/sec: 1694.7 +/- 1.6 (jitter = 28.6)	7.205
880	images/sec: 1694.5 +/- 1.6 (jitter = 28.3)	7.212
890	images/sec: 1694.5 +/- 1.6 (jitter = 28.2)	7.199
900	images/sec: 1694.4 +/- 1.6 (jitter = 28.3)	7.198
910	images/sec: 1694.4 +/- 1.5 (jitter = 28.3)	7.208
920	images/sec: 1694.3 +/- 1.5 (jitter = 28.3)	7.205
930	images/sec: 1694.2 +/- 1.5 (jitter = 27.8)	7.224
940	images/sec: 1694.4 +/- 1.5 (jitter = 27.8)	7.205
950	images/sec: 1694.3 +/- 1.5 (jitter = 27.8)	7.201
960	images/sec: 1694.1 +/- 1.5 (jitter = 28.2)	7.214
970	images/sec: 1693.9 +/- 1.5 (jitter = 28.1)	7.214
980	images/sec: 1693.7 +/- 1.5 (jitter = 28.2)	7.204
990	images/sec: 1693.6 +/- 1.4 (jitter = 28.0)	7.200
1000	images/sec: 1693.5 +/- 1.4 (jitter = 28.1)	7.206
----------------------------------------------------------------
total images/sec: 1689.44
----------------------------------------------------------------
