TensorFlow:  1.13
Model:       alexnet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 1000
Num epochs:  0.05
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Step	Img/sec	total_loss
1	images/sec: 1881.3 +/- 0.0 (jitter = 0.0)	7.267
10	images/sec: 1943.3 +/- 16.1 (jitter = 16.4)	7.216
20	images/sec: 1939.0 +/- 9.4 (jitter = 19.1)	7.201
30	images/sec: 1952.1 +/- 8.9 (jitter = 22.3)	7.251
40	images/sec: 1964.7 +/- 9.0 (jitter = 23.1)	7.208
50	images/sec: 1966.0 +/- 7.7 (jitter = 23.6)	7.235
60	images/sec: 1965.6 +/- 6.6 (jitter = 24.2)	7.228
70	images/sec: 1961.8 +/- 5.9 (jitter = 22.3)	7.191
80	images/sec: 1957.0 +/- 5.6 (jitter = 23.2)	7.219
90	images/sec: 1951.5 +/- 6.7 (jitter = 27.2)	7.222
100	images/sec: 1951.0 +/- 6.1 (jitter = 24.6)	7.222
110	images/sec: 1950.1 +/- 5.7 (jitter = 26.8)	7.221
120	images/sec: 1948.8 +/- 5.3 (jitter = 26.8)	7.241
130	images/sec: 1946.7 +/- 5.0 (jitter = 27.0)	7.228
140	images/sec: 1945.7 +/- 4.7 (jitter = 27.5)	7.213
150	images/sec: 1945.7 +/- 4.5 (jitter = 27.7)	7.212
160	images/sec: 1945.6 +/- 4.3 (jitter = 27.7)	7.190
170	images/sec: 1944.2 +/- 4.2 (jitter = 27.5)	7.216
180	images/sec: 1944.4 +/- 4.0 (jitter = 27.7)	7.203
190	images/sec: 1944.7 +/- 3.8 (jitter = 26.7)	7.189
200	images/sec: 1941.4 +/- 4.2 (jitter = 27.5)	7.203
210	images/sec: 1941.7 +/- 4.1 (jitter = 27.9)	7.202
220	images/sec: 1942.0 +/- 3.9 (jitter = 29.2)	7.206
230	images/sec: 1942.6 +/- 3.8 (jitter = 30.0)	7.219
240	images/sec: 1942.8 +/- 3.7 (jitter = 28.8)	7.204
250	images/sec: 1943.4 +/- 3.6 (jitter = 27.5)	7.211
260	images/sec: 1943.4 +/- 3.4 (jitter = 27.0)	7.201
270	images/sec: 1941.6 +/- 3.7 (jitter = 27.0)	7.222
280	images/sec: 1939.5 +/- 3.8 (jitter = 26.8)	7.198
290	images/sec: 1941.0 +/- 3.8 (jitter = 27.8)	7.208
300	images/sec: 1939.4 +/- 3.9 (jitter = 27.0)	7.211
310	images/sec: 1939.9 +/- 3.8 (jitter = 28.6)	7.211
320	images/sec: 1939.1 +/- 3.7 (jitter = 29.0)	7.198
330	images/sec: 1939.8 +/- 3.6 (jitter = 29.1)	7.212
340	images/sec: 1939.8 +/- 3.5 (jitter = 28.4)	7.214
350	images/sec: 1940.2 +/- 3.5 (jitter = 29.6)	7.220
360	images/sec: 1941.7 +/- 3.5 (jitter = 29.3)	7.196
370	images/sec: 1942.2 +/- 3.5 (jitter = 29.7)	7.212
380	images/sec: 1942.2 +/- 3.4 (jitter = 29.5)	7.190
390	images/sec: 1942.1 +/- 3.3 (jitter = 29.3)	7.199
400	images/sec: 1942.7 +/- 3.3 (jitter = 29.2)	7.202
410	images/sec: 1942.6 +/- 3.2 (jitter = 28.9)	7.205
420	images/sec: 1941.8 +/- 3.2 (jitter = 28.3)	7.196
430	images/sec: 1942.1 +/- 3.2 (jitter = 27.9)	7.208
440	images/sec: 1942.3 +/- 3.1 (jitter = 27.1)	7.196
450	images/sec: 1942.9 +/- 3.0 (jitter = 27.0)	7.199
460	images/sec: 1943.7 +/- 3.0 (jitter = 27.0)	7.185
470	images/sec: 1943.7 +/- 2.9 (jitter = 28.2)	7.201
480	images/sec: 1943.9 +/- 2.9 (jitter = 27.6)	7.203
490	images/sec: 1944.1 +/- 2.8 (jitter = 28.0)	7.214
500	images/sec: 1944.3 +/- 2.8 (jitter = 28.0)	7.205
510	images/sec: 1944.4 +/- 2.7 (jitter = 27.4)	7.219
520	images/sec: 1944.7 +/- 2.7 (jitter = 28.0)	7.212
530	images/sec: 1944.7 +/- 2.7 (jitter = 27.9)	7.205
540	images/sec: 1945.0 +/- 2.6 (jitter = 27.0)	7.214
550	images/sec: 1945.1 +/- 2.6 (jitter = 26.8)	7.205
560	images/sec: 1945.3 +/- 2.5 (jitter = 26.6)	7.192
570	images/sec: 1945.3 +/- 2.5 (jitter = 26.9)	7.192
580	images/sec: 1945.0 +/- 2.5 (jitter = 26.9)	7.214
590	images/sec: 1944.6 +/- 2.5 (jitter = 27.4)	7.215
600	images/sec: 1944.5 +/- 2.4 (jitter = 27.7)	7.228
610	images/sec: 1944.7 +/- 2.4 (jitter = 27.8)	7.216
620	images/sec: 1944.4 +/- 2.4 (jitter = 27.4)	7.190
630	images/sec: 1944.5 +/- 2.3 (jitter = 27.0)	7.196
640	images/sec: 1944.7 +/- 2.3 (jitter = 27.0)	7.202
650	images/sec: 1944.4 +/- 2.3 (jitter = 27.2)	7.202
660	images/sec: 1944.4 +/- 2.3 (jitter = 27.4)	7.215
670	images/sec: 1944.3 +/- 2.2 (jitter = 27.3)	7.195
680	images/sec: 1944.2 +/- 2.2 (jitter = 27.5)	7.191
690	images/sec: 1944.3 +/- 2.2 (jitter = 27.5)	7.212
700	images/sec: 1944.3 +/- 2.2 (jitter = 27.3)	7.205
710	images/sec: 1944.3 +/- 2.1 (jitter = 27.3)	7.205
720	images/sec: 1944.4 +/- 2.1 (jitter = 27.2)	7.208
730	images/sec: 1944.8 +/- 2.1 (jitter = 27.2)	7.202
740	images/sec: 1945.0 +/- 2.1 (jitter = 27.3)	7.214
750	images/sec: 1945.4 +/- 2.1 (jitter = 27.4)	7.222
760	images/sec: 1945.5 +/- 2.0 (jitter = 27.7)	7.205
770	images/sec: 1945.5 +/- 2.0 (jitter = 27.2)	7.209
780	images/sec: 1945.6 +/- 2.0 (jitter = 27.4)	7.208
790	images/sec: 1945.6 +/- 2.0 (jitter = 27.2)	7.198
800	images/sec: 1945.7 +/- 2.0 (jitter = 27.6)	7.193
810	images/sec: 1945.8 +/- 1.9 (jitter = 27.8)	7.183
820	images/sec: 1945.7 +/- 1.9 (jitter = 27.7)	7.194
830	images/sec: 1945.5 +/- 1.9 (jitter = 27.6)	7.228
840	images/sec: 1945.5 +/- 1.9 (jitter = 27.7)	7.204
850	images/sec: 1945.5 +/- 1.9 (jitter = 27.7)	7.208
860	images/sec: 1945.4 +/- 1.9 (jitter = 27.6)	7.194
870	images/sec: 1945.4 +/- 1.8 (jitter = 27.3)	7.196
880	images/sec: 1945.4 +/- 1.8 (jitter = 27.0)	7.207
890	images/sec: 1945.5 +/- 1.8 (jitter = 27.1)	7.215
900	images/sec: 1945.4 +/- 1.8 (jitter = 27.1)	7.205
910	images/sec: 1945.3 +/- 1.8 (jitter = 27.0)	7.213
920	images/sec: 1945.4 +/- 1.8 (jitter = 26.9)	7.207
930	images/sec: 1945.4 +/- 1.7 (jitter = 26.9)	7.216
940	images/sec: 1945.2 +/- 1.7 (jitter = 26.9)	7.211
950	images/sec: 1945.1 +/- 1.7 (jitter = 27.2)	7.197
960	images/sec: 1945.0 +/- 1.7 (jitter = 27.2)	7.202
970	images/sec: 1944.8 +/- 1.7 (jitter = 27.0)	7.209
980	images/sec: 1944.7 +/- 1.7 (jitter = 27.1)	7.192
990	images/sec: 1944.8 +/- 1.7 (jitter = 26.5)	7.191
1000	images/sec: 1944.7 +/- 1.7 (jitter = 26.3)	7.206
----------------------------------------------------------------
total images/sec: 1939.82
----------------------------------------------------------------
