TensorFlow:  1.13
Model:       googlenet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 1000
Num epochs:  0.05
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Step	Img/sec	total_loss
580	images/sec: 584.4 +/- 0.3 (jitter = 6.0)	7.071
590	images/sec: 584.4 +/- 0.3 (jitter = 6.0)	7.069
600	images/sec: 584.5 +/- 0.3 (jitter = 5.9)	7.070
610	images/sec: 584.5 +/- 0.3 (jitter = 5.9)	7.070
620	images/sec: 584.5 +/- 0.3 (jitter = 5.8)	7.069
630	images/sec: 584.5 +/- 0.3 (jitter = 5.7)	7.071
640	images/sec: 584.5 +/- 0.3 (jitter = 5.5)	7.069
650	images/sec: 584.6 +/- 0.3 (jitter = 5.4)	7.070
660	images/sec: 584.6 +/- 0.3 (jitter = 5.4)	7.071
670	images/sec: 584.6 +/- 0.3 (jitter = 5.3)	7.069
680	images/sec: 584.6 +/- 0.3 (jitter = 5.2)	7.070
690	images/sec: 584.6 +/- 0.3 (jitter = 5.2)	7.069
700	images/sec: 584.7 +/- 0.3 (jitter = 5.2)	7.070
710	images/sec: 584.7 +/- 0.3 (jitter = 5.1)	7.071
720	images/sec: 584.7 +/- 0.3 (jitter = 5.0)	7.071
730	images/sec: 584.7 +/- 0.3 (jitter = 4.9)	7.071
740	images/sec: 584.7 +/- 0.3 (jitter = 5.0)	7.070
750	images/sec: 584.7 +/- 0.3 (jitter = 5.0)	7.070
760	images/sec: 584.7 +/- 0.3 (jitter = 4.9)	7.068
770	images/sec: 584.7 +/- 0.3 (jitter = 4.8)	7.070
780	images/sec: 584.7 +/- 0.3 (jitter = 4.9)	7.071
790	images/sec: 584.7 +/- 0.3 (jitter = 4.9)	7.070
800	images/sec: 584.6 +/- 0.3 (jitter = 5.0)	7.071
810	images/sec: 584.6 +/- 0.3 (jitter = 5.0)	7.070
820	images/sec: 584.6 +/- 0.3 (jitter = 5.0)	7.070
830	images/sec: 584.5 +/- 0.3 (jitter = 5.0)	7.070
840	images/sec: 584.5 +/- 0.2 (jitter = 5.1)	7.069
850	images/sec: 584.5 +/- 0.2 (jitter = 5.1)	7.071
860	images/sec: 584.5 +/- 0.2 (jitter = 5.2)	7.070
870	images/sec: 584.4 +/- 0.2 (jitter = 5.1)	7.071
880	images/sec: 584.4 +/- 0.2 (jitter = 5.1)	7.070
890	images/sec: 584.4 +/- 0.2 (jitter = 5.1)	7.071
900	images/sec: 584.4 +/- 0.2 (jitter = 5.1)	7.070
910	images/sec: 584.4 +/- 0.2 (jitter = 5.1)	7.069
920	images/sec: 584.4 +/- 0.2 (jitter = 5.1)	7.069
930	images/sec: 584.4 +/- 0.2 (jitter = 5.0)	7.070
940	images/sec: 584.4 +/- 0.2 (jitter = 5.0)	7.070
950	images/sec: 584.4 +/- 0.2 (jitter = 5.0)	7.070
960	images/sec: 584.4 +/- 0.2 (jitter = 5.0)	7.070
970	images/sec: 584.4 +/- 0.2 (jitter = 4.9)	7.070
980	images/sec: 584.4 +/- 0.2 (jitter = 4.9)	7.069
990	images/sec: 584.4 +/- 0.2 (jitter = 5.0)	7.069
1000	images/sec: 584.3 +/- 0.2 (jitter = 4.9)	7.071
----------------------------------------------------------------
total images/sec: 583.78
----------------------------------------------------------------
